2	5	14	7	3	5	0	1	3	0	2	3	3	3	1	1	7	12	9	3	0	4	9	8	5	1	6	10	8	3	4	9	3	5	3	2	3	9	4	7	13	6	2	5	12	8	8	7	6	10	6	23	5	8	9	6	7	7	14	3	7	10	7	10	8	6	10	10	7	6	0	23	67	76	29	66	65	61	45	22	4	8	9	7	4	7	7	6	3	9	7	6	3	2	13	8	6	10	7	7	8	4	7	4	7	2	12	1	8	7	13	7	10	8	9	4	1	1	7	8	7	1	5	9	2	11	15	5	6	7	3	4	7	9	6	7	5	14	6	5	6	13	5	4	13	7	4	6	4	4	6	4	5	15	3	7	2	0	3	3	4	5	2	5	4	2	7	6	6	6	6	3	7	6	17	4	2	3	6	4	10	13	4	4	6	6	7	5	9	7	9	5	10	4	4	9	11	15	5	8	9	3	4	3	6	12	11	6	6	3	11	7	6	14	9	6	6	13	0	2	1	4	11	9	7	6	4	6	9	5	15	5	10	27	40	9	6	6	7	7	2	1	3	8	7	6	3	6	4	1	13	6	8	4	9	4	6	5	1	5	1	6	5	6	7	3	14	15	6	6	10	21	6	8	8	11	5	4	3	8	1	10	6	10	6	10	9	6	2	2	2	11	5	3	4	3	2	8	13	6	5	9	12	6	6	10	7	2	2	2	1	8	9	7	5	2	2	1	8	6	5	4	4	9	11	9	7	10	9	8	15	7	11	5	7	5	3	8	1	0	1	2	1	3	1	3	10	11	6	11	4	8	8	7	2	1	7	4	3	3	3	11	6	13	5	8	5	7	5	11	6	4	8	3	2	2	0	7	3	8	12	4	3	12	8	9	8	3	6	5	9	10	10	6	12	10	6	5	5	6	7	6	7	4	7	4	1	6	4	5	12	7	8	8	8	9	8	19	11	5	13	8	10	9	2	4	5	8	11	11	11	7	7	4	6	4	5	7	9	4	4	1	4	21	45	45	57	39	53	53	48	39	44	54	53	53	53	51	46	51	61	38	49	51	53	40	41	76	56	41	50	61	49	39	45	50	31	47	51	51	51	49	60	62	37	53	53	53	2	1	2	1	3	5	2	5	2	11	10	9
3	3	6	4	1	2	2	4	4	0	2	2	3	1	4	1	7	4	4	2	2	2	5	2	4	2	6	8	3	7	11	5	6	1	0	0	7	6	9	9	5	13	8	8	7	6	1	10	2	5	2	3	10	7	8	5	8	5	10	1	11	5	11	10	6	3	14	8	8	4	6	4	2	40	110	84	104	90	97	89	82	5	7	3	6	10	11	4	6	17	12	2	11	7	9	3	6	11	2	5	6	11	6	3	4	9	9	10	11	11	8	11	8	14	10	3	4	7	13	9	4	4	2	6	6	5	9	8	10	22	4	1	3	8	7	9	7	7	7	2	2	11	7	6	3	7	5	11	6	3	3	4	13	6	6	5	6	5	3	2	5	8	6	5	6	7	8	7	5	7	4	6	4	10	6	2	3	6	6	8	7	11	11	6	13	5	8	4	8	4	9	7	10	7	2	13	7	3	5	5	3	5	5	9	5	5	7	2	5	2	5	10	11	9	10	6	4	6	4	3	3	2	3	4	6	5	21	1	7	4	11	11	14	39	21	1	1	10	9	4	5	1	6	3	9	7	3	4	3	2	11	5	4	9	10	7	1	3	0	1	0	5	2	7	8	4	6	6	7	57	35	9	8	7	5	5	4	4	3	8	2	9	6	7	8	10	4	4	8	9	9	7	5	6	9	2	5	6	7	6	7	7	4	14	5	9	8	8	3	5	9	4	7	2	10	4	5	2	7	8	2	8	4	11	6	9	7	6	10	8	4	5	8	8	7	5	8	4	4	6	6	3	2	2	1	2	8	9	8	12	8	8	8	9	0	9	4	2	5	7	11	9	9	9	10	10	7	6	11	6	4	7	8	10	2	2	3	9	1	4	11	10	6	9	6	5	2	2	7	11	8	9	12	8	8	3	8	7	0	5	5	10	10	9	5	6	9	4	9	3	10	5	8	12	9	6	13	9	9	6	5	4	9	11	6	3	5	7	6	16	8	1	14	7	9	6	3	5	6	4	4	1	1	40	57	59	60	33	53	50	44	59	36	53	39	53	50	61	47	42	45	58	58	9	53	50	46	33	42	56	53	56	63	44	51	50	50	59	44	43	49	51	61	40	41	55	47	39	3	3	1	4	3	1	3	5	6	10	4	17
0	2	7	1	1	1	4	2	3	3	5	1	2	3	4	2	3	3	10	0	0	5	9	11	6	3	7	3	9	8	11	1	5	1	5	2	9	10	8	1	6	4	4	5	4	7	3	5	9	11	5	10	9	1	10	11	6	2	5	0	2	7	9	5	3	2	8	8	7	12	4	3	3	102	99	99	93	92	100	86	97	34	11	3	4	12	6	8	4	7	9	6	6	14	6	9	8	2	8	8	10	10	3	4	8	8	4	10	9	4	2	20	11	11	6	3	1	12	9	4	8	3	9	8	9	4	8	11	9	3	2	2	4	2	8	4	7	12	10	9	5	10	11	10	5	4	8	7	8	7	7	11	8	6	8	5	6	10	6	10	6	5	3	6	8	10	7	17	4	7	6	10	3	11	12	7	13	5	5	7	9	15	5	13	4	4	4	1	7	5	9	5	7	6	2	13	9	8	13	5	9	6	4	7	3	8	11	9	3	9	5	6	7	9	3	5	9	2	4	2	3	2	1	9	7	14	7	3	9	6	8	8	11	35	18	15	3	7	8	12	10	6	7	9	12	7	6	5	1	2	11	5	6	8	3	5	3	3	2	2	1	10	2	2	5	11	4	4	8	16	9	11	12	6	2	4	7	2	4	8	6	8	14	11	12	2	6	6	8	9	5	5	6	5	3	8	4	7	9	10	5	21	7	4	8	9	12	12	12	13	4	3	7	8	2	1	5	8	3	4	6	12	7	9	6	13	10	8	8	6	10	3	14	8	2	1	7	0	4	3	4	1	0	5	1	3	13	4	1	13	6	8	7	4	3	3	4	9	10	1	7	3	10	12	12	10	5	8	16	7	11	27	4	3	8	0	6	4	10	11	7	7	8	6	2	11	3	10	3	10	2	18	1	4	4	15	17	1	4	11	5	8	10	13	8	10	3	3	7	7	13	7	10	9	6	5	14	8	13	12	6	13	2	9	7	0	6	3	11	8	17	9	8	6	12	2	1	6	1	2	2	0	0	48	48	59	51	51	57	65	58	47	52	56	48	48	51	39	36	51	41	54	53	4	51	43	45	45	58	23	30	64	47	48	43	40	51	51	44	45	51	63	51	48	52	52	46	1	1	2	2	0	4	2	5	1	9	4	7	10
4	1	8	3	2	1	2	6	0	3	3	3	4	3	2	5	9	3	10	4	4	4	13	9	2	9	11	5	6	9	6	1	5	2	3	8	7	8	12	5	8	4	6	3	3	8	18	11	7	6	12	12	6	4	1	8	12	6	18	2	3	6	2	11	2	8	4	8	7	6	4	4	8	96	96	78	82	95	76	92	87	80	7	7	9	14	3	4	3	6	3	9	43	88	65	56	37	35	29	5	5	6	10	4	10	12	9	11	6	15	6	0	5	15	5	1	8	9	8	8	9	5	3	10	2	6	6	6	5	5	1	7	6	4	5	11	10	6	13	7	8	9	4	3	6	10	13	9	10	2	6	6	11	6	9	12	7	5	10	4	9	7	7	13	10	2	3	3	5	8	7	2	7	6	8	11	18	8	7	9	3	12	10	1	3	6	2	7	9	9	12	13	6	6	4	13	14	6	4	8	8	13	5	3	3	5	9	5	6	4	10	2	11	5	12	9	9	5	6	1	0	4	5	1	3	8	1	8	6	9	7	8	16	17	11	8	11	10	21	13	5	9	10	9	8	12	10	14	5	8	14	4	4	6	1	3	1	2	2	2	3	4	4	3	13	8	7	13	11	2	13	8	3	2	3	13	6	11	8	7	6	6	6	8	8	19	4	3	4	7	11	7	25	2	8	9	6	12	9	7	3	6	2	6	4	14	11	2	13	6	7	10	6	4	6	3	3	0	2	12	5	7	6	6	7	9	9	8	6	11	3	9	6	8	5	2	13	0	4	2	3	0	4	1	2	3	5	3	6	12	2	1	13	5	4	10	1	7	11	10	6	15	10	8	14	16	7	11	7	11	4	5	5	4	1	8	8	6	10	5	4	14	4	3	1	7	13	9	11	8	7	8	4	2	7	14	3	5	4	7	9	11	5	5	7	6	7	6	10	6	13	3	10	8	9	6	7	10	8	10	3	9	9	11	11	2	1	16	8	9	6	7	9	12	9	12	4	11	0	3	1	3	50	45	50	52	40	47	43	52	48	52	58	42	62	53	44	44	61	57	49	56	53	6	45	52	55	47	47	41	42	59	44	58	19	50	42	48	39	49	48	47	55	36	45	45	17	3	4	1	1	3	1	0	3	7	10	7	6	5
5	3	12	3	1	2	1	1	3	5	2	4	0	2	2	3	6	7	14	19	1	5	10	15	3	6	10	7	4	7	2	2	3	5	3	2	10	7	8	6	5	11	12	6	6	8	10	8	7	4	5	6	6	8	5	2	8	10	7	10	8	7	10	9	2	3	10	6	6	13	7	6	4	56	86	87	107	93	103	78	99	87	3	8	6	2	5	2	5	3	2	5	115	99	82	126	96	108	96	10	8	14	8	14	7	17	2	11	3	10	9	8	10	6	1	7	12	5	4	4	8	14	10	5	7	6	5	3	14	5	6	5	7	3	5	9	7	5	4	4	1	7	6	4	5	6	11	15	4	8	7	2	17	5	6	6	5	8	9	6	6	6	9	6	8	3	1	3	4	6	6	6	1	13	11	6	6	7	5	10	3	3	3	9	3	4	6	5	7	15	2	3	7	8	13	4	10	10	9	6	15	9	11	11	4	2	4	7	6	7	5	5	2	10	8	5	4	4	11	1	4	1	4	2	13	4	9	11	7	8	12	16	12	5	12	13	4	12	10	7	6	9	2	12	22	5	5	11	8	5	5	1	5	4	9	7	4	2	2	3	2	6	5	7	8	7	8	8	12	8	7	9	3	7	8	9	5	12	7	4	5	6	6	3	14	7	7	5	11	7	7	4	6	0	5	6	4	6	8	4	7	7	4	10	5	8	5	6	9	9	6	13	12	6	6	6	3	3	3	5	9	5	8	7	7	7	6	5	11	11	3	8	5	7	4	9	8	30	27	1	6	1	4	5	4	2	4	7	6	3	5	7	4	2	6	9	4	13	11	8	10	8	6	9	9	8	6	12	10	9	12	3	4	2	2	12	7	15	3	8	6	9	5	4	4	5	11	7	6	2	10	7	21	12	7	6	2	4	2	11	10	7	6	2	8	3	6	7	6	10	7	10	9	7	10	7	6	10	7	8	4	10	8	5	4	5	9	8	2	8	4	6	6	9	5	6	4	6	4	3	3	1	47	46	45	46	47	53	42	41	52	40	53	55	50	46	27	53	47	52	45	36	37	51	53	43	43	51	44	58	51	41	47	54	48	26	26	52	49	51	42	54	52	62	45	31	1	2	4	6	3	3	8	4	8	5	7	3	10	5
1	2	12	5	4	3	3	6	4	1	3	1	11	7	6	7	6	5	6	5	3	4	14	16	8	6	3	6	11	10	10	5	2	1	6	12	3	6	8	10	6	6	7	8	9	3	6	3	2	6	11	8	3	4	7	10	8	1	13	0	7	8	8	5	2	13	4	3	6	5	9	4	12	10	36	75	86	86	110	94	97	52	7	12	8	12	13	8	7	3	3	3	89	80	111	77	93	87	80	26	7	6	5	9	1	9	11	9	14	7	8	12	10	5	15	7	7	1	7	9	10	13	7	5	4	6	3	5	9	6	3	8	4	3	7	4	12	2	10	11	12	6	8	4	14	9	11	18	8	4	2	6	14	7	11	4	7	8	5	6	2	11	7	7	6	11	8	5	5	7	16	5	3	10	9	3	16	4	10	18	8	6	7	6	8	11	2	4	11	3	3	12	10	6	14	9	7	8	4	7	12	8	7	12	7	5	3	1	6	1	6	12	6	11	5	6	4	4	1	0	5	2	2	5	3	7	3	3	6	13	8	7	6	6	10	6	3	4	10	4	8	19	7	7	14	12	2	9	6	10	13	5	5	10	9	9	10	9	3	4	0	11	3	4	5	8	7	5	14	3	3	2	3	8	7	3	4	12	10	4	11	10	6	6	10	8	8	2	1	8	8	4	17	6	8	8	5	8	3	8	7	9	15	5	15	24	8	6	8	14	9	6	8	10	7	7	10	0	2	8	9	7	7	10	5	8	8	6	9	8	13	3	10	8	9	11	7	20	14	1	0	1	1	4	5	2	3	9	4	2	13	9	10	8	2	3	3	4	5	11	9	5	13	9	13	3	4	6	5	11	7	7	5	1	1	26	11	11	5	1	10	5	2	2	1	9	3	15	6	8	13	2	6	11	12	8	8	5	7	7	19	6	2	14	1	3	5	4	5	2	9	2	7	6	9	6	9	14	3	8	7	12	3	2	6	4	2	4	5	12	6	14	10	5	8	9	14	4	3	1	1	0	53	42	57	54	53	49	57	43	54	50	37	53	54	47	27	59	52	40	61	37	44	53	49	39	54	42	50	46	42	51	45	62	62	52	35	32	43	39	46	64	41	47	36	1	6	1	4	3	2	1	2	7	7	6	6	9	2	3
2	0	8	2	12	1	5	2	4	2	5	4	10	5	2	8	9	10	8	4	7	7	7	5	8	5	10	9	6	6	0	4	3	4	3	8	11	9	11	9	9	13	5	10	6	3	1	11	7	6	11	1	9	9	9	5	5	6	9	3	6	7	11	3	8	16	10	13	7	9	9	5	8	11	5	6	29	64	69	48	13	8	7	7	5	12	12	5	7	4	5	3	63	84	108	82	91	113	101	107	7	10	11	12	8	11	13	3	10	7	14	14	6	10	7	3	8	14	7	9	8	8	10	1	11	6	4	12	9	8	9	7	6	5	15	5	4	5	13	11	9	8	12	8	8	14	7	6	11	7	10	8	8	5	2	8	4	15	7	8	8	11	4	4	4	7	3	5	8	12	8	11	4	12	16	6	8	2	8	6	5	7	8	1	8	3	6	10	12	11	11	4	3	4	9	11	11	5	3	10	3	3	6	9	9	8	4	5	3	7	3	3	7	8	3	2	1	6	5	1	0	4	1	5	2	5	2	5	12	3	14	4	3	5	8	5	9	4	7	8	5	5	4	11	11	7	9	8	4	8	5	5	6	12	4	14	9	4	12	3	1	11	9	7	9	5	8	9	3	10	6	5	1	9	5	9	9	10	5	4	10	12	7	12	8	1	6	9	10	7	6	8	2	9	14	8	10	5	5	4	4	13	8	9	36	51	19	10	7	3	10	7	5	3	10	7	9	3	5	4	4	4	10	5	3	10	8	5	11	4	8	8	9	12	7	13	5	13	3	8	3	7	17	13	7	3	1	5	8	5	6	8	7	9	9	16	11	8	7	8	6	8	13	8	1	7	7	7	7	7	5	11	2	5	3	6	4	5	4	12	16	4	1	2	8	11	8	14	3	10	12	10	5	11	7	12	6	4	5	2	7	4	9	4	2	2	6	2	2	8	6	4	4	9	9	5	8	5	11	13	5	8	4	8	3	5	15	9	8	8	13	5	6	6	3	6	4	10	8	3	0	4	27	37	49	56	49	44	61	57	43	51	50	53	61	53	59	52	52	53	49	57	48	51	58	51	51	49	61	39	52	51	60	42	41	59	47	52	40	57	50	49	34	59	6	4	7	2	4	2	2	3	2	9	8	7	9	5	4	3
2	0	8	2	9	3	4	3	2	2	5	3	8	6	4	7	1	6	7	2	3	2	5	6	12	7	13	5	8	3	2	2	2	2	4	11	3	9	5	7	6	10	6	10	2	3	0	5	10	5	15	9	11	6	7	14	6	6	8	6	7	5	7	6	10	4	3	9	7	11	11	11	9	13	6	2	6	9	6	10	12	4	11	11	7	1	14	5	6	11	7	5	8	93	91	92	100	85	89	43	9	10	4	6	9	10	5	8	7	2	8	9	0	6	8	5	10	9	12	3	2	8	12	5	3	7	11	7	5	6	12	13	6	6	5	5	4	3	9	13	3	3	13	13	5	7	5	6	7	3	3	6	6	7	10	7	7	11	11	12	3	3	6	5	4	1	10	7	4	12	14	13	8	6	5	7	11	10	7	7	12	3	6	8	5	8	3	3	6	10	5	10	1	8	13	4	11	4	3	6	5	1	5	13	10	9	6	4	0	1	6	4	1	2	2	2	5	1	2	2	1	1	6	7	8	7	4	7	11	8	11	4	1	3	4	12	6	7	10	14	6	19	8	6	9	6	2	5	6	6	9	6	7	3	13	3	8	10	10	4	1	10	7	5	6	6	4	6	6	4	6	7	6	8	10	12	8	6	7	7	7	11	2	6	8	11	4	2	6	5	3	11	5	4	7	5	6	6	7	7	11	6	4	5	13	47	44	8	11	5	10	5	7	5	4	5	6	4	0	2	7	4	11	6	3	4	5	7	7	8	10	6	7	4	10	9	7	8	14	10	2	28	27	46	31	2	4	11	6	5	6	12	8	13	4	9	8	2	10	17	6	2	4	8	0	4	18	35	13	7	4	4	5	5	7	11	2	3	9	7	13	6	3	3	8	13	2	9	6	6	3	7	5	9	10	10	5	6	1	2	3	2	5	7	0	4	5	0	6	4	2	5	7	5	5	2	4	3	7	7	7	3	4	2	6	3	10	3	3	4	3	9	5	9	5	3	8	5	5	4	5	5	8	43	42	56	50	48	55	57	52	63	53	60	58	49	36	44	39	42	44	50	43	42	41	51	58	62	37	52	32	54	58	56	46	50	63	65	49	53	55	43	14	3	9	3	5	4	4	2	2	4	2	8	5	7	10	5	4	4
2	8	6	7	7	3	12	5	2	1	1	9	7	11	10	2	3	1	2	2	8	10	3	3	7	8	9	10	9	5	11	5	2	9	8	8	9	8	3	6	5	10	12	14	15	12	2	10	7	8	6	8	15	12	9	6	10	3	13	13	2	14	7	4	10	0	10	9	7	6	6	7	7	6	4	10	4	10	7	8	11	10	2	9	6	2	8	4	3	6	12	5	3	20	92	89	86	94	89	6	3	5	8	11	8	12	8	3	8	5	4	10	2	3	6	8	6	6	12	3	5	7	8	7	3	12	8	9	21	7	11	2	10	9	8	2	9	11	4	7	7	7	18	13	11	11	9	10	5	8	4	1	6	1	11	8	10	4	8	9	5	13	7	2	6	3	8	12	4	13	14	3	10	4	6	4	11	13	3	3	16	3	8	8	3	10	9	6	10	6	3	5	4	4	9	3	5	8	3	6	5	5	4	9	1	3	4	4	3	5	4	2	5	4	1	5	4	5	4	2	2	2	4	7	12	4	5	3	11	7	7	6	5	2	8	8	5	8	11	8	5	7	5	3	8	6	6	10	7	3	2	3	8	6	6	5	5	18	2	6	8	16	9	6	0	3	11	3	7	16	13	11	13	9	12	5	11	10	5	6	3	9	2	10	4	7	16	4	9	36	11	13	8	3	8	8	5	6	13	6	10	29	32	13	9	10	12	7	8	4	14	12	17	7	15	10	5	11	6	1	2	5	10	5	4	3	3	7	9	9	7	2	2	12	10	12	7	4	4	7	28	25	33	38	29	7	8	7	5	6	11	72	5	3	9	5	1	4	12	5	8	2	5	6	10	12	44	27	26	5	4	1	7	4	8	12	6	7	10	10	7	9	7	9	11	11	8	8	7	3	7	7	6	7	7	8	6	7	1	2	1	2	9	8	8	4	8	4	3	3	5	8	4	4	2	2	1	6	6	10	11	7	12	6	4	5	6	1	8	6	0	5	3	15	10	7	6	10	7	10	8	6	12	2	44	53	54	39	60	57	58	47	57	46	54	56	41	58	45	45	44	46	42	49	50	42	56	43	45	66	59	52	54	54	53	45	50	48	64	51	47	53	28	8	1	4	2	0	2	3	0	3	4	8	3	7	4	7	8	2
10	3	8	6	7	4	4	2	4	1	2	4	1	12	4	0	2	8	11	5	4	5	3	10	4	13	10	4	1	12	6	0	5	3	4	12	11	4	5	7	0	13	10	14	10	11	22	2	11	5	4	6	7	10	3	3	1	1	10	3	3	4	1	1	8	11	9	8	5	10	9	6	5	3	4	15	7	6	5	6	8	6	11	12	8	6	7	6	10	10	15	12	5	2	13	83	79	44	37	8	6	10	16	5	6	7	10	9	4	9	5	7	6	7	10	4	10	9	8	12	5	5	3	8	1	6	10	15	9	10	10	9	8	8	7	5	8	6	4	2	7	15	9	6	11	6	7	6	8	3	2	3	4	7	43	6	16	2	1	9	8	4	12	4	1	6	7	3	1	5	8	6	5	2	9	8	7	12	5	8	8	5	8	3	5	24	4	9	10	6	7	11	9	6	10	4	3	10	9	7	6	9	5	11	1	4	2	7	4	6	5	9	0	3	2	0	3	1	1	5	0	4	9	4	10	10	9	3	7	7	9	5	5	0	6	3	13	4	7	6	9	6	5	6	6	10	7	10	2	11	6	2	13	5	14	11	2	7	10	7	4	6	13	5	6	5	4	3	3	11	16	7	3	83	7	2	8	5	6	5	0	4	3	8	14	11	6	3	8	41	13	11	11	7	14	7	8	2	1	10	7	29	3	9	4	14	11	5	12	2	5	4	7	4	8	8	3	6	2	3	2	8	7	8	8	1	2	10	3	13	7	10	5	7	6	11	1	9	5	7	23	29	32	27	15	28	8	8	9	10	11	13	3	2	8	15	8	9	8	18	7	11	4	5	5	41	38	37	13	6	8	10	10	13	9	8	8	12	5	7	4	5	7	8	4	9	4	8	9	5	7	5	7	9	10	11	4	73	0	2	3	2	6	8	10	7	3	6	5	4	5	8	7	5	1	3	2	5	9	5	11	6	12	1	6	5	4	5	2	7	10	12	10	19	6	12	10	5	6	7	6	8	8	1	3	49	51	41	48	55	42	45	43	56	39	50	44	40	48	60	45	58	54	50	46	56	57	56	53	49	59	47	47	48	55	50	43	37	47	56	54	51	18	2	3	1	4	3	2	3	2	11	6	11	11	10	6	7	2	1
