"x","y","X","N","Al","Ca","Cr","Fe","K","Mg","Mn","Na","Si","Ti","An","Labels","Zone"
1.5,140.5,179502,4,4866,3572,1,87,38,78,9,616,6826,66,72.9395699714016,"SK394AZone9a",3
1.5,141.5,179002,4,5204,3875,6,49,18,54,5,501,6462,47,79.0785179019476,"SK394AZone9a",3
1.5,142.5,178502,4,5248,3866,4,47,22,61,9,508,6400,45,78.8961729139116,"SK394AZone9a",3
10.5,136.5,181511,4,5111,3966,1,41,22,42,7,447,6340,55,80.922228336534,"SK394AZone9a",3
10.5,137.5,181011,4,5228,3972,5,37,20,52,8,488,6335,57,81.0437916618914,"SK394AZone9a",3
10.5,138.5,180511,4,5197,3844,3,46,28,62,7,466,6208,56,78.4504407209347,"SK394AZone9a",3
10.5,139.5,180011,4,5145,3890,7,42,14,55,7,441,6280,49,79.382426215341,"SK394AZone9a",3
10.5,140.5,179511,4,5425,4027,3,49,17,40,4,441,6202,49,82.1581221443337,"SK394AZone9a",3
10.5,141.5,179011,4,5367,4172,3,36,16,39,5,368,6271,41,85.0959025071363,"SK394AZone9a",3
10.5,142.5,178511,4,5277,4034,5,50,12,48,7,419,6317,40,82.2999460239173,"SK394AZone9a",3
10.5,144.5,177511,4,5189,3833,3,46,17,55,8,479,6402,61,78.2275746244462,"SK394AZone9a",3
10.5,145.5,177011,4,5344,3958,6,36,14,50,9,436,6389,60,80.7601439027242,"SK394AZone9a",3
10.5,146.5,176511,4,5278,3975,8,50,21,70,3,447,6287,57,81.10457332457,"SK394AZone9a",3
10.5,147.5,176011,4,5527,4151,6,43,18,48,9,413,6305,52,84.6704308683856,"SK394AZone9a",3
10.5,148.5,175511,4,5271,4123,7,37,21,43,8,397,6377,53,84.1031353500513,"SK394AZone9a",3
10.5,149.5,175011,4,5199,4127,8,40,26,45,7,430,6343,50,84.1841775669562,"SK394AZone9a",3
10.5,150.5,174511,4,5357,4209,4,37,17,44,7,413,6306,44,85.8455430135066,"SK394AZone9a",3
10.5,151.5,174011,4,5451,4132,3,42,16,48,8,379,6289,55,84.2854803380873,"SK394AZone9a",3
10.5,152.5,173511,4,5223,4050,2,39,15,43,11,372,6276,43,82.6241148915369,"SK394AZone9a",3
10.5,153.5,173011,4,5286,3939,5,42,10,51,10,426,6303,49,80.375193372426,"SK394AZone9a",3
10.5,154.5,172511,4,5146,3842,2,38,21,46,6,455,6375,38,78.4099196124822,"SK394AZone9a",3
10.5,155.5,172011,4,5288,3880,2,52,21,45,13,509,6414,57,79.1798206730787,"SK394AZone9a",3
10.5,156.5,171511,4,4824,3597,9,59,30,56,8,647,6660,34,73.4460838270572,"SK394AZone9a",3
10.5,34.5,232511,4,5239,4072,2,54,17,46,3,434,6188,35,83.0698470845138,"SK394AZone1a",1
10.5,35.5,232011,4,5329,4056,5,50,25,53,3,382,6342,45,82.7456782168942,"SK394AZone1a",1
10.5,36.5,231511,4,5246,4096,8,49,20,45,7,416,6184,55,83.5561003859432,"SK394AZone1a",1
10.5,37.5,231011,4,5329,4010,6,47,17,39,9,381,6318,37,81.8136927224879,"SK394AZone1a",1
10.5,38.5,230511,4,5178,3751,2,43,18,47,6,563,6663,40,76.5662091778958,"SK394AZone1a",1
100.5,268.5,115601,4,5314,4002,5,40,19,40,8,530,6321,46,81.6516082886781,"SK394AZone17a",4
100.5,269.5,115101,4,5087,3785,10,45,21,38,10,596,6534,45,77.2550680215874,"SK394AZone17a",4
100.5,270.5,114601,4,5184,3801,3,39,16,48,3,552,6451,51,77.579236889207,"SK394AZone17a",4
100.5,271.5,114101,4,5206,3838,4,47,18,41,15,471,6382,49,78.3288773955773,"SK394AZone17a",4
100.5,277.5,111101,4,5134,3840,10,43,15,52,3,544,6500,46,78.3693985040298,"SK394AZone17a",4
100.5,278.5,110601,4,5270,3789,7,40,17,30,5,539,6466,50,77.3361102384923,"SK394AZone17a",4
100.5,279.5,110101,4,5228,3867,8,53,15,45,4,531,6614,33,78.9164334681378,"SK394AZone17a",4
100.5,280.5,109601,4,5180,3863,4,55,15,42,5,518,6380,37,78.8353912512329,"SK394AZone17a",4
100.5,281.5,109101,4,5326,3929,9,50,28,60,6,437,6372,46,80.1725878301637,"SK394AZone17a",4
100.5,282.5,108601,4,5267,3933,6,45,28,42,3,433,6330,56,80.2536300470686,"SK394AZone17a",4
100.5,283.5,108101,4,5188,3789,7,51,19,50,7,535,6402,49,77.3361102384923,"SK394AZone17a",4
100.5,432.5,33601,4,5268,4023,5,30,16,29,10,405,6338,62,82.0770799274288,"SK394AZone5a",4
100.5,433.5,33101,4,5131,4108,5,36,22,46,6,395,6184,40,83.7992270366579,"SK394AZone5a",4
101.5,268.5,115602,4,5210,3939,5,39,20,40,7,464,6399,55,80.375193372426,"SK394AZone17a",4
101.5,269.5,115102,4,5282,3995,8,38,14,39,6,480,6399,50,81.5097844090946,"SK394AZone17a",4
101.5,270.5,114602,4,5175,3763,4,51,18,61,5,535,6426,50,76.8093358286105,"SK394AZone17a",4
101.5,271.5,114102,4,5152,3751,6,41,16,44,7,572,6537,51,76.5662091778958,"SK394AZone17a",4
101.5,272.5,113602,4,5046,3815,5,47,21,42,6,541,6440,59,77.8628846483741,"SK394AZone17a",4
101.5,273.5,113102,4,5069,3763,6,47,41,65,10,488,6525,50,76.8093358286105,"SK394AZone17a",4
101.5,274.5,112602,4,5092,3824,6,41,19,46,9,554,6443,47,78.0452296364102,"SK394AZone17a",4
101.5,275.5,112102,4,5129,3721,6,68,27,79,9,540,6490,55,75.9583925511091,"SK394AZone17a",4
101.5,276.5,111602,4,5119,3751,5,53,19,48,6,559,6457,44,76.5662091778958,"SK394AZone17a",4
101.5,277.5,111102,4,5286,4105,6,44,23,35,6,439,6383,43,83.7384453739792,"SK394AZone17a",4
101.5,278.5,110602,4,5049,3788,7,58,20,35,4,539,6459,45,77.3158496842661,"SK394AZone17a",4
101.5,281.5,109102,4,4830,3563,4,66,35,82,12,616,6535,46,72.7572249833656,"SK394AZone17a",4
101.5,282.5,108602,4,5196,3858,3,43,20,51,8,536,6406,40,78.7340884801018,"SK394AZone17a",4
101.5,283.5,108102,4,5044,3720,7,78,21,63,6,640,6679,56,75.9381319968828,"SK394AZone17a",4
102.5,268.5,115603,4,5206,3888,4,60,21,41,7,582,6545,42,79.3419051068885,"SK394AZone17a",4
102.5,269.5,115103,4,5139,3922,10,46,26,55,7,552,6492,43,80.0307639505802,"SK394AZone17a",4
102.5,270.5,114603,4,5196,3839,9,46,12,35,8,541,6467,42,78.3491379498035,"SK394AZone17a",4
102.5,271.5,114103,4,5124,3826,8,50,15,40,11,572,6516,55,78.0857507448626,"SK394AZone17a",4
102.5,272.5,113603,4,5168,3796,4,42,16,62,6,570,6409,52,77.4779341180759,"SK394AZone17a",4
102.5,273.5,113103,4,5160,3880,4,40,17,42,5,487,6329,41,79.1798206730787,"SK394AZone17a",4
102.5,274.5,112603,4,5185,3880,3,47,20,62,7,544,6480,48,79.1798206730787,"SK394AZone17a",4
102.5,275.5,112103,4,5141,3848,6,60,22,57,7,490,6362,52,78.5314829378396,"SK394AZone17a",4
102.5,276.5,111603,4,5280,3955,6,43,21,41,6,476,6476,48,80.6993622400456,"SK394AZone17a",4
102.5,277.5,111103,4,5056,3897,10,58,30,66,3,424,6157,45,79.5242500949246,"SK394AZone17a",4
102.5,278.5,110603,4,5078,3954,3,53,20,53,11,442,6203,50,80.6791016858193,"SK394AZone17a",4
102.5,279.5,110103,4,5253,3764,4,46,21,42,4,488,6402,50,76.8295963828367,"SK394AZone17a",4
102.5,280.5,109603,4,5092,3939,11,44,22,40,7,554,6529,51,80.375193372426,"SK394AZone17a",4
102.5,281.5,109103,4,5101,3695,1,44,17,46,4,645,6569,30,75.4316181412272,"SK394AZone17a",4
102.5,282.5,108603,4,5082,3949,4,44,18,55,5,487,6444,51,80.5777989146882,"SK394AZone17a",4
102.5,283.5,108103,4,5108,3590,6,55,26,72,10,590,6726,51,73.3042599474737,"SK394AZone17a",4
103.5,268.5,115604,4,5043,3856,2,37,27,38,9,554,6345,47,78.6935673716494,"SK394AZone17a",4
103.5,269.5,115104,4,5254,3818,4,57,29,46,6,581,6503,48,77.9236663110528,"SK394AZone17a",4
103.5,270.5,114604,4,5119,3968,7,46,23,60,6,548,6678,38,80.9627494449865,"SK394AZone17a",4
103.5,271.5,114104,4,5215,3907,6,41,23,33,9,512,6362,49,79.7268556371868,"SK394AZone17a",4
103.5,272.5,113604,4,5191,3988,0,48,26,48,11,461,6491,51,81.367960529511,"SK394AZone17a",4
103.5,273.5,113104,4,5219,3859,5,40,26,70,10,516,6368,47,78.754349034328,"SK394AZone17a",4
103.5,274.5,112604,4,5222,3942,1,47,19,43,4,480,6436,50,80.4359750351046,"SK394AZone17a",4
103.5,276.5,111604,4,5411,4009,2,41,15,53,7,414,6321,39,81.7934321682617,"SK394AZone17a",4
103.5,277.5,111104,4,5321,3986,5,48,23,39,8,438,6364,48,81.3274394210585,"SK394AZone17a",4
103.5,278.5,110604,4,5309,3899,1,45,11,51,14,525,6310,46,79.564771203377,"SK394AZone17a",4
103.5,279.5,110104,4,5130,3865,6,49,26,57,6,521,6453,45,78.8759123596854,"SK394AZone17a",4
103.5,280.5,109604,4,5026,3650,6,65,31,45,7,525,6561,52,74.5198932010471,"SK394AZone17a",4
103.5,281.5,109104,4,5167,3824,5,64,27,50,8,572,6511,56,78.0452296364102,"SK394AZone17a",4
103.5,282.5,108604,4,5326,4018,2,38,20,29,4,474,6468,53,81.9757771562977,"SK394AZone17a",4
104.5,269.5,115105,4,5263,3890,3,44,29,39,7,453,6597,52,79.382426215341,"SK394AZone17a",4
104.5,270.5,114605,4,5055,3864,4,53,21,39,9,579,6360,59,78.8556518054591,"SK394AZone17a",4
104.5,271.5,114105,4,5127,3862,9,46,21,78,7,498,6496,56,78.8151306970067,"SK394AZone17a",4
104.5,272.5,113605,4,5283,3959,5,52,25,58,3,455,6406,56,80.7804044569505,"SK394AZone17a",4
104.5,273.5,113105,4,5019,3880,6,34,21,41,13,552,6569,41,79.1798206730787,"SK394AZone17a",4
104.5,274.5,112605,4,5105,3671,7,51,37,52,7,570,6408,51,74.9453648397978,"SK394AZone17a",4
104.5,276.5,111605,4,5127,4020,8,31,26,38,8,507,6372,44,82.0162982647502,"SK394AZone17a",4
104.5,277.5,111105,4,5163,3788,7,49,20,39,8,542,6402,48,77.3158496842661,"SK394AZone17a",4
104.5,278.5,110605,4,5151,3846,8,48,21,66,7,520,6459,49,78.4909618293871,"SK394AZone17a",4
104.5,279.5,110105,4,5008,3882,4,39,17,44,5,557,6370,41,79.2203417815312,"SK394AZone17a",4
104.5,280.5,109605,4,5174,4065,4,37,22,45,8,497,6524,41,82.9280232049303,"SK394AZone17a",4
105.5,269.5,115106,4,5213,3946,3,41,16,41,3,434,6254,50,80.5170172520096,"SK394AZone17a",4
105.5,270.5,114606,4,5304,3925,8,51,21,64,2,515,6365,57,80.0915456132588,"SK394AZone17a",4
105.5,272.5,113606,4,5100,3943,6,56,26,57,7,503,6417,57,80.4562355893309,"SK394AZone17a",4
105.5,273.5,113106,4,5067,3841,5,55,20,47,7,536,6490,52,78.389659058256,"SK394AZone17a",4
105.5,274.5,112606,4,5108,3813,2,61,17,41,7,616,6573,49,77.8223635399217,"SK394AZone17a",4
105.5,275.5,112106,4,5102,3908,4,45,17,47,8,533,6451,43,79.747116191413,"SK394AZone17a",4
105.5,276.5,111606,4,5075,3831,5,68,29,65,5,466,6428,56,78.1870535159937,"SK394AZone17a",4
105.5,277.5,111106,4,5033,3840,4,57,28,112,14,489,6172,47,78.3693985040298,"SK394AZone17a",4
105.5,278.5,110606,4,5222,3778,8,49,24,54,3,527,6221,58,77.1132441420039,"SK394AZone17a",4
106.5,272.5,113607,4,5064,3929,7,46,35,98,4,498,6496,52,80.1725878301637,"SK394AZone17a",4
106.5,273.5,113107,4,5171,3861,7,44,16,44,4,439,6406,51,78.7948701427805,"SK394AZone17a",4
106.5,274.5,112607,4,4989,3768,4,48,16,56,8,662,6731,45,76.9106385997416,"SK394AZone17a",4
106.5,275.5,112107,4,5311,4003,13,42,18,38,9,466,6251,51,81.6718688429043,"SK394AZone17a",4
106.5,276.5,111607,4,5172,3930,4,53,25,49,4,465,6347,33,80.19284838439,"SK394AZone17a",4
106.5,277.5,111107,4,5340,3900,5,51,28,49,10,461,6352,46,79.5850317576032,"SK394AZone17a",4
107.5,272.5,113608,4,5065,3752,7,33,25,65,7,536,6441,40,76.586469732122,"SK394AZone17a",4
107.5,273.5,113108,4,5441,3951,7,47,16,56,7,465,6311,49,80.6183200231407,"SK394AZone17a",4
107.5,274.5,112608,4,5063,3904,3,36,25,41,11,498,6500,50,79.6660739745081,"SK394AZone17a",4
107.5,275.5,112108,4,5173,3790,1,40,25,47,11,524,6472,52,77.3563707927186,"SK394AZone17a",4
107.5,276.5,111608,4,5292,3994,6,38,18,57,12,448,6361,47,81.4895238548683,"SK394AZone17a",4
107.5,277.5,111108,4,5247,3962,1,43,19,54,6,492,6344,42,80.8411861196291,"SK394AZone17a",4
107.5,278.5,110608,4,4912,3647,5,73,38,86,10,604,6516,39,74.4591115383685,"SK394AZone17a",4
108.5,271.5,114109,4,5154,3956,12,43,20,42,5,527,6418,44,80.7196227942718,"SK394AZone17a",4
108.5,272.5,113609,4,5029,3816,6,33,20,51,7,572,6392,50,77.8831452026004,"SK394AZone17a",4
108.5,273.5,113109,4,5031,3885,7,47,23,41,9,482,6152,46,79.2811234442099,"SK394AZone17a",4
108.5,274.5,112609,4,5227,3954,8,47,21,45,14,500,6349,59,80.6791016858193,"SK394AZone17a",4
108.5,275.5,112109,4,5100,3853,8,50,18,36,8,547,6346,39,78.6327857089707,"SK394AZone17a",4
108.5,276.5,111609,4,5245,3981,3,43,15,46,7,449,6292,55,81.2261366499274,"SK394AZone17a",4
108.5,277.5,111109,4,5080,3815,4,43,17,52,10,504,6408,47,77.8628846483741,"SK394AZone17a",4
108.5,278.5,110609,4,5082,3822,5,51,22,48,15,549,6382,46,78.0047085279577,"SK394AZone17a",4
109.5,271.5,114110,4,5205,3931,2,54,18,58,8,518,6480,44,80.2131089386162,"SK394AZone17a",4
109.5,272.5,113610,4,5263,3886,5,42,16,53,5,451,6207,45,79.3013839984361,"SK394AZone17a",4
109.5,275.5,112110,4,5234,3951,6,43,18,33,6,478,6546,43,80.6183200231407,"SK394AZone17a",4
109.5,276.5,111610,4,5345,4030,5,32,19,40,10,483,6296,48,82.2189038070124,"SK394AZone17a",4
109.5,277.5,111110,4,5311,4101,3,54,19,47,10,432,6311,50,83.6574031570743,"SK394AZone17a",4
11.5,137.5,181012,4,5151,3726,5,62,32,40,8,550,6543,49,76.0596953222402,"SK394AZone9a",3
11.5,138.5,180512,4,5203,3919,5,37,25,41,5,495,6385,44,79.9699822879015,"SK394AZone9a",3
11.5,139.5,180012,4,5089,3859,8,34,14,58,10,474,6195,54,78.754349034328,"SK394AZone9a",3
11.5,140.5,179512,4,5247,3895,3,56,28,46,6,453,6372,61,79.4837289864721,"SK394AZone9a",3
11.5,141.5,179012,4,5304,4077,6,55,18,36,6,457,6265,41,83.1711498556449,"SK394AZone9a",3
11.5,142.5,178512,4,5303,4028,4,29,20,45,8,412,6448,42,82.17838269856,"SK394AZone9a",3
11.5,143.5,178012,4,5184,3976,8,37,28,37,4,441,6412,57,81.1248338787963,"SK394AZone9a",3
11.5,144.5,177512,4,5326,4078,7,41,12,59,3,426,6282,45,83.1914104098712,"SK394AZone9a",3
11.5,145.5,177012,4,5276,4110,7,49,25,47,9,442,6316,58,83.8397481451103,"SK394AZone9a",3
11.5,146.5,176512,4,5286,4099,5,41,24,40,6,418,6508,52,83.6168820486219,"SK394AZone9a",3
11.5,147.5,176012,4,5221,4055,7,35,11,31,11,439,6217,59,82.725417662668,"SK394AZone9a",3
11.5,148.5,175512,4,5148,3871,6,42,24,37,9,464,6435,41,78.9974756850427,"SK394AZone9a",3
11.5,149.5,175012,4,5211,3831,8,46,16,57,10,477,6284,50,78.1870535159937,"SK394AZone9a",3
11.5,153.5,173012,4,5131,3763,5,57,23,96,10,455,6577,58,76.8093358286105,"SK394AZone9a",3
11.5,33.5,233012,4,5133,4093,7,62,20,41,2,483,6387,49,83.4953187232645,"SK394AZone1a",1
11.5,34.5,232512,4,5200,3808,3,35,29,42,10,495,6427,51,77.7210607687906,"SK394AZone1a",1
11.5,35.5,232012,4,5124,4081,6,57,22,43,12,412,6434,56,83.2521920725498,"SK394AZone1a",1
11.5,36.5,231512,4,5323,3985,5,53,25,49,6,450,6297,52,81.3071788668323,"SK394AZone1a",1
11.5,37.5,231012,4,5337,3990,7,45,17,34,6,449,6383,42,81.4084816379634,"SK394AZone1a",1
11.5,38.5,230512,4,5226,4149,4,44,18,48,7,395,6349,47,84.6299097599331,"SK394AZone1a",1
110.5,271.5,114111,4,4914,3659,11,112,40,139,9,505,6496,49,74.7022381890831,"SK394AZone17a",4
110.5,272.5,113611,4,5296,3946,3,46,22,44,10,468,6409,57,80.5170172520096,"SK394AZone17a",4
110.5,273.5,113111,4,5266,4027,8,53,23,45,9,438,6303,36,82.1581221443337,"SK394AZone17a",4
114.5,317.5,91115,4,5344,3915,9,40,22,62,8,495,6577,50,79.8889400709966,"SK394AZone12b",3
114.5,318.5,90615,4,5170,4036,6,37,19,40,4,509,6433,34,82.3404671323698,"SK394AZone12b",3
115.5,316.5,91616,4,5082,3717,10,58,24,56,8,488,6337,57,75.8773503342042,"SK394AZone12b",3
115.5,317.5,91116,4,5267,4013,5,56,25,52,6,487,6485,43,81.8744743851666,"SK394AZone12b",3
115.5,318.5,90616,4,5196,3910,6,51,28,33,5,481,6401,46,79.7876372998655,"SK394AZone12b",3
115.5,319.5,90116,4,5253,3966,3,45,17,44,7,448,6494,41,80.922228336534,"SK394AZone12b",3
115.5,320.5,89616,4,5245,4073,9,40,15,41,10,427,6286,46,83.09010763874,"SK394AZone12b",3
115.5,321.5,89116,4,5186,3945,2,39,19,35,8,430,6368,48,80.4967566977833,"SK394AZone12b",3
116.5,316.5,91617,4,5275,3981,3,43,13,51,11,415,6487,50,81.2261366499274,"SK394AZone12b",3
116.5,317.5,91117,4,5311,3987,8,44,23,37,7,459,6281,44,81.3476999752848,"SK394AZone12b",3
116.5,318.5,90617,4,5186,3983,3,46,18,56,2,490,6378,53,81.2666577583798,"SK394AZone12b",3
116.5,319.5,90117,4,5199,4131,9,41,24,46,10,449,6430,42,84.2652197838611,"SK394AZone12b",3
116.5,320.5,89617,4,5307,4032,5,42,23,38,7,480,6467,60,82.2594249154648,"SK394AZone12b",3
116.5,321.5,89117,4,5198,4076,4,40,18,30,4,478,6328,50,83.1508893014187,"SK394AZone12b",3
117.5,316.5,91618,4,5135,4109,6,51,24,32,14,413,6384,48,83.8194875908841,"SK394AZone12b",3
117.5,317.5,91118,4,5283,4055,3,38,24,48,8,488,6314,48,82.725417662668,"SK394AZone12b",3
117.5,318.5,90618,4,5211,4084,10,38,15,59,10,426,6266,49,83.3129737352285,"SK394AZone12b",3
117.5,319.5,90118,4,5213,4151,4,38,24,62,7,289,5943,50,84.6704308683856,"SK394AZone12b",3
117.5,320.5,89618,4,5252,4105,4,48,15,41,6,358,6356,43,83.7384453739792,"SK394AZone12b",3
117.5,321.5,89118,4,5260,3956,2,56,15,55,10,481,6400,36,80.7196227942718,"SK394AZone12b",3
117.5,322.5,88618,4,5068,4017,9,31,19,38,11,455,6269,49,81.9555166020715,"SK394AZone12b",3
117.5,323.5,88118,4,5018,3683,4,72,39,62,9,600,6585,71,75.1884914905125,"SK394AZone12b",3
118.5,316.5,91619,4,5322,4074,7,41,24,37,8,446,6288,48,83.1103681929663,"SK394AZone12b",3
118.5,317.5,91119,4,5161,3938,8,42,23,54,11,451,6113,60,80.3549328181998,"SK394AZone12b",3
118.5,321.5,89119,4,5088,3784,3,48,21,31,11,532,6391,38,77.2348074673612,"SK394AZone12b",3
118.5,322.5,88619,4,5045,3906,3,32,10,43,6,528,6376,34,79.7065950829606,"SK394AZone12b",3
118.5,323.5,88119,4,5254,3952,5,47,14,41,11,460,6193,60,80.6385805773669,"SK394AZone12b",3
119.5,125.5,187120,4,5264,4002,2,52,13,47,7,439,6285,37,81.6516082886781,"SK394AZone10a",3
119.5,126.5,186620,4,5186,3951,7,57,16,48,9,449,6199,46,80.6183200231407,"SK394AZone10a",3
119.5,316.5,91620,4,5428,4196,4,51,17,47,8,309,6273,45,85.5821558085656,"SK394AZone12a",6
119.5,317.5,91120,4,5409,4204,6,56,19,34,3,252,6093,52,85.7442402423754,"SK394AZone12a",6
119.5,318.5,90620,4,5109,4119,7,34,21,97,8,364,6093,50,84.0220931331464,"SK394AZone12a",6
119.5,319.5,90120,4,5458,4188,6,53,23,46,8,399,6219,45,85.4200713747558,"SK394AZone12a",6
119.5,320.5,89620,4,5456,4187,6,43,15,48,3,349,6122,43,85.3998108205296,"SK394AZone12a",6
119.5,321.5,89120,4,5327,4197,6,42,19,39,7,264,6090,59,85.6024163627919,"SK394AZone12a",6
119.5,322.5,88620,4,5449,4136,7,43,22,29,8,256,6155,45,84.3665225549922,"SK394AZone12a",6
119.5,323.5,88120,4,5472,4171,4,36,24,41,6,389,6231,35,85.07564195291,"SK394AZone12a",6
119.5,324.5,87620,4,5146,4061,7,55,18,47,6,463,6348,47,82.8469809880254,"SK394AZone12b",3
119.5,326.5,86620,4,5195,3977,7,44,20,51,6,464,6248,63,81.1450944330225,"SK394AZone12b",3
12.5,139.5,180013,4,5372,3905,5,43,19,54,10,462,6544,45,79.6863345287343,"SK394AZone9a",3
12.5,140.5,179513,4,5317,4066,6,30,22,32,11,435,6305,42,82.9482837591565,"SK394AZone9a",3
12.5,141.5,179013,4,5124,3912,3,41,25,63,6,438,6433,41,79.8281584083179,"SK394AZone9a",3
12.5,142.5,178513,4,5277,4001,4,34,23,40,7,468,6399,49,81.6313477344519,"SK394AZone9a",3
12.5,143.5,178013,4,5271,3868,5,48,22,46,4,485,6406,46,78.936694022364,"SK394AZone9a",3
12.5,146.5,176513,4,5256,4082,3,40,20,56,8,432,6257,54,83.2724526267761,"SK394AZone9a",3
12.5,147.5,176013,4,5242,3989,8,40,20,45,5,424,6260,38,81.3882210837372,"SK394AZone9a",3
12.5,148.5,175513,4,5155,4092,7,45,19,62,4,418,6188,42,83.4750581690383,"SK394AZone9a",3
12.5,149.5,175013,4,5151,3957,2,39,19,30,7,442,6287,53,80.739883348498,"SK394AZone9a",3
12.5,152.5,173513,4,5085,3937,5,30,27,47,8,494,6395,54,80.3346722639735,"SK394AZone9a",3
12.5,153.5,173013,4,5318,4001,8,50,24,36,4,437,6267,36,81.6313477344519,"SK394AZone9a",3
12.5,31.5,234013,4,5110,3786,4,53,23,64,8,484,6505,51,77.2753285758136,"SK394AZone1a",1
12.5,32.5,233513,4,4718,3451,6,85,36,128,17,565,6634,75,70.4880429100285,"SK394AZone1a",1
12.5,33.5,233013,4,5132,3831,6,42,28,46,4,499,6396,45,78.1870535159937,"SK394AZone1a",1
12.5,34.5,232513,4,5231,4037,7,40,24,62,4,423,6183,43,82.360727686596,"SK394AZone1a",1
12.5,35.5,232013,4,5235,4082,6,42,22,47,5,444,6194,62,83.2724526267761,"SK394AZone1a",1
12.5,36.5,231513,4,5182,3920,8,46,19,51,4,443,6264,58,79.9902428421277,"SK394AZone1a",1
12.5,37.5,231013,4,5288,3926,6,46,16,41,12,471,6318,48,80.1118061674851,"SK394AZone1a",1
12.5,38.5,230513,4,5305,4051,2,46,22,49,9,429,6327,56,82.6443754457631,"SK394AZone1a",1
12.5,39.5,230013,4,5085,3850,3,51,28,47,11,548,6399,51,78.572004046292,"SK394AZone1a",1
120.5,124.5,187621,4,5161,3886,4,62,28,57,12,483,6373,50,79.3013839984361,"SK394AZone10a",3
120.5,125.5,187121,4,5206,4008,8,49,18,42,11,434,6426,54,81.7731716140355,"SK394AZone10a",3
120.5,126.5,186621,4,5323,3978,5,55,24,39,5,460,6274,46,81.1653549872487,"SK394AZone10a",3
120.5,314.5,92621,4,4898,3927,6,60,34,72,3,406,6400,68,80.1320667217113,"SK394AZone12a",6
120.5,315.5,92121,4,5352,4270,7,45,28,46,8,275,6224,42,87.0814368213063,"SK394AZone12a",6
120.5,316.5,91621,4,5353,4329,5,42,24,42,9,265,6124,51,88.2768095206535,"SK394AZone12a",6
120.5,317.5,91121,4,5293,4357,7,39,17,42,9,315,6089,44,88.8441050389878,"SK394AZone12a",6
120.5,318.5,90621,4,5345,4176,6,38,22,45,10,331,6201,41,85.1769447240412,"SK394AZone12a",6
120.5,319.5,90121,4,5239,4119,4,38,20,42,6,397,6309,32,84.0220931331464,"SK394AZone12a",6
120.5,320.5,89621,4,5339,4175,7,43,20,50,9,339,6178,52,85.1566841698149,"SK394AZone12a",6
120.5,321.5,89121,4,5323,4080,4,39,13,38,3,396,6125,37,83.2319315183236,"SK394AZone12a",6
120.5,322.5,88621,4,5289,4233,6,56,21,35,10,336,6220,51,86.331796314936,"SK394AZone12a",6
120.5,323.5,88121,4,5400,4212,3,40,16,35,5,317,6104,55,85.9063246761852,"SK394AZone12a",6
120.5,324.5,87621,4,5175,3908,3,40,20,50,7,466,6201,48,79.747116191413,"SK394AZone12b",3
120.5,325.5,87121,4,5177,3944,7,38,11,38,8,426,6382,42,80.4764961435571,"SK394AZone12b",3
120.5,326.5,86621,4,5247,3946,4,43,19,42,7,462,6259,53,80.5170172520096,"SK394AZone12b",3
121.5,124.5,187622,4,5207,3899,6,52,20,45,4,430,6355,57,79.564771203377,"SK394AZone10a",3
121.5,125.5,187122,4,5259,4042,3,52,18,46,7,400,6350,48,82.4620304577271,"SK394AZone10a",3
121.5,126.5,186622,4,5161,4124,4,46,8,33,9,437,6183,46,84.1233959042775,"SK394AZone10a",3
121.5,314.5,92622,4,5251,4033,4,43,25,54,11,437,6246,49,82.2796854696911,"SK394AZone12a",6
121.5,315.5,92122,4,5426,4307,5,36,21,46,8,251,6015,52,87.8310773276766,"SK394AZone12a",6
121.5,316.5,91622,4,5461,4284,3,46,22,39,11,335,6169,44,87.3650845804734,"SK394AZone12a",6
121.5,317.5,91122,4,5244,4112,4,34,11,53,7,362,6357,48,83.8802692535628,"SK394AZone12a",6
121.5,318.5,90622,4,5107,4011,1,69,28,80,12,376,6344,57,81.8339532767141,"SK394AZone12a",6
121.5,319.5,90122,4,5341,4196,3,49,21,37,5,362,6123,57,85.5821558085656,"SK394AZone12a",6
121.5,320.5,89622,4,5201,4016,3,56,16,41,8,357,6201,49,81.9352560478453,"SK394AZone12a",6
121.5,321.5,89122,4,5374,4275,3,47,25,48,14,306,6183,53,87.1827395924374,"SK394AZone12a",6
121.5,322.5,88622,4,5361,4155,4,45,14,36,3,318,6224,43,84.7514730852905,"SK394AZone12a",6
121.5,323.5,88122,4,5425,4168,5,57,19,30,8,324,6222,50,85.0148602902314,"SK394AZone12a",6
121.5,324.5,87622,4,5279,3875,7,36,17,39,7,414,6378,46,79.0785179019476,"SK394AZone12b",3
121.5,325.5,87122,4,5162,3771,5,45,28,50,11,549,6496,41,76.9714202624203,"SK394AZone12b",3
122.5,124.5,187623,4,5383,3896,3,47,22,51,10,405,6388,62,79.5039895406983,"SK394AZone10a",3
122.5,125.5,187123,4,5303,4023,5,51,21,41,9,418,6125,53,82.0770799274288,"SK394AZone10a",3
122.5,126.5,186623,4,5154,3999,6,58,32,38,9,461,6334,47,81.5908266259994,"SK394AZone10a",3
122.5,314.5,92623,4,5065,3711,4,47,16,143,5,494,6518,50,75.7557870088468,"SK394AZone12b",3
122.5,316.5,91623,4,5419,4253,4,45,20,33,7,305,6181,48,86.7370073994604,"SK394AZone12a",6
