"x","y","X","N","Al","Ca","Cr","Fe","K","Mg","Mn","Na","Si","Ti","An","Labels","Zone"
381.5,135.5,182382,2,4881,3709,6,50,34,59,8,530,6377,53,75.7152659003944,"SK394CZone6b",3
381.5,136.5,181882,2,5368,3992,8,32,22,39,8,496,6441,45,81.4490027464159,"SK394CZone6b",3
381.5,137.5,181382,2,5278,3974,5,44,20,57,14,499,6586,44,81.0843127703438,"SK394CZone6b",3
381.5,138.5,180882,2,5084,3857,3,30,21,32,8,611,6542,42,78.7138279258756,"SK394CZone6b",3
381.5,139.5,180382,2,5132,3913,10,34,23,46,6,521,6490,61,79.8484189625441,"SK394CZone6b",3
381.5,140.5,179882,2,5320,4077,6,43,12,36,7,366,6244,43,83.1711498556449,"SK394CZone6b",3
381.5,141.5,179382,2,5388,4446,7,37,18,38,5,262,6110,51,90.6472943651218,"SK394CZone6a",5
381.5,142.5,178882,2,5452,4463,2,47,23,37,7,254,6129,46,90.9917237869676,"SK394CZone6a",5
381.5,143.5,178382,2,5466,4360,10,44,17,46,8,227,6192,51,88.9048867016665,"SK394CZone6a",5
381.5,144.5,177882,2,5449,4266,5,39,22,39,2,239,6113,47,87.0003946044014,"SK394CZone6a",5
381.5,146.5,176882,2,5571,4405,5,51,13,38,3,244,6141,46,89.8166116418465,"SK394CZone6a",5
381.5,148.5,175882,2,5306,4236,2,33,22,49,5,321,6249,45,86.3925779776146,"SK394CZone6a",5
381.5,149.5,175382,2,5250,4229,3,40,30,35,10,314,6120,50,86.250754098031,"SK394CZone6a",5
381.5,150.5,174882,2,5218,4149,4,37,22,49,11,313,6133,42,84.6299097599331,"SK394CZone6b",3
381.5,151.5,174382,2,5349,4232,3,49,18,37,6,314,6260,67,86.3115357607097,"SK394CZone6b",3
381.5,152.5,173882,2,5275,4057,3,51,19,43,8,441,6515,47,82.7659387711205,"SK394CZone6b",3
382.5,135.5,182383,2,5035,4000,3,57,16,54,4,488,6613,52,81.6110871802257,"SK394CZone6b",3
382.5,136.5,181883,2,4949,3642,8,40,16,38,9,728,6604,44,74.3578087672373,"SK394CZone6b",3
382.5,137.5,181383,2,4973,3568,5,53,35,46,8,706,6815,47,72.8585277544967,"SK394CZone6b",3
382.5,140.5,179883,2,5196,4217,3,38,21,44,15,346,6292,52,86.0076274473164,"SK394CZone6a",5
382.5,141.5,179383,2,5430,4368,4,52,18,49,13,245,6175,64,89.0669711354763,"SK394CZone6a",5
382.5,142.5,178883,2,5464,4415,3,50,18,41,6,253,6207,42,90.0192171841088,"SK394CZone6a",5
382.5,143.5,178383,2,5432,4351,6,48,16,35,5,272,6279,41,88.7225417136304,"SK394CZone6a",5
382.5,144.5,177883,2,5346,4375,4,41,23,50,4,308,6214,56,89.2087950150598,"SK394CZone6a",5
382.5,145.5,177383,2,5359,4356,5,59,16,31,7,243,6087,43,88.8238444847616,"SK394CZone6a",5
382.5,146.5,176883,2,5358,4268,4,47,16,43,8,233,6191,48,87.0409157128538,"SK394CZone6a",5
382.5,147.5,176383,2,5520,4256,6,44,18,41,7,309,6190,38,86.7977890621391,"SK394CZone6a",5
382.5,148.5,175883,2,5129,4049,7,46,15,41,8,298,5943,43,82.6038543373107,"SK394CZone6a",5
382.5,149.5,175383,2,5364,4346,2,39,17,43,6,274,6132,46,88.6212389424993,"SK394CZone6a",5
382.5,150.5,174883,2,5469,4435,5,61,21,34,8,262,6176,49,90.4244282686333,"SK394CZone6b",3
382.5,151.5,174383,2,5279,4071,5,43,16,50,4,424,6416,55,83.0495865302876,"SK394CZone6b",3
382.5,152.5,173883,2,5297,4068,5,45,20,42,11,452,6383,50,82.9888048676089,"SK394CZone6b",3
383.5,135.5,182384,2,5279,4017,2,46,33,50,7,476,6625,50,81.9555166020715,"SK394CZone6b",3
383.5,136.5,181884,2,5067,3766,5,37,28,52,9,668,6682,53,76.8701174912892,"SK394CZone6b",3
383.5,140.5,179884,2,5476,4322,4,46,24,38,8,307,6336,41,88.1349856410699,"SK394CZone6a",5
383.5,141.5,179384,2,5321,4355,5,60,19,51,7,267,6034,55,88.8035839305353,"SK394CZone6a",5
383.5,142.5,178884,2,5577,4343,12,32,17,39,9,285,6207,45,88.5604572798206,"SK394CZone6a",5
383.5,143.5,178384,2,5223,4228,9,44,12,48,8,308,5971,54,86.2304935438048,"SK394CZone6a",5
383.5,145.5,177384,2,5518,4420,4,49,18,46,6,254,6207,54,90.1205199552399,"SK394CZone6a",5
383.5,146.5,176884,2,5546,4362,5,32,19,34,6,254,6255,46,88.9454078101189,"SK394CZone6a",5
383.5,147.5,176384,2,5503,4405,11,50,16,38,7,240,6100,54,89.8166116418465,"SK394CZone6a",5
383.5,148.5,175884,2,5406,4375,1,35,17,38,3,255,6192,59,89.2087950150598,"SK394CZone6a",5
383.5,149.5,175384,2,5429,4408,6,37,24,43,14,312,6207,46,89.8773933045252,"SK394CZone6a",5
383.5,150.5,174884,2,5367,4092,4,35,21,38,6,377,6269,42,83.4750581690383,"SK394CZone6b",3
383.5,151.5,174384,2,5185,3866,11,36,17,34,8,438,6485,33,78.8961729139116,"SK394CZone6b",3
383.5,152.5,173884,2,5083,3564,9,48,26,52,10,661,6722,46,72.7774855375918,"SK394CZone6b",3
384.5,134.5,182885,2,4922,3669,5,39,27,45,9,600,6556,42,74.9048437313454,"SK394CZone6b",3
384.5,135.5,182385,2,5242,3924,6,44,23,40,4,513,6383,31,80.0712850590326,"SK394CZone6b",3
384.5,136.5,181885,2,5218,3822,2,51,13,42,17,604,6650,31,78.0047085279577,"SK394CZone6b",3
384.5,137.5,181385,2,5182,3846,7,46,24,40,9,519,6591,48,78.4909618293871,"SK394CZone6b",3
384.5,138.5,180885,2,5075,3716,3,57,27,41,9,565,6734,44,75.8570897799779,"SK394CZone6b",3
384.5,139.5,180385,2,5046,3830,4,50,17,44,8,506,6424,58,78.1667929617675,"SK394CZone6b",3
384.5,140.5,179885,2,5369,4376,4,30,13,43,7,269,6250,52,89.229055569286,"SK394CZone6a",5
384.5,143.5,178385,2,5553,4303,6,47,22,44,6,228,6184,48,87.7500351107717,"SK394CZone6a",5
384.5,144.5,177885,2,5546,4383,8,50,16,49,6,292,6208,42,89.3708794488696,"SK394CZone6a",5
384.5,145.5,177385,2,5477,4318,5,48,25,39,7,261,6151,41,88.053943424165,"SK394CZone6a",5
384.5,146.5,176885,2,5469,4357,8,48,21,39,8,252,6357,64,88.8441050389878,"SK394CZone6a",5
384.5,147.5,176385,2,5466,4376,2,49,24,42,10,254,5980,40,89.229055569286,"SK394CZone6a",5
384.5,148.5,175885,2,5316,4200,6,55,20,33,7,326,6200,50,85.6631980254705,"SK394CZone6a",5
384.5,149.5,175385,2,5217,4010,4,39,21,41,10,513,6576,44,81.8136927224879,"SK394CZone6a",5
384.5,150.5,174885,2,5179,3986,3,41,28,53,12,551,6461,45,81.3274394210585,"SK394CZone6a",5
385.5,134.5,182886,2,5142,3894,7,42,20,39,5,568,6454,44,79.4634684322459,"SK394CZone6b",3
385.5,135.5,182386,2,5021,3980,6,36,18,45,9,584,6626,49,81.2058760957012,"SK394CZone6b",3
385.5,138.5,180886,2,5088,3897,5,42,13,33,8,583,6562,46,79.5242500949246,"SK394CZone6b",3
385.5,139.5,180386,2,5110,3933,6,35,18,47,5,475,6330,54,80.2536300470686,"SK394CZone6b",3
385.5,140.5,179886,2,5387,3995,2,50,14,38,6,476,6358,48,81.5097844090946,"SK394CZone6b",3
385.5,141.5,179386,2,5540,4268,4,47,24,42,7,309,6165,45,87.0409157128538,"SK394CZone6b",3
385.5,142.5,178886,2,5384,4429,6,53,17,48,10,236,6301,42,90.3028649432759,"SK394CZone6a",5
385.5,143.5,178386,2,5362,4296,3,46,16,48,12,290,6169,53,87.6082112311881,"SK394CZone6a",5
385.5,144.5,177886,2,5421,4389,2,43,19,41,7,292,6147,52,89.492442774227,"SK394CZone6a",5
385.5,145.5,177386,2,5250,4283,5,40,13,39,11,296,6170,53,87.3448240262472,"SK394CZone6a",5
385.5,146.5,176886,2,5473,4340,5,58,15,26,6,286,6188,45,88.499675617142,"SK394CZone6a",5
385.5,147.5,176386,2,5386,4140,1,43,24,38,5,409,6326,47,84.4475647718971,"SK394CZone6a",5
385.5,148.5,175886,2,5119,3983,4,44,22,41,5,471,6507,39,81.2666577583798,"SK394CZone6a",5
386.5,134.5,182887,2,5070,3868,7,31,29,41,5,544,6617,38,78.936694022364,"SK394CZone6b",3
386.5,135.5,182387,2,5218,3983,7,44,20,44,10,550,6613,38,81.2666577583798,"SK394CZone6b",3
386.5,136.5,181887,2,4981,3736,6,48,18,50,8,654,6690,46,76.2623008645024,"SK394CZone6b",3
386.5,137.5,181387,2,5144,3828,6,40,20,46,8,525,6568,57,78.1262718533151,"SK394CZone6b",3
386.5,138.5,180887,2,5179,4108,5,36,17,44,10,506,6580,49,83.7992270366579,"SK394CZone6b",3
386.5,141.5,179387,2,5250,4069,7,33,20,40,12,451,6448,51,83.0090654218351,"SK394CZone6b",3
386.5,142.5,178887,2,5327,4224,6,42,19,39,7,420,6378,57,86.1494513268999,"SK394CZone6b",3
386.5,143.5,178387,2,5279,4342,4,53,14,44,9,259,6137,51,88.5401967255944,"SK394CZone6a",5
386.5,144.5,177887,2,5406,4285,4,43,22,37,8,285,6218,45,87.3853451346996,"SK394CZone6a",5
386.5,145.5,177387,2,5345,4153,4,37,15,48,8,310,6180,35,84.710951976838,"SK394CZone6a",5
386.5,146.5,176887,2,5214,4064,10,50,21,39,3,418,6401,34,82.907762650704,"SK394CZone6a",5
386.5,147.5,176387,2,5147,3967,3,52,16,40,4,509,6450,45,80.9424888907603,"SK394CZone6a",5
387.5,134.5,182888,2,5255,3965,2,41,21,54,9,488,6513,49,80.9019677823078,"SK394CZone6b",3
387.5,137.5,181388,2,5275,3799,3,43,18,48,6,579,6608,48,77.5387157807546,"SK394CZone6b",3
387.5,138.5,180888,2,5222,3864,6,35,21,35,10,542,6588,34,78.8556518054591,"SK394CZone6b",3
387.5,141.5,179388,2,5160,4024,4,38,28,35,6,447,6419,41,82.097340481655,"SK394CZone6b",3
387.5,142.5,178888,2,5296,4097,8,40,14,42,11,440,6354,49,83.5763609401694,"SK394CZone6b",3
387.5,143.5,178388,2,5295,4124,7,55,14,49,8,446,6481,39,84.1233959042775,"SK394CZone6b",3
387.5,144.5,177888,2,5181,3981,3,31,11,34,6,477,6435,53,81.2261366499274,"SK394CZone6b",3
387.5,145.5,177388,2,5280,3996,3,55,23,46,9,462,6488,34,81.5300449633208,"SK394CZone6b",3
387.5,146.5,176888,2,5198,3741,4,52,29,50,5,566,6502,51,76.3636036356336,"SK394CZone6b",3
388.5,134.5,182889,2,5077,3938,7,32,18,34,5,486,6567,57,80.3549328181998,"SK394CZone6b",3
388.5,135.5,182389,2,5141,3854,7,41,14,36,5,514,6603,48,78.6530462631969,"SK394CZone6b",3
388.5,136.5,181889,2,5172,3880,6,37,27,56,9,572,6560,45,79.1798206730787,"SK394CZone6b",3
388.5,137.5,181389,2,5032,3691,6,42,22,42,6,651,6680,47,75.3505759243223,"SK394CZone6b",3
388.5,138.5,180889,2,5192,3995,9,43,29,52,3,456,6497,48,81.5097844090946,"SK394CZone6b",3
388.5,139.5,180389,2,5298,4055,8,41,26,47,10,480,6481,39,82.725417662668,"SK394CZone6b",3
388.5,140.5,179889,2,5284,4017,2,45,20,39,5,452,6644,42,81.9555166020715,"SK394CZone6b",3
388.5,141.5,179389,2,5266,4067,6,56,28,42,9,512,6501,45,82.9685443133827,"SK394CZone6b",3
388.5,142.5,178889,2,5197,4007,6,42,21,49,6,458,6439,41,81.7529110598092,"SK394CZone6b",3
388.5,144.5,177889,2,5242,4007,4,44,16,52,6,472,6466,54,81.7529110598092,"SK394CZone6b",3
389.5,134.5,182890,2,5187,3860,6,49,23,39,5,532,6596,73,78.7746095885543,"SK394CZone6b",3
389.5,135.5,182390,2,5183,3920,3,48,18,47,11,550,6545,49,79.9902428421277,"SK394CZone6b",3
389.5,136.5,181890,2,5113,3962,6,37,12,39,5,525,6597,51,80.8411861196291,"SK394CZone6b",3
389.5,137.5,181390,2,5364,3988,3,60,19,35,8,468,6455,47,81.367960529511,"SK394CZone6b",3
389.5,138.5,180890,2,5175,3862,6,41,19,47,5,548,6584,45,78.8151306970067,"SK394CZone6b",3
389.5,139.5,180390,2,5218,3999,7,50,16,40,10,448,6466,36,81.5908266259994,"SK394CZone6b",3
389.5,140.5,179890,2,5232,4252,3,46,20,48,5,485,6382,34,86.7167468452342,"SK394CZone6b",3
389.5,141.5,179390,2,5194,4066,5,36,19,46,6,496,6569,42,82.9482837591565,"SK394CZone6b",3
389.5,142.5,178890,2,5170,4065,6,40,19,41,6,467,6572,53,82.9280232049303,"SK394CZone6b",3
390.5,134.5,182891,2,5389,4065,4,47,18,42,7,451,6472,34,82.9280232049303,"SK394CZone6b",3
390.5,135.5,182391,2,5141,3934,5,45,24,46,10,474,6483,41,80.2738906012949,"SK394CZone6b",3
390.5,136.5,181891,2,5140,3936,8,40,27,49,12,449,6436,39,80.3144117097473,"SK394CZone6b",3
390.5,137.5,181391,2,5137,4104,1,48,25,43,12,498,6634,39,83.718184819753,"SK394CZone6b",3
390.5,138.5,180891,2,5171,3921,7,42,15,42,9,441,6416,40,80.0105033963539,"SK394CZone6b",3
390.5,139.5,180391,2,5178,3933,8,52,20,37,8,485,6469,44,80.2536300470686,"SK394CZone6b",3
390.5,140.5,179891,2,5127,3977,4,42,22,47,5,498,6442,39,81.1450944330225,"SK394CZone6b",3
390.5,141.5,179391,2,5102,3979,8,45,18,39,13,465,6603,51,81.185615541475,"SK394CZone6b",3
390.5,142.5,178891,2,5239,3973,2,41,23,49,5,474,6598,38,81.0640522161176,"SK394CZone6b",3
391.5,137.5,181392,2,5299,4010,6,46,14,48,4,417,6497,38,81.8136927224879,"SK394CZone6b",3
391.5,138.5,180892,2,5022,3846,2,54,12,38,7,510,6301,38,78.4909618293871,"SK394CZone6b",3
391.5,139.5,180392,2,5254,3856,6,37,18,39,12,493,6516,46,78.6935673716494,"SK394CZone6b",3
391.5,140.5,179892,2,5236,4031,5,42,20,59,5,458,6428,48,82.2391643612386,"SK394CZone6b",3
391.5,141.5,179392,2,5112,3931,3,43,22,48,7,516,6647,59,80.2131089386162,"SK394CZone6b",3
391.5,142.5,178892,2,5213,3997,4,52,22,43,11,443,6372,46,81.550305517547,"SK394CZone6b",3
392.5,138.5,180893,2,5090,3906,9,48,20,54,3,506,6454,60,79.7065950829606,"SK394CZone6b",3
392.5,139.5,180393,2,5237,4072,3,39,29,45,15,441,6383,50,83.0698470845138,"SK394CZone6b",3
392.5,140.5,179893,2,5157,3804,4,33,20,46,9,481,6518,53,77.6400185518857,"SK394CZone6b",3
392.5,141.5,179393,2,5225,3998,4,38,15,43,13,485,6439,50,81.5705660717732,"SK394CZone6b",3
392.5,142.5,178893,2,5259,3928,4,36,18,38,10,516,6461,41,80.1523272759375,"SK394CZone6b",3
393.5,139.5,180394,2,5241,4057,1,51,26,30,2,429,6467,39,82.7659387711205,"SK394CZone6b",3
393.5,140.5,179894,2,5262,4080,9,40,26,37,7,449,6443,39,83.2319315183236,"SK394CZone6b",3
393.5,141.5,179394,2,5150,3767,12,56,22,37,9,652,6576,48,76.8903780455154,"SK394CZone6b",3
394.5,140.5,179895,2,4876,3455,6,58,23,64,8,765,6859,35,70.5690851269334,"SK394CZone6b",3
432.5,223.5,138433,2,5054,4058,5,56,25,47,12,454,6479,54,82.7861993253467,"SK394CZone4a",1
433.5,219.5,140434,2,5230,4065,9,48,15,57,10,464,6420,46,82.9280232049303,"SK394CZone4a",1
433.5,220.5,139934,2,5319,4055,3,35,22,36,5,431,6398,51,82.725417662668,"SK394CZone4a",1
433.5,222.5,138934,2,5167,4105,5,42,20,45,8,447,6555,51,83.7384453739792,"SK394CZone4a",1
433.5,223.5,138434,2,5219,4075,6,35,15,43,7,453,6530,50,83.1306287471925,"SK394CZone4a",1
433.5,224.5,137934,2,5217,3979,6,39,24,54,9,446,6538,44,81.185615541475,"SK394CZone4a",1
434.5,216.5,141935,2,5216,4021,8,32,22,37,9,477,6415,42,82.0365588189764,"SK394CZone4a",1
434.5,217.5,141435,2,5242,4130,5,40,17,44,8,464,6437,46,84.2449592296348,"SK394CZone4a",1
434.5,218.5,140935,2,5347,3976,5,52,22,38,6,391,6396,30,81.1248338787963,"SK394CZone4a",1
434.5,219.5,140435,2,5271,4078,6,31,18,42,8,496,6612,35,83.1914104098712,"SK394CZone4a",1
434.5,220.5,139935,2,5276,4008,8,39,12,51,6,443,6457,47,81.7731716140355,"SK394CZone4a",1
434.5,222.5,138935,2,5349,4166,8,42,23,56,6,460,6566,48,84.9743391817789,"SK394CZone4a",1
434.5,223.5,138435,2,5274,4010,6,38,16,28,6,445,6417,43,81.8136927224879,"SK394CZone4a",1
434.5,224.5,137935,2,5232,4001,8,39,31,54,9,489,6501,48,81.6313477344519,"SK394CZone4a",1
435.5,216.5,141936,2,5398,3915,4,38,26,29,10,480,6498,58,79.8889400709966,"SK394CZone4a",1
435.5,217.5,141436,2,5199,4011,5,35,19,39,9,478,6448,49,81.8339532767141,"SK394CZone4a",1
435.5,218.5,140936,2,5253,4011,4,49,14,40,4,449,6484,51,81.8339532767141,"SK394CZone4a",1
435.5,219.5,140436,2,5356,4112,1,43,29,51,7,433,6427,56,83.8802692535628,"SK394CZone4a",1
435.5,220.5,139936,2,5234,4014,4,46,28,61,7,457,6217,45,81.8947349393928,"SK394CZone4a",1
435.5,221.5,139436,2,5221,3833,3,43,24,85,11,417,6285,50,78.2275746244462,"SK394CZone4a",1
435.5,222.5,138936,2,5260,3993,4,31,21,38,10,437,6503,55,81.4692633006421,"SK394CZone4a",1
435.5,223.5,138436,2,5293,4078,4,34,24,45,5,438,6384,45,83.1914104098712,"SK394CZone4a",1
435.5,224.5,137936,2,5381,4025,3,45,24,51,12,465,6451,35,82.1176010358813,"SK394CZone4a",1
436.5,215.5,142437,2,5040,3940,4,46,14,33,10,410,6239,46,80.3954539266522,"SK394CZone4a",1
436.5,216.5,141937,2,5232,4099,7,40,22,58,6,415,6391,44,83.6168820486219,"SK394CZone4a",1
436.5,217.5,141437,2,5281,3948,3,37,21,48,10,405,6465,54,80.557538360462,"SK394CZone4a",1
436.5,218.5,140937,2,5315,4128,3,40,20,50,7,437,6529,48,84.2044381211824,"SK394CZone4a",1
436.5,219.5,140437,2,5205,4004,7,45,26,46,8,396,6493,52,81.6921293971306,"SK394CZone4a",1
436.5,220.5,139937,2,4943,3811,4,86,39,121,14,492,6744,56,77.7818424314693,"SK394CZone4a",1
436.5,221.5,139437,2,5268,4031,6,41,22,40,12,440,6338,45,82.2391643612386,"SK394CZone4a",1
436.5,222.5,138937,2,5402,4092,9,38,13,33,7,425,6400,49,83.4750581690383,"SK394CZone4a",1
436.5,223.5,138437,2,5431,4134,4,36,19,42,7,436,6421,40,84.3260014465397,"SK394CZone4a",1
436.5,224.5,137937,2,5229,4147,7,34,16,51,6,411,6471,54,84.5893886514807,"SK394CZone4a",1
437.5,215.5,142438,2,5171,4088,6,45,17,42,7,433,6690,38,83.3940159521334,"SK394CZone4a",1
437.5,216.5,141938,2,5279,4034,6,41,20,44,8,431,6236,40,82.2999460239173,"SK394CZone4a",1
437.5,217.5,141438,2,5407,3982,7,53,19,51,5,491,6452,49,81.2463972041536,"SK394CZone4a",1
437.5,218.5,140938,2,5386,4014,3,47,18,39,3,475,6433,57,81.8947349393928,"SK394CZone4a",1
437.5,221.5,139438,2,5260,3984,6,44,30,48,8,472,6475,50,81.2869183126061,"SK394CZone4a",1
437.5,222.5,138938,2,5240,4006,7,38,20,55,11,500,6484,39,81.732650505583,"SK394CZone4a",1
437.5,223.5,138438,2,5280,3973,6,54,28,48,7,434,6530,39,81.0640522161176,"SK394CZone4a",1
437.5,224.5,137938,2,5101,3880,3,68,35,53,7,505,6580,45,79.1798206730787,"SK394CZone4a",1
438.5,215.5,142439,2,5161,4050,7,39,23,50,10,487,6479,53,82.6241148915369,"SK394CZone4a",1
438.5,216.5,141939,2,5302,3980,5,47,20,52,6,471,6400,53,81.2058760957012,"SK394CZone4a",1
438.5,218.5,140939,2,5258,4036,5,78,24,38,5,410,6461,55,82.3404671323698,"SK394CZone4a",1
438.5,222.5,138939,2,5243,4035,1,44,17,44,13,504,6588,34,82.3202065781435,"SK394CZone4a",1
438.5,223.5,138439,2,5163,4008,8,45,28,37,5,462,6376,50,81.7731716140355,"SK394CZone4a",1
439.5,214.5,142940,2,5368,4144,0,58,26,38,8,366,6407,43,84.528606988802,"SK394CZone4a",1
439.5,215.5,142440,2,5226,3915,6,45,24,39,4,436,6400,53,79.8889400709966,"SK394CZone4a",1
439.5,216.5,141940,2,5167,4035,4,49,25,38,6,474,6418,40,82.3202065781435,"SK394CZone4a",1
439.5,218.5,140940,2,5401,4183,5,45,13,35,5,402,6244,37,85.3187686036247,"SK394CZone4a",1
439.5,222.5,138940,2,5190,3952,5,40,21,45,8,533,6527,45,80.6385805773669,"SK394CZone4a",1
439.5,223.5,138440,2,5203,3911,5,46,16,45,6,523,6564,46,79.8078978540917,"SK394CZone4a",1
439.5,228.5,135940,2,5110,4104,3,42,15,54,10,450,6290,53,83.718184819753,"SK394CZone4a",1
439.5,229.5,135440,2,5298,3846,3,41,12,37,9,511,6673,48,78.4909618293871,"SK394CZone4a",1
439.5,230.5,134940,2,5053,3877,4,65,27,92,12,483,6663,58,79.1190390104001,"SK394CZone4a",1
440.5,214.5,142941,2,5244,4246,6,37,21,50,10,440,6437,57,86.5951835198769,"SK394CZone4a",1
440.5,215.5,142441,2,5254,4075,6,50,22,44,7,465,6549,39,83.1306287471925,"SK394CZone4a",1
440.5,216.5,141941,2,5264,3978,3,38,20,42,9,506,6515,50,81.1653549872487,"SK394CZone4a",1
440.5,217.5,141441,2,5305,4079,2,46,26,26,4,455,6507,50,83.2116709640974,"SK394CZone4a",1
440.5,218.5,140941,2,5291,4012,7,39,28,38,7,415,6411,49,81.8542138309404,"SK394CZone4a",1
440.5,221.5,139441,2,5109,3986,2,40,28,53,8,466,6508,46,81.3274394210585,"SK394CZone4a",1
440.5,227.5,136441,2,5178,4057,5,52,20,32,6,437,6488,30,82.7659387711205,"SK394CZone4a",1
440.5,228.5,135941,2,5093,3852,5,42,25,41,1,539,6566,53,78.6125251547445,"SK394CZone4a",1
440.5,229.5,135441,2,5105,3976,7,45,25,47,7,515,6542,49,81.1248338787963,"SK394CZone4a",1
440.5,230.5,134941,2,5056,3813,3,54,18,55,9,550,6606,43,77.8223635399217,"SK394CZone4a",1
441.5,214.5,142942,2,5268,4065,6,39,22,50,10,404,6449,38,82.9280232049303,"SK394CZone4a",1
441.5,215.5,142442,2,5350,4084,6,44,18,54,8,438,6378,41,83.3129737352285,"SK394CZone4a",1
441.5,216.5,141942,2,5103,3880,7,39,12,44,9,509,6403,52,79.1798206730787,"SK394CZone4a",1
441.5,217.5,141442,2,5348,4180,3,44,21,45,8,381,6542,44,85.257986940946,"SK394CZone4a",1
441.5,218.5,140942,2,5396,4351,4,45,17,37,9,317,6399,46,88.7225417136304,"SK394CZone4b",6
441.5,219.5,140442,2,5331,4204,7,49,22,34,7,329,6270,54,85.7442402423754,"SK394CZone4b",6
441.5,220.5,139942,2,5146,3974,5,64,21,56,11,484,6588,52,81.0843127703438,"SK394CZone4a",1
441.5,221.5,139442,2,5233,4000,7,39,20,35,8,459,6367,58,81.6110871802257,"SK394CZone4a",1
441.5,222.5,138942,2,5284,4122,5,36,15,43,9,419,6444,50,84.082874795825,"SK394CZone4a",1
441.5,225.5,137442,2,5167,4055,7,49,21,46,8,445,6409,43,82.725417662668,"SK394CZone4a",1
441.5,226.5,136942,2,5152,4057,3,45,23,37,8,432,6438,44,82.7659387711205,"SK394CZone4a",1
441.5,227.5,136442,2,5196,3963,0,33,22,48,10,383,6054,43,80.8614466738554,"SK394CZone4a",1
441.5,228.5,135942,2,5107,3825,6,55,21,42,4,498,6554,59,78.0654901906364,"SK394CZone4a",1
441.5,229.5,135442,2,5237,3986,3,42,22,51,6,497,6561,46,81.3274394210585,"SK394CZone4a",1
441.5,230.5,134942,2,5488,4192,3,37,14,45,7,320,6262,46,85.5011135916608,"SK394CZone4a",1
441.5,231.5,134442,2,5235,4203,8,38,17,46,6,409,6476,54,85.7239796881492,"SK394CZone4a",1
442.5,214.5,142943,2,5176,3874,4,55,14,51,7,555,6444,51,79.0582573477214,"SK394CZone4a",1
442.5,215.5,142443,2,5006,3760,7,56,20,56,8,639,6648,34,76.7485541659318,"SK394CZone4a",1
442.5,217.5,141443,2,5335,4225,4,53,20,36,4,358,6196,48,86.1697118811262,"SK394CZone4b",6
442.5,218.5,140943,2,5446,4308,8,32,26,44,5,306,6444,40,87.8513378819028,"SK394CZone4b",6
442.5,219.5,140443,2,5354,4158,3,54,19,33,8,376,6313,46,84.8122547479691,"SK394CZone4b",6
442.5,220.5,139943,2,5123,4000,7,56,27,70,15,369,6378,49,81.6110871802257,"SK394CZone4b",6
442.5,221.5,139443,2,5250,4072,6,44,24,49,2,442,6441,52,83.0698470845138,"SK394CZone4a",1
442.5,222.5,138943,2,5118,3783,6,38,12,38,7,589,6560,44,77.214546913135,"SK394CZone4a",1
442.5,223.5,138443,2,5302,4094,6,31,19,50,6,435,6407,55,83.5155792774908,"SK394CZone4a",1
442.5,224.5,137943,2,5199,3915,5,44,18,34,7,529,6658,45,79.8889400709966,"SK394CZone4a",1
442.5,225.5,137443,2,5095,3839,7,51,23,39,8,524,6744,46,78.3491379498035,"SK394CZone4a",1
442.5,226.5,136943,2,5211,3681,7,54,33,53,12,630,6656,58,75.1479703820601,"SK394CZone4a",1
442.5,228.5,135943,2,5111,4065,5,52,26,47,6,450,6385,53,82.9280232049303,"SK394CZone4a",1
442.5,229.5,135443,2,5150,4195,6,39,21,39,9,306,6145,28,85.5618952543394,"SK394CZone4a",1
442.5,230.5,134943,2,5210,4118,3,47,22,39,9,458,6365,55,84.0018325789201,"SK394CZone4a",1
442.5,231.5,134443,2,5371,4117,8,42,21,34,6,375,6544,30,83.9815720246939,"SK394CZone4a",1
442.5,232.5,133943,2,5072,3988,12,48,23,48,10,477,6619,38,81.367960529511,"SK394CZone4a",1
442.5,233.5,133443,2,5219,4167,7,53,18,65,9,443,6398,46,84.9945997360051,"SK394CZone4a",1
442.5,234.5,132943,2,5181,4046,8,45,26,61,13,439,6496,34,82.543072674632,"SK394CZone4a",1
443.5,213.5,143444,2,5269,4069,5,32,14,31,12,385,6451,50,83.0090654218351,"SK394CZone4a",1
443.5,214.5,142944,2,5135,4044,5,36,16,51,7,478,6460,47,82.5025515661795,"SK394CZone4a",1
443.5,215.5,142444,2,5112,4004,4,32,17,47,9,398,6337,38,81.6921293971306,"SK394CZone4a",1
443.5,216.5,141944,2,5374,4147,5,54,23,51,7,367,6298,42,84.5893886514807,"SK394CZone4a",1
443.5,217.5,141444,2,5538,4220,4,41,17,46,12,358,6251,61,86.068409109995,"SK394CZone4b",6
443.5,218.5,140944,2,5320,4195,12,45,20,34,7,312,6277,61,85.5618952543394,"SK394CZone4b",6
443.5,219.5,140444,2,5340,4122,9,37,24,42,2,362,6346,49,84.082874795825,"SK394CZone4b",6
443.5,220.5,139944,2,5065,4135,2,59,37,73,8,381,6299,37,84.346262000766,"SK394CZone4b",6
443.5,221.5,139444,2,5274,4154,5,34,16,48,5,410,6501,54,84.7312125310642,"SK394CZone4b",6
443.5,222.5,138944,2,5272,4051,7,49,21,35,5,394,6495,46,82.6443754457631,"SK394CZone4a",1
443.5,223.5,138444,2,5222,4118,1,38,22,42,12,428,6231,50,84.0018325789201,"SK394CZone4a",1
