"","x","y","Al","Ca","Cr","Fe","K","Mg","Mn","Na","Si","Ti","An"
"101015",14.5,297.5,10868,3378,33,25,25,106,30,1249,7398,39,55
"101016",15.5,297.5,10982,3558,31,22,32,116,20,1068,7230,40,58
"101017",16.5,297.5,10723,3549,26,26,39,92,39,1192,7269,29,58
"101018",17.5,297.5,10675,3459,29,22,34,90,19,1131,6991,27,56
"101055",54.5,297.5,10570,3390,25,21,24,103,19,1204,7387,30,55
"101056",55.5,297.5,10638,3334,30,29,30,95,27,1168,7196,36,54
"101057",56.5,297.5,10432,3257,27,17,28,95,24,1207,7386,44,53
"101058",57.5,297.5,10989,3576,38,28,31,88,16,1181,7275,43,58
"101059",58.5,297.5,10839,3576,30,10,28,99,27,1117,7159,29,58
"101060",59.5,297.5,10991,3470,34,27,23,96,27,1153,7171,37,56
"101061",60.5,297.5,10905,3498,35,23,32,77,25,1197,7182,34,57
"101062",61.5,297.5,10919,3372,34,26,32,97,23,1155,7322,36,55
"101063",62.5,297.5,9798,3131,35,24,20,79,25,1224,6943,26,51
"101064",63.5,297.5,11009,3485,30,20,36,99,23,1164,7214,42,57
"101090",89.5,297.5,9461,3342,28,27,38,100,27,914,6979,35,54
"101131",130.5,297.5,10365,3345,33,18,50,101,17,1221,7449,36,54
"101188",187.5,297.5,10582,3264,24,27,33,93,17,1317,7359,33,53
"101189",188.5,297.5,10863,3254,25,23,30,109,20,1218,7288,36,53
"101190",189.5,297.5,10533,3325,25,22,38,100,31,1300,7423,27,54
"101191",190.5,297.5,10731,3323,25,17,36,105,35,1227,7303,39,54
"101192",191.5,297.5,10466,3385,46,19,26,92,20,1268,7427,34,55
"101193",192.5,297.5,10392,3068,20,23,35,98,28,1341,7481,39,50
"101194",193.5,297.5,9658,3173,21,11,24,79,22,1127,6740,28,52
"101206",205.5,297.5,10868,3695,32,15,36,105,25,1085,6969,36,60
"101207",206.5,297.5,10926,3566,33,29,25,93,21,1172,7354,27,58
"101219",218.5,297.5,10471,3358,37,26,30,93,19,1288,7353,23,55
"101220",219.5,297.5,10568,3322,34,29,37,90,28,1325,7329,31,54
"101221",220.5,297.5,10598,3353,31,26,27,94,24,1262,7305,36,54
"101222",221.5,297.5,11017,3382,36,19,39,107,14,1124,6914,33,55
"101232",231.5,297.5,11191,3808,34,16,25,90,29,1083,7070,42,62
"101233",232.5,297.5,10762,3467,37,29,24,98,15,1175,7170,32,56
"101311",310.5,297.5,10737,3339,30,19,32,87,27,1168,6871,30,54
"101312",311.5,297.5,10614,3269,36,17,26,109,17,1258,7461,31,53
"101313",312.5,297.5,10406,3151,31,17,34,115,16,1273,7350,46,51
"101314",313.5,297.5,10453,3264,26,23,31,115,31,1249,7304,30,53
"101315",314.5,297.5,10168,3218,22,24,35,88,23,954,6271,26,52
"101388",387.5,297.5,10908,4068,36,19,31,85,23,749,6122,38,66
"101424",423.5,297.5,10841,3259,27,26,30,78,12,1199,7167,29,53
"101425",424.5,297.5,10713,3451,30,20,22,94,25,1258,7198,28,56
"101426",425.5,297.5,10709,3324,21,24,39,109,33,1178,7190,49,54
"101427",426.5,297.5,10783,3490,18,20,35,102,31,1211,7214,31,57
"101428",427.5,297.5,10956,3549,20,23,28,101,22,1122,7049,40,58
"101429",428.5,297.5,10742,3250,30,24,36,111,24,1225,7290,32,53
"101430",429.5,297.5,10695,3373,31,30,26,91,23,1254,7236,28,55
"101431",430.5,297.5,10653,3388,34,20,32,106,12,1243,7154,32,55
"101432",431.5,297.5,10808,3275,30,18,31,100,24,1238,7245,40,53
"101433",432.5,297.5,10801,3343,26,27,35,100,26,1293,7222,31,54
"101434",433.5,297.5,10797,3362,23,20,30,103,22,1220,7202,31,55
"101435",434.5,297.5,11146,3584,28,24,25,104,25,1118,7089,21,58
"101436",435.5,297.5,11408,3802,35,25,20,94,29,1161,6957,31,62
"101437",436.5,297.5,11355,3806,32,17,27,113,21,1004,6947,32,62
"101438",437.5,297.5,10920,3534,25,29,38,73,26,901,5174,32,57
"101439",438.5,297.5,11142,3618,27,13,22,101,16,1075,7047,28,59
"101441",440.5,297.5,11038,3552,29,18,45,114,27,1135,7055,44,58
"101442",441.5,297.5,10713,3434,21,28,25,106,21,1193,7344,23,56
"101443",442.5,297.5,10955,3572,44,22,28,89,24,1201,7076,33,58
"101444",443.5,297.5,10826,3606,28,31,32,127,22,1177,7078,35,58
"101445",444.5,297.5,10752,3454,23,22,33,106,31,1181,7305,27,56
"101446",445.5,297.5,11108,3593,26,24,27,95,22,1126,6927,24,58
"101447",446.5,297.5,11124,3993,28,23,37,100,19,933,6912,37,65
"101448",447.5,297.5,10781,3416,31,19,32,107,27,1186,7270,36,55
"101449",448.5,297.5,10562,3368,21,16,31,107,28,1217,7061,29,55
"101450",449.5,297.5,10843,3185,26,22,30,104,25,1218,7330,32,52
"101451",450.5,297.5,10714,3369,26,38,29,102,25,1251,7102,39,55
"101452",451.5,297.5,10755,3275,21,16,33,103,22,1276,7313,46,53
"101453",452.5,297.5,10462,3256,20,21,30,104,24,1264,7174,36,53
"101454",453.5,297.5,10371,3377,32,18,35,97,27,1116,7191,35,55
"101455",454.5,297.5,10942,3478,20,32,22,99,13,1173,7223,29,56
"101456",455.5,297.5,10954,3357,38,24,38,92,19,1159,7107,39,55
"101457",456.5,297.5,10593,3412,29,29,27,87,27,1197,7156,35,55
"101458",457.5,297.5,9783,3189,23,24,45,103,17,511,5329,32,52
"101512",11.5,296.5,10245,3213,26,30,38,85,24,1202,7224,40,52
"101513",12.5,296.5,10597,3396,26,23,26,91,23,1168,7198,29,55
"101514",13.5,296.5,10636,3416,28,18,29,94,17,1164,7353,24,55
"101515",14.5,296.5,10904,3499,30,21,32,100,27,1236,7374,35,57
"101516",15.5,296.5,10636,3262,34,28,40,85,25,1244,7395,34,53
"101517",16.5,296.5,10709,3356,34,30,33,99,22,1241,7405,27,54
"101518",17.5,296.5,10772,3221,24,27,32,88,23,895,5945,37,52
"101555",54.5,296.5,10532,3361,26,29,44,89,25,1284,7483,39,55
"101556",55.5,296.5,10607,3374,25,21,33,110,22,1184,7459,35,55
"101557",56.5,296.5,10376,3262,28,27,25,98,27,1250,7128,40,53
"101558",57.5,296.5,11146,3798,35,34,27,94,20,1070,7051,30,62
"101559",58.5,296.5,11231,3913,25,24,23,105,30,986,7191,32,63
"101560",59.5,296.5,11084,3950,29,27,19,104,22,1065,6890,30,64
"101561",60.5,296.5,11119,3846,26,26,22,113,18,1006,7082,30,62
"101562",61.5,296.5,11291,3979,32,24,27,89,28,999,7159,36,64
"101563",62.5,296.5,9249,3714,37,25,22,95,29,629,4596,36,60
"101564",63.5,296.5,10824,3520,33,20,31,111,28,1204,7350,44,57
"101588",87.5,296.5,11601,4946,31,16,31,96,24,253,5724,35,80
"101688",187.5,296.5,10365,3120,29,24,28,113,25,1304,7561,30,51
"101689",188.5,296.5,10624,3353,20,27,37,106,25,1232,7448,37,54
"101690",189.5,296.5,10566,3231,26,27,38,103,15,1292,7398,31,52
"101691",190.5,296.5,10507,3323,28,20,32,101,24,1249,7348,38,54
"101692",191.5,296.5,10095,3174,43,27,34,89,25,1214,7042,29,52
"101693",192.5,296.5,10467,3231,30,22,31,74,21,1288,7469,38,52
"101694",193.5,296.5,10214,3073,34,18,32,93,29,1114,6761,33,50
"101705",204.5,296.5,10448,3638,22,26,26,97,25,1061,6703,33,59
"101706",205.5,296.5,10927,3724,33,24,21,107,21,1053,7016,33,60
"101719",218.5,296.5,9811,3438,32,18,24,95,18,940,6286,30,56
"101720",219.5,296.5,10572,3410,43,19,25,103,25,1224,7415,29,55
"101721",220.5,296.5,10860,3406,28,24,25,97,25,1238,7175,34,55
"101722",221.5,296.5,9465,2942,24,16,30,80,26,997,6206,39,48
"101726",225.5,296.5,10112,3200,24,21,26,87,26,1094,6668,39,52
"101727",226.5,296.5,10509,3328,30,28,33,96,24,1216,7189,33,54
"101728",227.5,296.5,9474,3157,26,21,18,95,20,1407,7389,28,51
"101731",230.5,296.5,9302,3190,27,30,36,112,22,1085,6601,24,52
"101732",231.5,296.5,10756,3333,24,22,21,93,27,1209,7059,33,54
"101809",308.5,296.5,9890,3262,33,24,51,97,23,1233,7520,38,53
"101811",310.5,296.5,10750,3484,31,19,26,104,28,992,6921,33,57
"101812",311.5,296.5,10875,3390,26,20,21,93,26,1240,7452,34,55
"101813",312.5,296.5,10801,3324,30,21,34,83,27,1306,7448,30,54
"101814",313.5,296.5,10754,3383,34,24,35,100,19,1302,7473,30,55
"101815",314.5,296.5,11004,3364,34,11,33,90,20,1089,6569,36,55
"101889",388.5,296.5,10961,3434,28,29,43,86,21,1156,7147,26,56
"101923",422.5,296.5,10859,3387,23,34,28,106,24,1228,7179,36,55
"101924",423.5,296.5,9960,3235,27,22,32,92,23,1141,6569,34,53
"101925",424.5,296.5,10651,3314,26,31,24,101,27,1185,7193,25,54
"101926",425.5,296.5,10768,3412,33,22,44,99,24,1239,7210,36,55
"101927",426.5,296.5,11083,3668,25,24,29,112,21,1100,7061,31,59
"101928",427.5,296.5,10729,3300,25,18,29,90,30,1245,7406,48,54
"101929",428.5,296.5,10627,3227,33,27,28,94,22,1280,7210,39,52
"101930",429.5,296.5,10929,3388,26,18,24,81,26,1266,7174,21,55
"101931",430.5,296.5,10448,3176,34,16,28,99,32,1299,7171,27,52
"101932",431.5,296.5,10714,3300,24,23,38,102,18,1178,7161,18,54
"101933",432.5,296.5,10806,3423,35,24,37,109,20,1190,7321,28,56
"101934",433.5,296.5,10939,3570,32,38,38,88,27,1161,7063,31,58
"101935",434.5,296.5,11293,3975,30,17,31,110,21,970,6846,20,64
"101936",435.5,296.5,10253,3911,20,19,27,87,23,829,5752,31,63
"101937",436.5,296.5,10981,3831,34,17,27,103,25,1053,6970,33,62
"101938",437.5,296.5,10847,3537,36,20,29,101,26,1295,7086,34,57
"101939",438.5,296.5,10738,3658,23,16,21,118,28,1130,7194,35,59
"101940",439.5,296.5,10426,3447,28,27,26,85,23,1006,5855,36,56
"101941",440.5,296.5,10442,3468,29,26,21,112,23,1250,7072,34,56
"101942",441.5,296.5,10723,3486,23,19,24,94,16,1200,7170,26,57
"101943",442.5,296.5,10852,3525,19,27,26,103,20,1134,7014,29,57
"101944",443.5,296.5,10784,3513,28,28,35,117,23,1171,7032,46,57
"101945",444.5,296.5,10708,3422,33,21,22,94,29,1205,7023,43,56
"101946",445.5,296.5,11117,3718,29,28,31,100,21,1058,7109,35,60
"101947",446.5,296.5,11169,3833,24,26,29,95,20,1022,6831,40,62
"101948",447.5,296.5,10778,3375,28,27,32,102,16,1201,7229,43,55
"101950",449.5,296.5,10650,3304,31,28,34,83,22,1187,7280,39,54
"101951",450.5,296.5,10913,3441,25,30,37,99,21,1127,7147,34,56
"101952",451.5,296.5,10693,3205,25,19,34,102,27,1300,7273,40,52
"101953",452.5,296.5,10777,3338,36,23,21,89,25,1224,7260,30,54
"101954",453.5,296.5,10729,3402,29,36,27,96,36,1235,7308,37,55
"101955",454.5,296.5,10738,3417,29,18,36,106,19,1210,7217,44,55
"101956",455.5,296.5,10699,3408,37,16,19,114,19,1213,7249,24,55
"102012",11.5,295.5,10720,3333,33,32,34,113,20,1281,7359,31,54
"102013",12.5,295.5,10288,3426,29,30,31,90,29,1132,7210,40,56
"102014",13.5,295.5,10609,3310,37,32,24,105,18,1187,7491,42,54
"102015",14.5,295.5,10597,3382,26,28,32,99,22,1277,7383,29,55
"102016",15.5,295.5,10588,3279,19,27,46,85,23,1266,7351,24,53
"102017",16.5,295.5,10423,3355,29,29,32,101,19,1231,7389,39,54
"102018",17.5,295.5,10862,3318,25,33,27,99,19,1213,7552,27,54
"102019",18.5,295.5,10754,3337,23,21,22,90,32,1248,7298,27,54
"102020",19.5,295.5,10111,3023,27,22,37,114,29,1255,7490,38,49
"102056",55.5,295.5,9669,3036,24,25,49,114,20,1041,7098,48,49
"102057",56.5,295.5,10852,3482,25,28,28,103,23,1192,7202,38,57
"102058",57.5,295.5,11040,3711,29,21,38,109,23,1188,7264,46,60
"102059",58.5,295.5,11135,3701,24,21,30,108,22,1055,7207,30,60
"102060",59.5,295.5,10997,3750,32,26,31,100,26,1082,7071,29,61
"102061",60.5,295.5,11287,3866,29,17,24,103,18,1018,7007,37,63
"102062",61.5,295.5,11198,3854,25,26,38,93,18,990,7171,35,62
"102063",62.5,295.5,11505,3818,20,24,25,99,23,918,6152,38,62
"102064",63.5,295.5,10688,3232,27,24,32,91,19,1229,7357,31,53
"102188",187.5,295.5,9821,3068,30,33,24,89,24,1282,7267,38,50
"102189",188.5,295.5,9968,3146,31,18,28,98,28,1254,7168,26,51
"102190",189.5,295.5,9612,3017,22,21,36,84,27,1178,7004,28,49
"102191",190.5,295.5,10202,3257,34,25,29,85,29,1152,7003,38,53
"102192",191.5,295.5,10726,3164,29,23,27,91,29,1237,7105,43,51
"102193",192.5,295.5,10757,3275,25,29,19,92,19,1321,7430,31,53
"102194",193.5,295.5,10692,3299,22,27,32,105,19,1312,7342,44,54
"102202",201.5,295.5,10229,3231,15,30,34,97,23,1177,6841,32,52
"102203",202.5,295.5,9928,3236,19,30,29,90,28,1044,6627,33,53
"102205",204.5,295.5,11122,3666,26,20,20,121,24,1054,6999,42,59
"102206",205.5,295.5,10618,3326,24,21,36,102,26,1175,7118,33,54
"102219",218.5,295.5,10414,3381,20,18,31,88,17,1116,7427,22,55
"102220",219.5,295.5,10749,3474,24,25,26,108,17,1184,7373,41,56
"102221",220.5,295.5,10690,3314,25,24,29,87,28,1250,7439,37,54
"102225",224.5,295.5,10316,3313,26,28,29,96,27,1052,7062,39,54
"102226",225.5,295.5,10615,3192,35,22,20,107,17,1305,7355,30,52
"102227",226.5,295.5,10679,3331,31,17,37,106,17,1304,7225,39,54
"102228",227.5,295.5,9175,3042,26,21,32,86,21,1011,6515,30,49
"102231",230.5,295.5,10812,3452,24,19,24,79,25,1249,7255,25,56
"102232",231.5,295.5,10687,3296,35,17,41,114,17,1149,6938,37,54
"102310",309.5,295.5,10546,3351,22,21,34,99,30,1323,7240,25,54
"102311",310.5,295.5,10873,3408,25,25,25,97,20,1201,7243,37,55
"102312",311.5,295.5,10819,3449,22,28,22,96,18,1133,7316,33,56
"102313",312.5,295.5,10625,3421,33,17,20,95,32,1292,7344,34,56
"102314",313.5,295.5,10934,3445,24,20,31,112,22,1243,7191,26,56
"102315",314.5,295.5,9932,3299,29,21,31,102,25,1123,7028,33,54
"102343",342.5,295.5,10932,3561,30,22,29,87,25,1158,7306,43,58
"102422",421.5,295.5,10141,3201,27,16,48,82,23,1191,7176,33,52
"102423",422.5,295.5,10678,3297,29,20,30,99,24,1208,7105,44,54
"102424",423.5,295.5,10908,3482,31,25,20,110,27,1198,7173,31,57
"102425",424.5,295.5,9538,3130,23,29,25,118,33,1168,6441,44,51
"102426",425.5,295.5,11157,3722,27,29,29,112,30,1032,6989,49,60
"102427",426.5,295.5,10770,3359,28,28,32,90,25,1217,7265,36,55
"102428",427.5,295.5,10653,3383,17,25,27,106,34,1271,7188,34,55
"102429",428.5,295.5,10771,3466,28,26,28,86,25,1256,7126,29,56
"102430",429.5,295.5,10865,3550,18,25,31,95,19,1146,7213,43,58
"102431",430.5,295.5,10551,3352,26,21,26,103,22,1054,6672,29,54
"102432",431.5,295.5,10734,3202,32,22,36,85,23,1247,7379,39,52
"102433",432.5,295.5,10344,3413,31,40,30,101,16,1105,6967,28,55
"102434",433.5,295.5,10999,3518,29,19,31,83,21,1171,7204,28,57
"102435",434.5,295.5,11425,3885,27,22,20,118,25,982,6954,27,63
"102436",435.5,295.5,11369,4002,28,22,22,95,29,879,6725,41,65
"102437",436.5,295.5,10356,3655,26,29,29,109,15,1024,6659,43,59
"102438",437.5,295.5,11107,3627,24,21,40,106,19,1130,7067,35,59
"102439",438.5,295.5,10761,3790,34,20,28,88,26,1010,6944,27,61
"102440",439.5,295.5,10914,3483,38,15,26,110,27,1179,7120,39,57
"102441",440.5,295.5,10461,3467,27,29,34,90,25,1172,6746,47,56
"102442",441.5,295.5,10950,3561,22,23,28,91,31,1171,7251,42,58
"102443",442.5,295.5,10966,3667,30,25,23,100,17,1153,7083,39,59
"102444",443.5,295.5,10818,3568,41,28,23,105,27,1185,7280,29,58
"102445",444.5,295.5,10824,3387,25,15,32,95,30,1287,7233,37,55
"102446",445.5,295.5,10909,3615,29,26,20,98,33,1144,7025,40,59
"102447",446.5,295.5,11153,3737,19,10,26,104,16,999,7156,33,61
"102448",447.5,295.5,10925,3414,28,25,39,101,27,1190,6974,38,55
"102449",448.5,295.5,10769,3377,26,21,36,101,21,1165,7187,22,55
"102450",449.5,295.5,10069,3378,25,23,41,95,23,1143,6933,37,55
"102451",450.5,295.5,10431,3257,32,18,34,106,24,1290,7405,36,53
"102452",451.5,295.5,10368,3250,23,34,30,99,29,1263,7459,26,53
"102453",452.5,295.5,10549,3177,25,21,41,93,32,1252,7260,29,52
"102454",453.5,295.5,10599,3291,45,21,36,94,21,1267,7243,29,53
"102455",454.5,295.5,10674,3320,26,31,31,101,27,1287,7400,35,54
"102456",455.5,295.5,10913,3508,37,19,21,96,29,1187,7164,32,57
"102513",12.5,294.5,10704,3414,23,17,40,93,26,1239,7469,36,55
"102514",13.5,294.5,10339,3246,27,20,39,104,19,1312,7230,40,53
"102515",14.5,294.5,10742,3272,21,25,29,100,20,1262,7562,30,53
"102516",15.5,294.5,10584,3222,26,16,23,97,30,1330,7571,37,52
"102517",16.5,294.5,10931,3395,27,27,39,103,24,1222,7507,23,55
"102518",17.5,294.5,10741,3290,38,19,25,115,25,1240,7439,37,53
"102558",57.5,294.5,10543,3289,18,24,35,100,20,1285,7401,37,53
"102559",58.5,294.5,10842,3382,29,23,34,92,22,1255,7349,23,55
"102560",59.5,294.5,10683,3364,42,26,33,91,27,1239,7531,24,55
"102561",60.5,294.5,10842,3383,33,22,30,92,31,1191,7298,34,55
"102563",62.5,294.5,10368,3188,24,28,27,94,26,1071,6945,31,52
"102564",63.5,294.5,10629,3494,20,24,32,99,33,1139,7401,46,57
"102642",141.5,294.5,11113,3887,33,15,22,121,37,1000,7229,28,63
"102643",142.5,294.5,11188,3856,31,24,28,101,18,1012,7096,41,62
"102644",143.5,294.5,10807,3591,27,24,41,86,21,1044,7104,35,58
"102688",187.5,294.5,10303,3187,29,22,31,92,21,1223,7250,36,52
"102689",188.5,294.5,10725,3186,26,20,28,82,20,1216,7447,31,52
"102690",189.5,294.5,10335,3223,23,23,26,109,21,1378,7423,35,52
"102691",190.5,294.5,10747,3394,26,16,29,101,27,1285,7290,23,55
"102692",191.5,294.5,10677,3340,20,21,16,89,30,1243,7261,38,54
"102693",192.5,294.5,10691,3289,37,32,28,91,30,1307,7305,39,53
"102694",193.5,294.5,10775,3250,25,22,38,101,14,1214,7381,43,53
"102701",200.5,294.5,10554,3408,28,30,35,94,19,1211,7050,42,55
"102702",201.5,294.5,10892,3487,31,26,20,95,32,1102,7152,37,57
"102703",202.5,294.5,10992,3660,21,27,33,113,29,1068,6910,36,59
"102704",203.5,294.5,11031,3651,36,22,27,106,21,1035,6811,45,59
"102705",204.5,294.5,10960,3795,23,33,27,95,21,990,6901,44,62
"102720",219.5,294.5,10485,3676,27,22,30,106,22,1045,6895,26,60
"102721",220.5,294.5,10691,3406,24,20,22,98,13,1196,7224,38,55
"102724",223.5,294.5,10411,3284,32,26,36,97,19,1277,7502,40,53
"102725",224.5,294.5,10774,3412,29,17,26,103,25,1281,7445,34,55
"102726",225.5,294.5,10561,3230,26,26,24,114,24,1297,7462,20,52
"102727",226.5,294.5,10791,3384,37,22,24,95,28,1188,6962,26,55
"102731",230.5,294.5,10960,3414,47,16,32,91,24,1210,7193,45,55
"102811",310.5,294.5,10139,3100,29,27,30,126,30,1277,7007,41,50
"102812",311.5,294.5,10851,3294,27,20,28,112,18,1302,7412,40,53
"102813",312.5,294.5,10800,3503,27,30,35,101,18,1193,7428,30,57
"102814",313.5,294.5,10701,3483,32,27,31,93,21,1167,7357,31,57
"102921",420.5,294.5,10125,3411,29,28,21,76,25,1085,6544,34,55
"102922",421.5,294.5,10484,3302,37,28,31,94,12,1232,7385,50,54
"102923",422.5,294.5,10763,3388,26,27,23,91,22,1142,7019,35,55
"102924",423.5,294.5,10750,3405,25,12,31,99,20,1193,7244,34,55
"102925",424.5,294.5,11063,3698,33,24,24,109,28,1047,6999,31,60
"102926",425.5,294.5,10407,3336,31,26,22,81,13,1130,6728,37,54
"102927",426.5,294.5,10680,3357,32,25,18,101,27,1186,7364,37,55
"102928",427.5,294.5,10797,3334,33,19,30,114,27,1239,7246,40,54
"102929",428.5,294.5,10728,3445,32,18,29,92,22,1265,7107,34,56
"102930",429.5,294.5,10761,3369,37,16,29,97,28,1224,7118,40,55
"102931",430.5,294.5,10990,3495,28,25,31,87,21,1108,6916,43,57
"102932",431.5,294.5,10507,3226,40,30,38,94,24,1315,7257,41,52
"102933",432.5,294.5,10620,3438,33,23,22,98,33,1056,6413,32,56
"102934",433.5,294.5,10825,3647,36,20,31,102,25,1153,7131,22,59
"102935",434.5,294.5,11214,3867,31,26,36,86,22,980,6846,21,63
"102936",435.5,294.5,10960,3767,33,24,22,91,21,935,6801,35,61
"102937",436.5,294.5,11327,3831,23,17,25,92,28,945,6993,31,62
"102938",437.5,294.5,10932,3508,27,19,39,101,27,1102,7166,38,57
"102939",438.5,294.5,11048,3675,27,26,34,108,27,1089,6955,33,60
"102940",439.5,294.5,10458,3360,31,23,42,114,25,1233,7182,34,55
"102941",440.5,294.5,10770,3552,36,15,31,83,21,1023,6709,26,58
"102943",442.5,294.5,10985,3539,24,20,28,87,26,1183,7135,36,57
"102944",443.5,294.5,10908,3500,30,20,29,103,26,1127,7122,31,57
"102945",444.5,294.5,10703,3331,30,22,33,89,20,1220,7332,38,54
"102946",445.5,294.5,11072,3605,31,16,24,99,25,1158,7132,40,58
"102947",446.5,294.5,10876,3784,21,23,25,94,29,1148,7051,37,61
"102948",447.5,294.5,10463,3323,44,20,34,102,22,1111,6913,32,54
"102949",448.5,294.5,9925,3430,22,22,34,110,20,1074,6541,25,56
"102950",449.5,294.5,10823,3322,25,26,32,95,33,1275,7157,38,54
"102951",450.5,294.5,9568,3222,36,30,36,83,19,1161,6669,21,52
"102952",451.5,294.5,10510,3124,26,18,32,91,20,1328,7259,38,51
"102953",452.5,294.5,10657,3182,25,26,27,84,16,1294,7251,39,52
"102954",453.5,294.5,10688,3183,29,18,34,110,19,1276,7303,38,52
"102955",454.5,294.5,11043,3539,30,22,44,99,23,1102,7062,33,57
"103017",16.5,293.5,10197,3214,23,29,39,118,13,1311,7551,34,52
"103144",143.5,293.5,9752,3336,31,37,29,102,30,950,7112,29,54
"103188",187.5,293.5,10679,3249,24,22,26,112,20,1247,7276,40,53
"103189",188.5,293.5,10599,3266,28,15,32,101,27,1269,7425,34,53
"103190",189.5,293.5,10508,3129,23,20,21,89,30,1293,7446,30,51
"103191",190.5,293.5,10733,3428,30,15,32,102,30,1204,7312,32,56
"103192",191.5,293.5,10670,3087,26,23,33,99,15,1366,7435,32,50
"103193",192.5,293.5,10568,3235,23,20,33,115,25,1274,7453,36,53
"103200",199.5,293.5,10717,3530,38,23,26,107,30,1227,7077,38,57
"103201",200.5,293.5,10959,3579,22,31,30,106,25,1178,7322,25,58
"103202",201.5,293.5,10752,3462,28,20,30,103,26,1168,7117,28,56
"103203",202.5,293.5,10796,3626,30,22,31,98,39,1120,7219,28,59
"103204",203.5,293.5,11236,3830,29,32,20,90,17,1017,6854,37,62
"103205",204.5,293.5,10586,3389,34,26,31,86,28,1179,7294,44,55
"103220",219.5,293.5,10964,3581,20,24,23,89,19,1103,7202,33,58
"103221",220.5,293.5,10083,3458,20,23,34,116,22,1076,6928,36,56
"103223",222.5,293.5,10641,3287,15,19,24,87,13,1289,7143,43,53
"103224",223.5,293.5,10731,3317,17,22,32,94,23,1257,7419,28,54
"103225",224.5,293.5,10574,3342,40,15,26,97,27,1282,7290,26,54
"103226",225.5,293.5,9776,3269,28,12,37,101,16,1190,7147,37,53
"103230",229.5,293.5,10539,3717,36,31,24,88,24,1082,7249,27,60
"103231",230.5,293.5,10459,3451,36,18,32,110,35,1155,7358,38,56
"103312",311.5,293.5,10411,3113,20,25,40,95,24,1323,7228,34,51
"103313",312.5,293.5,10603,3267,28,34,33,105,29,1327,7331,31,53
"103325",324.5,293.5,11282,4442,38,24,39,108,43,630,6745,33,72
"103420",419.5,293.5,10459,3364,35,24,33,100,33,1127,6914,32,55
"103421",420.5,293.5,10724,3485,28,18,34,90,34,1176,7080,34,57
"103422",421.5,293.5,10659,3413,40,22,37,89,13,1215,7325,42,55
"103423",422.5,293.5,10955,3504,37,23,25,97,21,1259,7135,32,57
"103424",423.5,293.5,10944,3570,28,27,30,104,25,1171,7131,35,58
"103425",424.5,293.5,11233,3957,32,25,22,120,28,1044,6957,25,64
"103426",425.5,293.5,10718,3515,27,15,28,99,22,1206,7191,32,57
"103427",426.5,293.5,10118,3138,27,14,28,86,25,1160,6850,34,51
"103428",427.5,293.5,10459,3499,31,21,21,104,19,1190,6882,40,57
"103429",428.5,293.5,11072,3614,20,29,27,100,24,1122,7025,30,59
"103430",429.5,293.5,10931,3476,26,26,26,115,22,1127,7279,28,56
"103431",430.5,293.5,10647,3364,29,29,22,99,32,1165,7131,28,55
"103432",431.5,293.5,10626,3365,23,28,29,109,20,1224,7260,31,55
"103433",432.5,293.5,10808,3382,23,14,31,91,19,1190,7291,41,55
"103434",433.5,293.5,10913,3690,28,22,26,98,23,1052,6952,41,60
"103435",434.5,293.5,11392,3911,35,35,31,91,18,997,6966,26,63
"103436",435.5,293.5,11019,4055,36,23,27,120,23,961,6741,43,66
"103437",436.5,293.5,11361,3906,23,27,24,110,30,922,6897,26,63
"103438",437.5,293.5,11114,3688,22,30,21,95,32,1077,7046,34,60
"103439",438.5,293.5,10923,3728,25,25,31,123,26,1077,7230,36,60
"103440",439.5,293.5,10750,3378,24,23,32,107,22,1227,7231,33,55
"103441",440.5,293.5,10872,3424,29,25,30,115,23,1154,7131,27,56
"103442",441.5,293.5,10698,3554,18,22,27,102,23,1189,7061,35,58
"103443",442.5,293.5,10876,3399,37,20,25,110,19,1121,7179,33,55
"103444",443.5,293.5,10879,3563,36,25,18,112,23,1162,7076,34,58
"103445",444.5,293.5,10927,3536,34,26,32,113,25,1201,7053,38,57
"103446",445.5,293.5,10317,3489,18,20,32,96,21,1148,6939,32,57
"103447",446.5,293.5,11032,3519,37,30,24,103,22,1134,7071,36,57
"103448",447.5,293.5,11205,3695,30,18,32,115,22,1051,6737,25,60
"103449",448.5,293.5,10730,3465,28,18,35,89,25,1146,7308,43,56
"103450",449.5,293.5,10529,3210,35,19,34,100,28,949,6272,37,52
"103451",450.5,293.5,10708,3407,23,23,28,103,26,1178,7139,40,55
"103452",451.5,293.5,10332,3349,31,22,30,99,13,1237,7050,25,54
"103453",452.5,293.5,10838,3461,26,31,23,88,31,1155,7231,39,56
"103454",453.5,293.5,10980,3569,28,23,29,95,30,1116,7036,40,58
"103588",87.5,292.5,11235,4482,24,21,26,99,27,284,5062,31,73
"103688",187.5,292.5,10580,3263,32,26,36,105,14,1255,7428,38,53
"103689",188.5,292.5,10163,3178,28,22,30,92,18,1231,7223,23,52
"103690",189.5,292.5,10485,3107,30,18,35,92,31,1327,7520,29,50
"103691",190.5,292.5,10495,3168,23,18,39,89,24,1319,7525,35,51
"103692",191.5,292.5,10644,3205,29,14,37,86,22,1285,7392,37,52
"103693",192.5,292.5,10708,3363,34,31,34,93,25,1241,7292,34,55
"103700",199.5,292.5,10643,3176,31,20,25,101,22,1277,7321,29,52
"103701",200.5,292.5,10200,3143,38,22,54,110,23,1151,7491,32,51
