"","x","y","Al","Ca","Cr","Fe","K","Mg","Mn","Na","Si","Ti","An"
"20",19.5,249.5,4770,5043,11,109,50,32,4,149,6030,22,79
"72",71.5,249.5,4659,5229,13,79,39,24,4,133,5868,11,82
"75",74.5,249.5,4979,5963,17,56,32,39,0,56,5461,13,92
"76",75.5,249.5,5101,5937,18,70,29,35,4,61,5395,13,92
"79",78.5,249.5,5041,6107,10,49,28,50,2,45,5381,26,94
"80",79.5,249.5,5127,6052,8,57,33,30,1,53,5338,20,94
"81",80.5,249.5,5091,6021,10,58,24,42,2,64,5403,21,93
"82",81.5,249.5,5151,5981,12,54,44,35,2,58,5281,23,93
"83",82.5,249.5,4969,6071,12,40,33,39,3,51,5447,12,94
"84",83.5,249.5,4824,5975,14,53,42,35,2,44,5496,17,92
"86",85.5,249.5,4819,5598,10,91,42,26,4,66,5452,29,87
"107",106.5,249.5,4860,5329,11,100,44,38,1,131,5755,19,83
"110",109.5,249.5,4556,5308,13,108,57,39,5,128,5834,23,83
"111",110.5,249.5,4691,5558,8,104,51,44,3,89,5726,25,87
"112",111.5,249.5,4861,5669,11,83,45,31,1,82,5626,19,88
"113",112.5,249.5,4756,5562,8,101,52,38,1,109,5476,17,87
"114",113.5,249.5,4734,5516,11,93,32,41,4,109,5749,13,86
"115",114.5,249.5,4942,5684,9,88,36,30,4,98,5586,14,88
"116",115.5,249.5,4702,5551,16,89,43,36,4,101,5599,24,86
"117",116.5,249.5,4772,5531,15,101,35,43,2,98,5629,14,86
"245",244.5,249.5,4890,5706,13,82,36,40,3,73,5533,17,89
"247",246.5,249.5,4967,5906,9,59,36,27,1,51,5351,23,92
"248",247.5,249.5,4910,6035,10,55,39,33,3,48,5351,20,93
"249",248.5,249.5,4540,5378,19,100,52,47,7,116,5829,16,84
"264",13.5,248.5,4782,5306,18,100,47,34,2,130,5860,21,83
"265",14.5,248.5,5022,5634,9,93,31,33,2,90,5725,23,88
"266",15.5,248.5,4918,5614,7,107,37,33,5,89,5784,19,87
"267",16.5,248.5,4943,5718,12,67,43,40,4,94,5661,17,89
"268",17.5,248.5,4941,5783,13,89,27,35,5,98,5627,18,90
"269",18.5,248.5,5095,5685,15,70,37,41,2,89,5684,21,88
"270",19.5,248.5,4967,5563,17,107,42,28,4,83,5767,11,87
"271",20.5,248.5,4956,5548,11,85,40,40,2,95,5657,16,86
"272",21.5,248.5,5067,5722,14,85,44,26,1,89,5699,13,89
"273",22.5,248.5,4826,5734,18,89,29,48,5,86,5656,21,89
"274",23.5,248.5,4982,5768,7,85,37,36,2,78,5821,24,90
"275",24.5,248.5,4884,5846,11,100,37,30,3,100,5805,15,91
"276",25.5,248.5,5015,5551,16,98,47,27,4,98,5761,26,86
"322",71.5,248.5,4739,5429,14,96,31,32,5,94,5676,21,85
"324",73.5,248.5,5024,5923,12,52,43,27,2,56,5377,26,92
"325",74.5,248.5,5031,5802,12,55,35,31,6,54,5492,17,90
"326",75.5,248.5,5003,5949,7,51,28,41,5,60,5462,23,92
"328",77.5,248.5,5092,6054,13,60,45,23,3,44,5463,19,94
"329",78.5,248.5,4945,5936,17,66,35,32,2,50,5453,14,92
"330",79.5,248.5,4991,5995,12,63,29,43,1,48,5420,22,93
"331",80.5,248.5,5020,6009,11,62,31,34,2,40,5469,10,93
"332",81.5,248.5,5136,6060,9,53,35,24,2,58,5382,20,94
"333",82.5,248.5,4943,6013,17,62,44,23,1,46,5490,20,93
"334",83.5,248.5,5029,6006,5,48,52,41,2,49,5397,25,93
"335",84.5,248.5,5141,6088,10,48,32,45,0,60,5397,17,94
"336",85.5,248.5,5070,6029,19,58,39,31,2,61,5521,16,93
"337",86.5,248.5,4996,6118,17,84,38,27,1,52,5354,16,95
"338",87.5,248.5,4968,5712,8,76,57,34,1,84,5659,20,89
"339",88.5,248.5,4627,5157,8,80,57,29,4,151,5771,15,81
"365",114.5,248.5,4836,5687,10,81,41,34,3,84,5471,18,88
"366",115.5,248.5,4826,5698,11,109,50,38,4,91,5670,18,89
"494",243.5,248.5,4819,5384,14,102,44,34,4,128,5718,16,84
"497",246.5,248.5,4974,5953,16,69,27,38,3,53,5386,15,92
"498",247.5,248.5,5022,5964,15,68,30,28,7,46,5359,18,92
"514",13.5,247.5,4841,5196,14,80,50,46,8,145,5866,23,81
"515",14.5,247.5,4960,5725,12,95,29,37,2,70,5779,19,89
"516",15.5,247.5,4963,5712,14,92,31,33,2,97,5705,20,89
"517",16.5,247.5,4913,5710,14,81,35,37,2,82,5632,13,89
"518",17.5,247.5,4946,5560,9,75,34,29,3,88,5735,15,87
"519",18.5,247.5,4951,5704,11,89,51,38,3,100,5598,19,89
"520",19.5,247.5,4876,5561,19,86,43,39,0,112,5768,16,87
"521",20.5,247.5,4913,5495,11,82,37,46,3,101,5659,17,86
"522",21.5,247.5,4946,5273,13,116,52,32,2,130,5951,20,82
"523",22.5,247.5,4919,5531,9,105,29,49,4,93,5699,13,86
"524",23.5,247.5,4973,5513,17,110,40,46,1,104,5758,20,86
"525",24.5,247.5,4872,5786,14,103,34,52,3,72,5708,20,90
"526",25.5,247.5,4822,5329,9,100,30,31,4,154,5920,22,83
"573",72.5,247.5,4866,5901,11,70,36,28,0,66,5622,24,91
"574",73.5,247.5,5123,6009,4,57,29,30,3,56,5410,19,93
"575",74.5,247.5,5165,6006,11,69,33,34,4,52,5282,18,93
"577",76.5,247.5,5112,6191,14,63,38,39,3,47,5519,10,96
"578",77.5,247.5,5002,5983,6,51,42,33,3,50,5438,9,93
"579",78.5,247.5,4984,5945,16,64,32,38,5,40,5420,26,92
"580",79.5,247.5,5091,6083,10,80,33,33,2,52,5409,19,94
"581",80.5,247.5,5091,6084,16,51,43,45,3,48,5386,21,94
"582",81.5,247.5,5058,6001,10,73,28,41,3,40,5394,26,93
"583",82.5,247.5,5072,5896,10,49,35,28,4,47,5513,22,91
"584",83.5,247.5,4953,5988,11,66,27,37,3,47,5377,24,93
"585",84.5,247.5,5119,6035,14,65,37,34,2,51,5366,20,93
"586",85.5,247.5,5039,6048,10,64,35,32,1,48,5334,16,94
"587",86.5,247.5,4965,6005,12,60,38,25,1,63,5492,21,93
"588",87.5,247.5,5039,5829,8,57,38,20,4,46,5310,21,90
"589",88.5,247.5,4920,5895,11,73,22,34,7,54,5512,20,91
"590",89.5,247.5,5015,5809,13,80,36,40,3,70,5549,22,90
"592",91.5,247.5,4646,5128,9,88,45,28,1,141,5822,14,80
"670",169.5,247.5,4597,5327,12,92,40,29,2,131,5931,23,83
"671",170.5,247.5,4612,5288,18,85,40,40,3,144,5745,11,83
"744",243.5,247.5,4913,5622,15,87,35,44,3,80,5661,20,87
"746",245.5,247.5,4846,5988,10,75,38,37,4,53,5332,20,93
"747",246.5,247.5,4948,5960,9,63,46,31,2,59,5354,14,92
"748",247.5,247.5,5067,6077,8,73,40,38,3,56,5300,25,94
"758",7.5,246.5,4690,5139,12,100,64,32,2,126,5888,16,81
"760",9.5,246.5,4904,5559,19,76,36,25,2,79,5606,25,87
"762",11.5,246.5,5008,5615,16,73,41,30,4,100,5835,20,87
"763",12.5,246.5,4894,5662,11,76,43,27,5,103,5639,21,88
"764",13.5,246.5,4913,5702,17,79,36,41,4,89,5619,15,89
"765",14.5,246.5,5001,5598,8,87,39,32,6,72,5652,18,87
"766",15.5,246.5,4934,5796,13,81,47,26,3,79,5618,18,90
"769",18.5,246.5,5060,5722,9,82,32,31,3,91,5745,27,89
"770",19.5,246.5,4974,5544,16,79,41,37,4,91,5756,16,86
"771",20.5,246.5,4928,5367,14,92,47,34,2,104,5853,13,84
"772",21.5,246.5,4997,5886,14,100,43,26,3,96,5764,21,91
"775",24.5,246.5,4898,5640,13,79,42,38,2,90,5727,19,88
"822",71.5,246.5,4888,5691,5,95,59,34,4,76,5598,33,88
"823",72.5,246.5,5009,6069,11,66,33,34,3,47,5641,15,94
"824",73.5,246.5,5087,6007,15,62,49,48,3,42,5359,25,93
"826",75.5,246.5,5089,5997,17,73,35,27,0,35,5348,19,93
"827",76.5,246.5,5025,6039,13,54,38,28,4,43,5488,15,93
"828",77.5,246.5,5034,6041,13,75,33,36,2,40,5352,17,93
"829",78.5,246.5,5039,6256,16,49,37,35,3,38,5314,19,97
"830",79.5,246.5,5054,6117,9,85,47,41,1,41,5311,21,95
"832",81.5,246.5,5048,5825,9,43,31,32,0,52,5469,25,90
"833",82.5,246.5,5074,5961,10,69,32,39,2,41,5436,16,92
"834",83.5,246.5,5058,6038,11,56,27,28,4,52,5522,22,93
"835",84.5,246.5,5087,6219,9,58,40,34,2,49,5324,20,96
"836",85.5,246.5,5023,6062,10,46,30,40,3,44,5360,23,94
"837",86.5,246.5,5022,6015,7,73,44,24,3,50,5387,21,93
"838",87.5,246.5,5130,6012,17,57,29,30,3,51,5244,18,93
"839",88.5,246.5,5038,5980,10,85,26,32,4,39,5444,22,93
"840",89.5,246.5,5064,6060,13,67,38,37,4,41,5408,13,94
"841",90.5,246.5,5003,6005,12,59,37,33,3,62,5556,23,93
"843",92.5,246.5,4646,5181,13,122,41,55,4,155,5810,26,81
"844",93.5,246.5,4558,5121,10,92,44,30,5,132,5934,23,80
"918",167.5,246.5,4785,5361,13,84,43,38,1,127,5755,22,84
"921",170.5,246.5,4699,4955,12,97,38,39,2,151,5891,21,78
"993",242.5,246.5,4742,5757,7,89,42,33,1,71,5531,20,89
"994",243.5,246.5,4822,5805,7,77,35,35,4,77,5355,20,90
"995",244.5,246.5,5059,6133,8,75,42,21,2,49,5338,20,95
"996",245.5,246.5,5025,6115,9,60,34,26,3,46,5381,32,94
"997",246.5,246.5,4879,6083,8,68,48,27,3,38,5233,9,94
"1009",8.5,245.5,4884,5498,10,81,38,36,1,89,5505,23,86
"1012",11.5,245.5,4713,5708,14,85,40,27,5,88,5381,18,89
"1013",12.5,245.5,4883,5498,11,69,32,35,4,100,5799,24,86
"1014",13.5,245.5,4864,5385,9,83,45,32,2,120,5865,19,84
"1015",14.5,245.5,5090,5666,10,63,40,37,5,89,5647,22,88
"1018",17.5,245.5,4937,5532,14,97,49,41,3,104,5739,18,86
"1019",18.5,245.5,4889,5513,18,71,54,48,3,101,5764,24,86
"1028",27.5,245.5,5008,5542,14,96,44,40,3,80,5594,13,86
"1029",28.5,245.5,5004,5602,14,90,40,32,6,77,5699,23,87
"1030",29.5,245.5,4880,5611,9,96,37,30,2,100,5685,17,87
"1031",30.5,245.5,4915,5503,15,102,30,36,2,94,5831,19,86
"1070",69.5,245.5,4589,4979,11,118,61,36,3,155,5955,27,78
"1071",70.5,245.5,4902,5751,13,77,34,24,2,73,5429,14,89
"1072",71.5,245.5,4881,5919,19,90,43,50,1,69,5480,18,92
"1075",74.5,245.5,5048,5996,10,50,41,34,3,43,5292,18,93
"1076",75.5,245.5,5066,6002,12,58,44,43,4,35,5338,10,93
"1077",76.5,245.5,5044,5962,15,58,37,31,4,54,5288,17,92
"1078",77.5,245.5,5031,6013,10,63,43,31,3,39,5298,26,93
"1079",78.5,245.5,5023,5954,18,61,32,35,4,47,5339,23,92
"1080",79.5,245.5,4956,5881,14,64,38,42,1,40,5397,21,91
"1081",80.5,245.5,5094,6134,22,68,48,33,3,52,5443,20,95
"1082",81.5,245.5,5101,6112,13,53,30,46,3,50,5455,15,94
"1083",82.5,245.5,5089,6067,12,57,32,30,2,55,5276,18,94
"1084",83.5,245.5,4966,6010,12,65,43,27,3,58,5532,24,93
"1085",84.5,245.5,5050,6140,13,48,40,36,4,45,5395,21,95
"1086",85.5,245.5,5159,5921,12,57,36,42,1,40,5486,14,92
"1087",86.5,245.5,5092,6034,4,62,30,29,2,51,5481,15,93
"1088",87.5,245.5,5005,6009,15,62,42,34,2,43,5347,21,93
"1089",88.5,245.5,5002,5999,9,52,19,40,1,50,5362,14,93
"1090",89.5,245.5,5128,6102,16,57,35,36,0,43,5483,12,94
"1091",90.5,245.5,5062,5973,15,61,38,36,3,45,5396,16,92
"1092",91.5,245.5,5069,6033,12,62,46,37,3,51,5581,20,93
"1093",92.5,245.5,5051,5925,15,56,36,25,3,54,5456,23,92
"1094",93.5,245.5,4904,5651,15,70,33,35,1,73,5505,18,88
"1095",94.5,245.5,4617,5091,10,84,50,36,3,154,5841,33,80
"1166",165.5,245.5,4606,5394,15,81,45,40,2,134,5679,22,84
"1167",166.5,245.5,4635,5202,17,83,47,34,2,119,5737,22,81
"1168",167.5,245.5,4765,5359,9,96,46,47,3,133,5673,24,84
"1170",169.5,245.5,4549,5193,16,77,45,29,4,137,5870,19,81
"1244",243.5,245.5,4686,5647,17,89,49,28,2,93,5415,18,88
"1245",244.5,245.5,4819,5625,9,79,40,28,5,97,5601,16,87
"1246",245.5,245.5,4833,5699,9,73,40,37,3,90,5527,20,89
"1247",246.5,245.5,4677,5630,16,103,39,40,1,86,5583,31,88
"1248",247.5,245.5,4798,5760,18,70,34,40,1,66,5313,21,89
"1256",5.5,244.5,4869,5518,11,96,48,39,3,101,5787,21,86
"1257",6.5,244.5,4871,5578,12,101,43,54,2,96,5762,20,87
"1258",7.5,244.5,4834,5700,7,92,55,31,3,86,5747,20,89
"1259",8.5,244.5,4870,5749,6,76,40,38,2,104,5623,19,89
"1260",9.5,244.5,4783,5186,10,132,45,49,5,84,5872,45,81
"1262",11.5,244.5,4472,5498,16,95,34,41,5,115,5791,23,86
"1267",16.5,244.5,4850,5583,10,92,38,42,1,85,5787,20,87
"1269",18.5,244.5,4873,5467,10,75,45,47,2,89,5639,20,85
"1272",21.5,244.5,4721,5519,17,125,44,46,2,89,5745,25,86
"1273",22.5,244.5,4845,5626,10,74,33,37,2,98,5644,18,87
"1277",26.5,244.5,4853,5234,9,98,64,52,2,112,5652,27,82
"1279",28.5,244.5,5066,5720,16,95,31,45,4,94,5735,16,89
"1280",29.5,244.5,4944,5505,12,94,38,28,4,88,5630,16,86
"1281",30.5,244.5,4899,5714,13,104,46,41,7,90,5803,18,89
"1282",31.5,244.5,4706,5418,9,122,57,46,3,93,5690,30,85
"1320",69.5,244.5,4757,5410,11,100,47,38,2,94,5557,25,84
"1321",70.5,244.5,4915,5782,16,87,31,28,5,89,5523,18,90
"1322",71.5,244.5,4927,6029,7,80,49,37,4,57,5323,29,93
"1323",72.5,244.5,5025,5965,8,74,43,35,3,46,5535,12,92
"1325",74.5,244.5,5066,6137,18,64,23,30,3,50,5378,26,95
"1326",75.5,244.5,4996,6194,8,60,40,39,3,57,5444,11,96
"1328",77.5,244.5,5017,5996,10,59,47,31,1,45,5545,26,93
"1329",78.5,244.5,5016,6061,7,72,41,42,5,40,5227,13,94
"1330",79.5,244.5,4936,5919,15,62,34,35,3,63,5400,18,92
"1331",80.5,244.5,4786,5704,9,93,56,52,2,73,5446,23,89
"1332",81.5,244.5,5058,5959,10,69,34,47,1,43,5357,19,92
"1333",82.5,244.5,4956,5968,14,50,30,33,1,53,5397,18,92
"1334",83.5,244.5,4988,6025,9,65,36,29,3,50,5440,24,93
"1335",84.5,244.5,4910,6043,21,64,33,31,6,48,5458,19,93
"1336",85.5,244.5,5046,6077,10,59,35,31,3,29,5486,11,94
"1337",86.5,244.5,5077,6115,14,62,37,39,3,47,5450,13,94
"1338",87.5,244.5,5084,5989,5,47,37,31,1,48,5345,21,93
"1339",88.5,244.5,5117,5893,8,53,31,35,1,64,5407,27,91
"1340",89.5,244.5,5115,6205,11,64,33,40,2,49,5364,20,96
"1341",90.5,244.5,5092,6035,13,64,43,21,2,66,5293,21,93
"1342",91.5,244.5,5052,6051,11,64,41,41,2,61,5366,15,94
"1343",92.5,244.5,5004,5930,13,74,36,39,2,54,5511,25,92
"1344",93.5,244.5,5060,5887,7,67,33,38,3,55,5425,20,91
"1345",94.5,244.5,4926,6065,10,68,28,35,3,51,5456,22,94
"1346",95.5,244.5,5053,5728,11,64,35,34,2,75,5375,17,89
"1347",96.5,244.5,4489,4843,15,131,56,39,2,168,5941,31,76
"1405",154.5,244.5,4496,5047,11,127,35,41,4,159,5786,24,79
"1407",156.5,244.5,4643,5285,18,84,40,29,4,117,5761,25,83
"1412",161.5,244.5,4594,5131,10,90,45,36,3,151,5823,21,80
"1413",162.5,244.5,4624,5245,13,70,43,49,3,150,5778,19,82
"1414",163.5,244.5,4763,5177,16,77,41,35,5,138,5868,20,81
"1415",164.5,244.5,4780,5328,9,70,43,29,3,134,5735,21,83
"1416",165.5,244.5,4622,5303,21,81,36,25,3,133,5750,19,83
"1417",166.5,244.5,4678,5231,10,71,39,42,3,136,5824,20,82
"1485",234.5,244.5,4566,4997,15,108,69,48,0,155,5971,22,78
"1486",235.5,244.5,4889,5808,12,78,43,32,3,87,5469,20,90
"1487",236.5,244.5,4861,5530,17,90,33,41,5,96,5484,22,86
"1488",237.5,244.5,4879,5545,16,66,44,28,0,77,5527,26,86
"1489",238.5,244.5,4745,5763,13,73,41,47,1,98,5620,15,89
"1490",239.5,244.5,4761,5568,6,60,28,38,2,110,5602,18,87
"1492",241.5,244.5,4626,5095,13,92,44,45,2,143,5750,17,80
"1493",242.5,244.5,4594,5174,11,87,45,36,3,154,5686,9,81
"1494",243.5,244.5,4568,5178,8,67,38,36,2,152,5687,18,81
"1495",244.5,244.5,4645,5242,12,88,42,28,1,129,5732,20,82
"1496",245.5,244.5,4848,5526,18,72,39,25,0,105,5650,13,86
"1497",246.5,244.5,4608,5306,12,100,53,32,7,137,5526,23,83
"1498",247.5,244.5,4805,5783,14,91,46,32,5,67,5298,23,90
"1499",248.5,244.5,4816,5668,11,80,29,34,0,86,5499,21,88
"1506",5.5,243.5,4915,5617,10,81,41,34,3,85,5669,20,87
"1507",6.5,243.5,4965,5700,8,84,51,27,5,77,5813,15,89
"1508",7.5,243.5,4967,5550,18,92,41,42,2,86,5704,18,86
"1516",15.5,243.5,4889,5581,10,93,38,36,5,99,5659,14,87
"1517",16.5,243.5,5077,5798,12,93,49,40,1,81,5682,16,90
"1518",17.5,243.5,5082,5495,14,89,27,26,4,95,5639,21,86
"1519",18.5,243.5,4943,5615,13,75,30,27,2,108,5735,25,87
"1523",22.5,243.5,5047,5680,13,86,47,31,4,77,5715,19,88
"1524",23.5,243.5,5006,5485,15,68,46,40,3,92,5575,17,85
"1525",24.5,243.5,4923,5625,14,85,27,21,6,84,5573,23,87
"1526",25.5,243.5,4818,5586,15,92,48,37,3,62,5483,33,87
"1527",26.5,243.5,4862,5535,13,69,42,38,2,112,5718,18,86
"1532",31.5,243.5,4878,5547,15,79,32,29,5,106,5640,18,86
"1533",32.5,243.5,4816,5634,13,87,38,37,3,100,5771,16,88
"1570",69.5,243.5,4918,5594,12,89,31,35,4,102,5607,23,87
"1571",70.5,243.5,4976,5554,8,75,28,42,5,82,5692,19,86
"1572",71.5,243.5,4922,5714,13,66,36,45,4,54,5412,17,89
"1573",72.5,243.5,5107,6116,10,55,44,31,3,36,5397,15,95
"1574",73.5,243.5,5111,6165,14,55,34,35,4,36,5415,15,95
"1575",74.5,243.5,4840,5825,10,120,50,59,2,61,5537,21,90
"1576",75.5,243.5,5045,6016,5,55,37,38,1,49,5468,15,93
"1577",76.5,243.5,4873,5937,10,57,47,48,3,66,5413,17,92
"1578",77.5,243.5,5149,6043,13,42,44,29,4,51,5461,18,93
"1579",78.5,243.5,5008,5911,15,53,30,34,4,48,5570,13,92
"1581",80.5,243.5,4945,5736,11,78,44,49,2,67,5456,24,89
"1582",81.5,243.5,4985,5977,9,54,32,40,3,52,5420,19,93
"1583",82.5,243.5,5084,5888,14,67,34,35,2,47,5585,25,91
"1584",83.5,243.5,5085,5808,12,73,43,32,2,70,5527,21,90
"1585",84.5,243.5,5038,5890,16,67,41,46,5,69,5552,20,91
"1586",85.5,243.5,4996,6011,12,53,40,31,2,52,5389,12,93
"1587",86.5,243.5,5095,5984,10,54,34,33,2,39,5505,19,93
"1588",87.5,243.5,4924,5935,13,81,53,32,2,67,5491,17,92
"1589",88.5,243.5,5170,6103,7,65,57,31,3,48,5425,19,94
"1590",89.5,243.5,5165,5927,3,68,35,32,1,44,5408,21,92
"1591",90.5,243.5,5050,6068,17,64,26,33,0,50,5442,19,94
"1593",92.5,243.5,5004,6030,14,64,37,34,2,59,5496,28,93
"1594",93.5,243.5,4932,5924,13,78,37,34,2,48,5513,15,92
"1595",94.5,243.5,4953,5971,13,69,29,30,3,49,5395,16,92
"1596",95.5,243.5,5216,5929,18,65,32,46,3,60,5527,16,92
"1658",157.5,243.5,4625,5230,13,80,40,44,5,140,5860,20,82
"1659",158.5,243.5,4592,5389,15,98,36,36,2,126,5591,16,84
"1660",159.5,243.5,4699,5314,9,92,47,30,4,130,5769,25,83
"1661",160.5,243.5,4680,5281,14,81,37,33,3,153,5797,19,83
"1662",161.5,243.5,4639,5299,16,76,36,25,2,147,5674,19,83
"1663",162.5,243.5,4665,5231,8,90,39,41,4,125,5689,21,82
"1665",164.5,243.5,4671,5208,20,89,35,29,5,129,5865,26,82
"1666",165.5,243.5,4711,5111,14,71,40,33,5,142,5801,24,80
"1667",166.5,243.5,4531,5158,10,73,34,35,7,138,5677,19,81
"1668",167.5,243.5,4716,5248,11,80,34,42,1,149,5833,17,82
"1669",168.5,243.5,4548,5113,9,109,65,36,5,118,5715,26,80
"1735",234.5,243.5,4767,5401,7,96,50,43,2,86,5503,14,84
"1736",235.5,243.5,4764,5648,9,89,38,39,1,77,5510,20,88
"1737",236.5,243.5,4802,5605,20,89,31,42,3,105,5392,27,87
"1738",237.5,243.5,4853,5592,12,79,35,27,4,105,5572,23,87
"1739",238.5,243.5,4788,5670,18,78,34,31,2,82,5484,21,88
"1740",239.5,243.5,4773,5481,9,70,40,33,3,67,5636,23,85
"1741",240.5,243.5,4736,5757,12,87,35,31,3,87,5492,19,89
"1743",242.5,243.5,4437,5069,16,85,45,30,1,161,5900,23,80
"1744",243.5,243.5,4547,5106,16,86,40,41,3,148,5828,14,80
"1748",247.5,243.5,4833,5586,10,76,31,27,1,80,5437,14,87
"1749",248.5,243.5,4982,6017,8,57,37,28,2,69,5310,19,93
"1750",249.5,243.5,4786,5712,12,72,35,37,2,90,5418,13,89
"1755",4.5,242.5,4886,5247,8,123,40,45,5,137,5942,28,82
"1756",5.5,242.5,4785,5642,11,92,37,31,4,97,5762,20,88
"1757",6.5,242.5,4923,5602,10,93,45,45,3,88,5601,22,87
"1758",7.5,242.5,4913,5526,11,71,36,42,3,96,5800,10,86
"1759",8.5,242.5,4891,5510,13,103,49,39,4,106,5724,18,86
"1761",10.5,242.5,4769,5562,12,83,41,39,5,91,5437,15,87
"1767",16.5,242.5,4788,5695,14,122,43,42,1,85,5772,15,88
"1768",17.5,242.5,4876,5827,9,84,42,34,2,98,5682,17,90
"1769",18.5,242.5,4861,5677,17,116,37,45,5,72,5742,25,88
"1771",20.5,242.5,4797,5517,14,83,37,35,1,116,5735,21,86
"1773",22.5,242.5,4984,5617,16,71,37,37,2,102,5832,16,87
"1774",23.5,242.5,4950,5692,12,65,38,30,3,96,5687,16,88
"1775",24.5,242.5,5068,5520,11,87,38,41,0,85,5712,29,86
"1776",25.5,242.5,5135,5727,9,73,38,39,2,88,5626,18,89
"1777",26.5,242.5,4858,5331,7,112,40,41,5,113,6033,21,83
"1781",30.5,242.5,4809,5647,15,124,35,34,2,92,5769,25,88
"1786",35.5,242.5,4999,5564,13,120,38,31,1,93,5737,23,87
"1820",69.5,242.5,4934,5478,14,75,40,32,3,105,5630,22,85
"1821",70.5,242.5,5028,5773,13,75,40,31,5,66,5409,11,90
"1822",71.5,242.5,4944,5990,11,64,30,24,2,48,5392,22,93
"1823",72.5,242.5,4983,6061,18,66,31,31,1,47,5452,11,94
"1824",73.5,242.5,5200,6038,10,58,38,33,2,44,5350,21,93
"1828",77.5,242.5,5065,6037,22,61,48,33,5,54,5319,18,93
"1829",78.5,242.5,4954,5821,8,84,36,44,5,43,5386,13,90
"1830",79.5,242.5,4816,5641,10,102,44,55,4,70,5473,17,88
"1831",80.5,242.5,4982,5786,16,81,52,50,2,76,5556,24,90
"1833",82.5,242.5,5002,5922,9,48,33,32,1,54,5439,18,92
"1834",83.5,242.5,5017,5988,9,62,45,37,0,57,5565,18,93
"1835",84.5,242.5,5101,6151,8,63,43,34,1,42,5298,16,95
"1836",85.5,242.5,5031,6086,17,56,28,39,6,44,5385,22,94
"1837",86.5,242.5,5071,6124,6,52,39,30,2,49,5321,24,95
"1838",87.5,242.5,5077,5928,13,50,39,38,5,70,5506,21,92
"1839",88.5,242.5,5136,5969,13,48,25,33,1,36,5505,19,92
"1840",89.5,242.5,5060,6164,12,62,72,42,5,56,5310,18,95
"1841",90.5,242.5,5011,5984,11,49,43,43,4,48,5222,32,93
"1842",91.5,242.5,5030,6086,21,50,36,26,1,61,5440,12,94
"1843",92.5,242.5,4997,6016,6,72,41,44,3,54,5449,17,93
"1844",93.5,242.5,5093,5886,13,65,27,38,2,49,5527,22,91
"1845",94.5,242.5,4968,5886,14,72,40,25,5,52,5540,16,91
"1878",127.5,242.5,4766,5667,13,90,37,28,3,86,5607,19,88
"1904",153.5,242.5,4648,5171,14,93,41,30,3,143,5600,21,81
"1908",157.5,242.5,4696,5200,10,85,48,33,1,140,5765,15,81
"1909",158.5,242.5,4620,5252,7,72,53,32,4,135,5927,23,82
"1910",159.5,242.5,4647,5405,11,82,34,31,1,126,5820,22,84
"1911",160.5,242.5,4619,5276,7,78,36,30,1,131,5823,26,82
"1912",161.5,242.5,4643,5477,9,100,43,32,2,135,5645,31,85
"1913",162.5,242.5,4636,5125,9,89,50,27,3,126,5679,26,80
"1914",163.5,242.5,4706,5360,10,75,33,40,1,131,5779,26,84
"1915",164.5,242.5,4618,5303,12,89,42,40,1,138,5769,17,83
"1916",165.5,242.5,4558,5211,9,69,36,25,2,142,5842,15,82
"1917",166.5,242.5,4633,5157,17,88,60,42,2,125,5941,26,81
"1918",167.5,242.5,4672,5262,18,83,43,39,5,139,5728,27,82
"1989",238.5,242.5,4775,5709,14,82,37,25,1,81,5771,23,89
"1990",239.5,242.5,4743,5447,10,79,43,43,6,112,5550,20,85
"1991",240.5,242.5,4574,5239,12,86,57,35,5,153,5818,19,82
"1992",241.5,242.5,4443,4982,23,93,41,45,4,157,5883,24,78
"1998",247.5,242.5,4620,5502,12,106,50,45,6,118,5632,20,86
"1999",248.5,242.5,4736,5756,12,76,41,37,4,96,5593,19,89
"2004",3.5,241.5,4847,5157,12,130,52,42,5,107,5875,24,81
"2005",4.5,241.5,4978,5600,9,86,48,42,2,87,5779,14,87
"2006",5.5,241.5,4954,5797,11,107,48,40,4,99,5766,20,90
"2007",6.5,241.5,5006,5685,11,102,38,39,4,104,5619,21,88
"2008",7.5,241.5,4875,5744,11,97,37,38,2,84,5688,22,89
"2009",8.5,241.5,4937,5642,15,95,38,27,3,101,5806,23,88
"2012",11.5,241.5,5094,5585,15,91,35,42,1,73,5400,18,87
"2013",12.5,241.5,4998,5528,6,91,54,37,4,85,5660,27,86
"2015",14.5,241.5,4815,5261,7,107,74,46,2,114,5827,18,82
"2023",22.5,241.5,4902,5526,10,100,54,31,1,75,5346,23,86
"2024",23.5,241.5,5002,5917,14,69,37,30,2,66,5549,16,92
"2025",24.5,241.5,4964,5596,10,74,22,43,7,81,5769,19,87
"2026",25.5,241.5,4906,5658,12,89,45,28,2,80,5563,25,88
"2031",30.5,241.5,4846,5168,12,101,52,42,7,113,5858,20,81
"2033",32.5,241.5,4972,5596,5,75,31,34,4,101,5552,17,87
"2034",33.5,241.5,4888,5589,10,84,43,35,5,95,5784,15,87
"2035",34.5,241.5,4935,5324,18,81,31,39,3,133,5891,17,83
"2036",35.5,241.5,4808,5543,10,81,43,34,3,97,5632,21,86
"2037",36.5,241.5,4941,5772,9,84,39,36,2,91,5721,20,90
