"","x","y","Al","Ca","Cr","Fe","K","Mg","Mn","Na","Si","Ti","An"
"32898",147.5,118.5,4680,5641,15,78,41,26,1,82,5568,14,88
"32899",148.5,118.5,4600,5414,16,126,46,39,0,86,5545,21,84
"32900",149.5,118.5,4713,5504,15,87,32,28,4,101,5767,26,86
"32901",150.5,118.5,4945,5821,11,70,41,24,3,82,5522,13,90
"32902",151.5,118.5,4838,5566,14,72,29,35,1,86,5588,14,87
"32903",152.5,118.5,4792,5636,17,78,27,36,4,98,5731,10,88
"32904",153.5,118.5,4811,5785,13,89,41,42,3,104,5623,19,90
"32905",154.5,118.5,4818,5436,9,62,31,37,3,101,5593,21,85
"32906",155.5,118.5,4893,5586,11,84,31,39,4,112,5734,19,87
"32907",156.5,118.5,4873,5544,17,85,30,29,2,115,5734,19,86
"32908",157.5,118.5,4809,5586,11,88,48,55,5,108,5750,17,87
"32909",158.5,118.5,4870,5634,13,76,32,31,3,111,5631,15,88
"32910",159.5,118.5,4821,5496,18,69,39,30,5,139,5591,23,86
"32911",160.5,118.5,4840,5697,8,102,47,29,6,111,5664,17,89
"32913",162.5,118.5,4629,5050,12,80,43,30,6,166,5943,20,79
"32937",186.5,118.5,4592,5184,11,96,40,37,1,133,5803,24,81
"32938",187.5,118.5,4642,5161,11,92,36,28,0,149,5879,23,81
"32939",188.5,118.5,4717,5260,13,100,52,35,3,143,5673,23,82
"32940",189.5,118.5,4615,5380,8,79,54,43,2,126,5708,12,84
"32941",190.5,118.5,4586,5210,11,82,42,31,2,136,5844,23,82
"32942",191.5,118.5,4823,5426,14,79,51,35,4,156,5774,17,85
"32943",192.5,118.5,4587,5349,6,87,78,40,2,139,5730,35,84
"32944",193.5,118.5,4597,5352,11,66,40,40,1,112,5774,13,84
"32945",194.5,118.5,4779,5448,19,106,41,29,4,136,5808,20,85
"32946",195.5,118.5,4653,5280,10,83,48,36,4,131,5764,27,83
"32947",196.5,118.5,4678,5085,19,75,45,48,3,149,5900,11,80
"32948",197.5,118.5,4684,5237,10,93,43,42,3,116,5868,18,82
"32949",198.5,118.5,4686,5366,11,55,34,38,3,125,5810,25,84
"32951",200.5,118.5,4668,5216,16,97,48,32,1,133,5741,19,82
"32952",201.5,118.5,4645,5185,9,94,56,21,0,145,5757,16,81
"32953",202.5,118.5,4633,5141,9,131,51,40,4,150,5963,24,81
"32990",239.5,118.5,4793,5595,13,96,33,46,2,111,5496,19,87
"33006",5.5,117.5,4523,5170,15,91,68,32,4,102,5835,24,81
"33009",8.5,117.5,5019,5676,15,84,48,31,2,89,5413,15,88
"33010",9.5,117.5,4711,5241,12,114,56,40,5,119,5761,24,82
"33011",10.5,117.5,4667,5625,12,64,49,33,5,84,5799,18,87
"33014",13.5,117.5,4985,5677,12,80,30,30,3,79,5542,16,88
"33015",14.5,117.5,4985,5805,10,81,39,37,6,89,5669,14,90
"33016",15.5,117.5,5043,5897,13,69,44,26,4,69,5521,17,91
"33018",17.5,117.5,5103,5785,15,85,34,34,2,80,5607,27,90
"33019",18.5,117.5,4979,5773,12,87,32,30,1,90,5727,22,90
"33020",19.5,117.5,4971,5904,15,87,39,30,5,80,5525,21,91
"33021",20.5,117.5,4888,5850,13,79,36,30,3,71,5555,17,91
"33026",25.5,117.5,4960,5698,10,94,40,32,2,108,5608,20,89
"33044",43.5,117.5,4838,5290,11,64,46,30,3,131,5793,21,83
"33048",47.5,117.5,4866,5377,14,70,45,31,4,138,5846,22,84
"33049",48.5,117.5,4851,5549,11,67,37,30,4,131,5710,30,86
"33050",49.5,117.5,4804,5677,11,82,49,37,7,110,5770,21,88
"33051",50.5,117.5,4790,5548,13,88,30,35,1,105,5573,21,86
"33052",51.5,117.5,4949,5623,10,72,38,36,3,92,5613,17,87
"33053",52.5,117.5,4725,5533,13,70,39,27,4,132,5724,22,86
"33054",53.5,117.5,4730,5437,20,66,51,31,5,121,5886,14,85
"33055",54.5,117.5,4749,5476,13,82,43,30,2,117,5926,26,85
"33058",57.5,117.5,4809,5561,15,74,33,31,2,100,5869,21,87
"33059",58.5,117.5,4821,5491,12,68,27,36,3,135,5760,22,86
"33060",59.5,117.5,4943,5068,9,82,105,20,4,142,5940,20,79
"33062",61.5,117.5,4795,5544,11,69,39,45,1,105,5820,25,86
"33063",62.5,117.5,4715,5364,13,93,38,41,2,119,5849,23,84
"33067",66.5,117.5,5031,6078,8,73,39,19,2,60,5645,22,94
"33068",67.5,117.5,5056,5745,12,75,34,45,4,69,5642,20,89
"33069",68.5,117.5,5068,5731,10,99,45,26,0,84,5807,16,89
"33089",88.5,117.5,5073,5920,5,88,44,56,5,51,5546,32,92
"33090",89.5,117.5,4956,6056,12,72,39,28,2,48,5404,24,94
"33092",91.5,117.5,4944,5856,19,82,30,34,2,71,5373,16,91
"33093",92.5,117.5,4992,5840,15,80,33,30,6,78,5629,12,91
"33094",93.5,117.5,5068,5868,11,71,54,25,4,71,5483,15,91
"33095",94.5,117.5,5022,6024,11,50,28,39,2,76,5522,25,93
"33096",95.5,117.5,5129,5860,13,66,39,37,1,58,5423,14,91
"33097",96.5,117.5,5073,6052,8,59,46,44,5,52,5347,16,94
"33098",97.5,117.5,4944,6045,11,81,30,25,2,56,5468,20,93
"33099",98.5,117.5,4958,6048,18,55,40,37,1,61,5420,20,94
"33100",99.5,117.5,4931,6131,12,53,44,41,2,45,5484,23,95
"33101",100.5,117.5,5071,6030,15,71,43,30,1,59,5378,18,93
"33102",101.5,117.5,4939,6057,15,61,37,28,2,54,5327,20,94
"33103",102.5,117.5,4878,6028,14,67,39,45,1,49,5476,16,93
"33104",103.5,117.5,5002,6025,12,65,26,36,3,54,5404,16,93
"33105",104.5,117.5,5085,6113,10,74,30,45,1,49,5463,11,94
"33107",106.5,117.5,5005,5746,7,54,32,30,3,54,5251,22,89
"33108",107.5,117.5,5155,6130,8,52,40,23,3,48,5337,19,95
"33109",108.5,117.5,5004,6094,15,50,35,34,2,46,5388,17,94
"33110",109.5,117.5,5068,6081,8,56,35,35,2,49,5355,20,94
"33111",110.5,117.5,5081,6067,19,51,38,22,5,46,5349,22,94
"33112",111.5,117.5,5018,6083,15,58,30,38,1,36,5293,16,94
"33113",112.5,117.5,5025,6111,11,60,31,31,2,50,5254,18,94
"33114",113.5,117.5,5121,6143,13,52,30,32,6,37,5266,17,95
"33115",114.5,117.5,5092,6195,12,58,29,28,3,35,5156,19,96
"33116",115.5,117.5,5157,6062,16,60,37,38,3,51,5407,19,94
"33117",116.5,117.5,4999,5908,9,47,50,32,2,38,5170,13,92
"33118",117.5,117.5,5044,6017,14,75,32,38,2,47,5369,26,93
"33119",118.5,117.5,4867,5777,11,71,44,40,2,40,5245,12,90
"33120",119.5,117.5,5055,6043,10,58,30,28,3,57,5352,27,93
"33121",120.5,117.5,4927,5946,15,72,45,30,6,42,5466,17,92
"33122",121.5,117.5,5062,5935,16,91,41,39,4,60,5523,19,92
"33123",122.5,117.5,5039,5929,11,75,34,32,2,55,5467,22,92
"33124",123.5,117.5,4961,6165,12,61,32,35,4,44,5374,14,95
"33125",124.5,117.5,4990,5927,14,69,27,24,3,65,5425,15,92
"33126",125.5,117.5,5000,6070,13,63,35,31,6,66,5314,24,94
"33127",126.5,117.5,4947,5697,17,78,37,33,2,73,5422,20,89
"33128",127.5,117.5,4904,5929,13,69,31,36,1,88,5560,21,92
"33129",128.5,117.5,4991,5876,11,53,33,30,3,75,5384,10,91
"33130",129.5,117.5,4910,5752,17,65,32,33,4,60,5366,14,89
"33136",135.5,117.5,5025,5962,14,68,35,41,3,59,5515,24,92
"33137",136.5,117.5,5029,5981,13,79,48,45,3,59,5394,14,93
"33138",137.5,117.5,4950,5919,13,85,33,38,4,56,5329,17,92
"33147",146.5,117.5,4723,5177,13,85,43,22,4,161,5945,20,81
"33148",147.5,117.5,4713,5292,15,100,42,36,2,129,5753,19,83
"33150",149.5,117.5,4807,5597,14,83,31,40,4,88,5697,14,87
"33151",150.5,117.5,4844,5295,15,80,38,30,5,102,5813,15,83
"33152",151.5,117.5,4707,5357,13,66,35,30,5,140,5758,14,84
"33153",152.5,117.5,5001,5581,10,61,38,33,4,123,5669,23,87
"33154",153.5,117.5,4862,5574,12,77,36,41,3,106,5773,16,87
"33155",154.5,117.5,4827,5660,13,66,42,36,4,90,5670,26,88
"33156",155.5,117.5,4892,5710,14,94,48,40,1,89,5565,16,89
"33157",156.5,117.5,4957,5589,9,72,43,25,4,96,5777,16,87
"33158",157.5,117.5,4731,5481,12,87,42,35,3,106,5676,14,85
"33159",158.5,117.5,4650,5297,11,75,48,34,1,160,5884,30,83
"33160",159.5,117.5,4594,5103,13,82,42,45,4,167,5975,21,80
"33188",187.5,117.5,4635,5257,10,59,46,35,2,154,5750,19,82
"33189",188.5,117.5,4635,5207,18,79,42,19,2,137,5857,15,81
"33190",189.5,117.5,4679,5252,13,92,41,36,3,153,5831,23,82
"33191",190.5,117.5,4692,5375,8,95,36,32,0,129,5752,23,84
"33192",191.5,117.5,4606,5114,20,94,26,33,3,134,5795,24,80
"33193",192.5,117.5,4737,5393,6,81,34,35,3,125,5787,15,84
"33194",193.5,117.5,4670,5281,9,97,46,32,3,138,5822,19,83
"33196",195.5,117.5,4638,5154,14,94,58,35,3,147,5850,23,81
"33197",196.5,117.5,4577,5217,14,85,34,35,3,143,5870,12,82
"33198",197.5,117.5,4648,5105,12,75,39,34,2,130,6011,21,80
"33199",198.5,117.5,4624,5210,16,86,36,22,1,163,5812,34,82
"33200",199.5,117.5,4663,5221,14,98,40,44,4,139,5736,23,82
"33201",200.5,117.5,4668,5180,12,103,48,56,7,149,5909,17,81
"33238",237.5,117.5,4753,5584,18,88,39,39,4,103,5547,19,87
"33239",238.5,117.5,4849,5447,11,112,46,37,3,135,5688,22,85
"33240",239.5,117.5,4776,5513,17,85,35,44,4,131,5738,21,86
"33259",8.5,116.5,4978,5697,10,87,54,27,1,76,5469,15,89
"33260",9.5,116.5,5009,5723,18,79,31,31,4,87,5537,27,89
"33261",10.5,116.5,4812,5689,14,96,34,40,5,93,5866,14,88
"33262",11.5,116.5,4785,5652,11,80,27,27,3,121,5707,14,88
"33263",12.5,116.5,4849,5562,15,70,43,31,0,105,5689,22,87
"33264",13.5,116.5,4944,5858,14,99,40,32,5,66,5677,25,91
"33265",14.5,116.5,4789,5460,13,114,58,41,4,82,5914,25,85
"33266",15.5,116.5,4931,5742,16,69,48,27,2,78,5618,18,89
"33267",16.5,116.5,5087,5723,12,64,31,35,7,91,5570,16,89
"33268",17.5,116.5,4835,5798,11,93,36,36,3,103,5548,18,90
"33269",18.5,116.5,4967,5591,17,77,47,37,2,111,5689,25,87
"33272",21.5,116.5,5160,6014,10,76,41,37,5,58,5766,16,93
"33273",22.5,116.5,4918,5573,11,72,31,25,7,108,5670,17,87
"33274",23.5,116.5,4915,5549,16,79,36,41,4,83,5617,16,86
"33276",25.5,116.5,4929,5637,12,93,38,35,2,80,5668,17,88
"33291",40.5,116.5,4677,5330,7,86,39,50,4,126,5895,16,83
"33292",41.5,116.5,4898,5286,9,65,35,36,4,109,5704,20,83
"33293",42.5,116.5,4735,5519,12,73,42,38,2,114,5794,15,86
"33294",43.5,116.5,4802,5351,11,62,35,46,2,136,5913,32,84
"33295",44.5,116.5,4685,5211,18,76,39,37,2,149,5917,18,82
"33296",45.5,116.5,4936,5451,12,64,33,25,4,111,5751,25,85
"33297",46.5,116.5,4870,5411,10,64,42,21,4,88,5732,15,84
"33298",47.5,116.5,4929,5547,18,71,42,45,1,105,5810,22,86
"33299",48.5,116.5,4903,5537,13,66,39,31,5,116,5814,20,86
"33300",49.5,116.5,4820,5628,13,75,45,34,5,111,5690,23,88
"33301",50.5,116.5,4957,5474,12,70,45,35,1,101,5735,21,85
"33302",51.5,116.5,4997,5408,14,59,30,35,1,96,5821,25,84
"33303",52.5,116.5,4801,5501,10,76,36,27,5,122,5709,15,86
"33304",53.5,116.5,4830,5353,13,90,46,29,1,127,5872,18,84
"33305",54.5,116.5,4770,5386,12,69,35,32,3,117,5783,19,84
"33306",55.5,116.5,4947,5500,10,65,50,39,3,113,5901,22,86
"33308",57.5,116.5,4973,5394,14,72,31,31,2,121,6042,12,84
"33312",61.5,116.5,4869,5465,5,67,35,36,3,130,5908,20,85
"33313",62.5,116.5,5101,5640,13,71,39,36,2,77,5817,16,88
"33314",63.5,116.5,5031,5674,19,79,41,33,1,100,5643,21,88
"33317",66.5,116.5,4662,5864,14,117,33,50,3,76,5523,19,91
"33337",86.5,116.5,4914,5806,10,86,57,45,6,66,5442,18,90
"33338",87.5,116.5,5168,6061,8,72,27,42,6,57,5544,18,94
"33339",88.5,116.5,5072,5981,5,65,35,37,2,55,5466,22,93
"33340",89.5,116.5,4875,5687,11,76,37,38,2,65,5546,12,88
"33341",90.5,116.5,4899,5752,14,65,37,45,1,78,5537,10,89
"33344",93.5,116.5,5006,5890,17,70,39,33,3,66,5411,10,91
"33345",94.5,116.5,5365,6003,19,72,44,51,2,66,5692,24,93
"33346",95.5,116.5,5124,6084,14,75,38,31,3,54,5689,15,94
"33347",96.5,116.5,5069,6159,13,59,29,29,2,55,5541,19,95
"33348",97.5,116.5,5003,6072,17,70,36,30,2,47,5415,18,94
"33349",98.5,116.5,5115,5980,8,58,38,29,3,48,5384,19,93
"33350",99.5,116.5,5135,6028,16,68,38,28,4,51,5525,13,93
"33351",100.5,116.5,4934,6042,10,60,40,30,5,48,5432,7,93
"33352",101.5,116.5,4992,6050,6,59,33,27,3,54,5447,19,94
"33353",102.5,116.5,5152,6103,13,65,29,19,2,61,5384,23,94
"33354",103.5,116.5,4970,5929,12,71,46,29,4,51,5434,21,92
"33355",104.5,116.5,4989,6096,15,70,40,38,0,58,5381,10,94
"33357",106.5,116.5,5100,6111,13,56,41,32,1,52,5491,19,94
"33358",107.5,116.5,4954,6014,9,77,29,24,4,57,5379,16,93
"33359",108.5,116.5,5060,6120,11,51,38,29,0,46,5369,23,95
"33360",109.5,116.5,5030,6101,16,53,31,39,1,39,5495,20,94
"33361",110.5,116.5,5075,6072,7,52,36,40,0,46,5477,25,94
"33362",111.5,116.5,5053,6144,13,64,29,30,3,39,5409,16,95
"33363",112.5,116.5,5100,6138,8,46,39,37,5,45,5301,13,95
"33364",113.5,116.5,5000,6136,12,55,37,31,2,42,5401,13,95
"33365",114.5,116.5,5163,6105,13,59,28,29,1,44,5376,19,94
"33366",115.5,116.5,5159,6229,14,54,39,27,5,49,5380,19,96
"33367",116.5,116.5,5069,6003,16,61,37,29,3,48,5412,17,93
"33368",117.5,116.5,4908,5981,12,69,44,40,1,47,5241,16,93
"33369",118.5,116.5,5030,6092,12,60,28,25,3,50,5334,10,94
"33371",120.5,116.5,5045,6025,12,55,34,33,4,52,5419,16,93
"33372",121.5,116.5,5083,6116,9,68,38,35,0,44,5346,20,95
"33373",122.5,116.5,4986,6010,11,57,32,34,2,40,5329,15,93
"33374",123.5,116.5,5046,5933,10,71,38,33,4,47,5446,16,92
"33375",124.5,116.5,4936,6029,15,67,33,32,4,61,5306,22,93
"33376",125.5,116.5,5083,6100,12,68,37,32,1,50,5333,14,94
"33377",126.5,116.5,5084,5905,11,64,47,46,1,55,5495,17,91
"33378",127.5,116.5,4939,5812,11,78,38,55,2,67,5520,13,90
"33379",128.5,116.5,4906,5751,3,40,35,49,2,84,5557,14,89
"33380",129.5,116.5,4926,5832,11,61,39,26,2,59,5529,29,90
"33381",130.5,116.5,4956,5925,4,82,44,32,1,53,5565,17,92
"33386",135.5,116.5,5110,5918,10,57,41,39,4,66,5473,14,92
"33387",136.5,116.5,5122,5957,18,85,50,32,3,64,5408,14,92
"33388",137.5,116.5,5066,5903,10,58,39,25,3,62,5507,25,91
"33389",138.5,116.5,5001,6014,7,66,48,24,3,71,5358,8,93
"33390",139.5,116.5,5033,5932,12,65,40,35,0,59,5394,19,92
"33391",140.5,116.5,4912,5720,9,86,43,40,5,57,5234,22,89
"33398",147.5,116.5,4562,5120,16,83,43,27,2,157,6011,15,80
"33399",148.5,116.5,4796,5274,10,82,52,31,1,115,5862,18,82
"33400",149.5,116.5,4666,5310,11,128,41,42,4,100,5607,28,83
"33401",150.5,116.5,4690,5337,13,94,42,38,1,98,5617,17,83
"33402",151.5,116.5,4813,5479,12,74,44,33,3,115,5620,24,85
"33403",152.5,116.5,4773,5541,14,76,39,27,5,110,5679,25,86
"33404",153.5,116.5,4808,5572,13,83,43,37,4,109,5551,17,87
"33405",154.5,116.5,4576,5009,10,90,52,41,4,164,5960,19,79
"33406",155.5,116.5,4454,5012,10,73,41,40,2,175,5880,23,79
"33407",156.5,116.5,4584,5247,12,104,46,37,7,158,5826,23,82
"33439",188.5,116.5,4554,5264,12,82,27,46,2,114,5792,18,82
"33440",189.5,116.5,4790,5258,6,77,50,31,1,144,5737,17,82
"33441",190.5,116.5,4531,5355,3,88,39,38,4,126,5692,15,84
"33442",191.5,116.5,4692,5206,13,104,42,34,4,164,5876,18,81
"33443",192.5,116.5,4672,5237,10,79,43,36,5,109,5826,16,82
"33444",193.5,116.5,4693,5301,14,82,41,31,2,143,5733,26,83
"33445",194.5,116.5,4541,5205,15,81,46,43,1,161,5863,21,81
"33446",195.5,116.5,4757,5132,11,68,44,36,4,145,5864,22,80
"33447",196.5,116.5,4634,5197,15,102,43,40,4,165,5815,22,81
"33449",198.5,116.5,4595,4845,5,91,85,50,2,152,5961,20,76
"33450",199.5,116.5,4704,5341,21,101,61,45,4,129,5737,21,83
"33475",224.5,116.5,4514,5140,13,122,53,43,4,163,6007,24,81
"33489",238.5,116.5,4847,5757,14,101,33,35,4,84,5533,21,89
"33490",239.5,116.5,4770,5676,9,103,42,21,5,84,5669,14,88
"33506",5.5,115.5,4819,5580,10,102,96,54,6,69,5601,20,87
"33507",6.5,115.5,4780,5345,8,107,53,31,2,106,5658,26,83
"33508",7.5,115.5,5005,5614,8,86,48,37,3,114,5795,22,87
"33509",8.5,115.5,4960,5831,14,68,40,40,8,90,5735,28,90
"33510",9.5,115.5,4515,5339,12,74,40,19,4,107,5591,21,83
"33511",10.5,115.5,4891,5681,12,82,53,34,2,100,5870,20,88
"33512",11.5,115.5,4761,5897,16,66,27,45,3,73,5791,18,91
"33513",12.5,115.5,4829,5385,11,107,68,54,2,115,5855,17,84
"33514",13.5,115.5,5059,5784,8,85,43,37,5,83,5537,23,90
"33515",14.5,115.5,4882,5799,10,73,29,45,1,80,5705,21,90
"33516",15.5,115.5,4810,5368,11,79,44,35,1,92,5540,27,84
"33520",19.5,115.5,4968,5788,18,83,42,38,3,78,5618,23,90
"33521",20.5,115.5,4955,5770,15,87,27,31,3,82,5529,11,90
"33522",21.5,115.5,4874,5843,16,85,34,39,2,60,5601,20,91
"33523",22.5,115.5,4988,5830,9,66,39,36,3,83,5635,28,90
"33524",23.5,115.5,4659,5335,19,114,45,53,5,128,5848,17,83
"33538",37.5,115.5,4662,5396,19,113,53,53,1,95,5436,19,84
"33542",41.5,115.5,5016,5501,10,65,37,38,6,118,5688,19,86
"33543",42.5,115.5,4719,5511,17,66,44,42,4,118,5640,13,86
"33544",43.5,115.5,4868,5309,11,83,40,30,4,133,5847,13,83
"33545",44.5,115.5,4703,5194,12,79,35,37,2,140,5883,27,81
"33546",45.5,115.5,4784,5363,3,75,39,21,8,135,5701,24,84
"33547",46.5,115.5,4933,5472,12,64,39,37,1,115,5776,16,85
"33548",47.5,115.5,4689,5512,10,61,44,28,4,153,5875,27,86
"33549",48.5,115.5,4891,5453,10,73,36,40,2,125,5693,14,85
"33550",49.5,115.5,4848,5467,14,70,29,32,3,91,5639,16,85
"33551",50.5,115.5,4821,5410,15,70,49,29,4,132,5765,16,84
"33552",51.5,115.5,4750,5389,11,106,35,48,5,125,5762,28,84
"33554",53.5,115.5,4685,5348,13,90,47,34,0,105,5728,21,84
"33555",54.5,115.5,4870,5367,9,60,48,26,2,126,5904,19,84
"33556",55.5,115.5,4865,5471,18,68,35,40,2,105,5749,16,85
"33557",56.5,115.5,4925,5451,19,75,35,33,4,139,5666,18,85
"33558",57.5,115.5,4623,5106,9,70,45,25,7,92,5975,11,80
"33560",59.5,115.5,4939,5617,5,54,42,40,4,96,5625,16,87
"33561",60.5,115.5,4850,5698,8,63,39,32,2,95,5680,11,89
"33565",64.5,115.5,4997,5847,12,66,31,31,3,72,5455,18,91
"33566",65.5,115.5,4835,5574,8,89,45,39,1,102,5576,24,87
"33567",66.5,115.5,4955,5714,12,91,34,49,3,98,5646,13,89
"33586",85.5,115.5,4832,5475,16,116,44,52,1,64,5381,22,85
"33587",86.5,115.5,5054,5953,13,63,37,34,7,52,5401,22,92
"33588",87.5,115.5,4987,6004,13,97,40,35,2,55,5541,17,93
"33589",88.5,115.5,4972,6009,8,63,43,31,7,51,5483,23,93
"33590",89.5,115.5,4931,5546,11,90,36,39,1,68,5448,21,86
"33591",90.5,115.5,4949,5726,10,79,32,29,7,86,5633,24,89
"33592",91.5,115.5,5005,5748,22,75,43,32,2,67,5369,16,89
"33593",92.5,115.5,4975,5731,15,90,42,43,3,82,5468,26,89
"33597",96.5,115.5,5080,6068,9,85,37,32,6,54,5567,16,94
"33598",97.5,115.5,4987,6085,16,64,38,31,1,57,5444,15,94
"33599",98.5,115.5,5140,5990,10,60,33,29,3,57,5441,18,93
"33600",99.5,115.5,5096,6091,12,58,31,26,3,60,5452,21,94
"33601",100.5,115.5,5065,6044,12,67,28,37,1,54,5511,14,93
"33602",101.5,115.5,5095,6017,15,45,31,38,1,69,5396,18,93
"33603",102.5,115.5,4964,6127,11,66,21,30,2,57,5572,26,95
"33604",103.5,115.5,5070,5957,16,80,30,36,4,58,5457,18,92
"33605",104.5,115.5,4989,5971,13,63,23,29,4,63,5529,15,92
"33606",105.5,115.5,5033,5802,9,83,43,31,1,53,5394,13,90
"33607",106.5,115.5,5021,5935,9,53,39,37,6,69,5496,21,92
"33608",107.5,115.5,5099,6226,15,76,36,38,4,61,5464,18,96
"33609",108.5,115.5,5202,6024,16,66,25,35,2,52,5339,13,93
"33610",109.5,115.5,5131,6138,10,64,44,31,2,42,5331,26,95
"33611",110.5,115.5,5024,6041,15,49,35,29,3,36,5271,23,93
"33612",111.5,115.5,5063,6058,13,68,27,37,1,41,5363,15,94
"33613",112.5,115.5,4978,6127,17,64,29,33,3,55,5324,10,95
"33614",113.5,115.5,5152,6072,11,58,29,36,2,44,5406,23,94
"33615",114.5,115.5,5125,6208,13,66,31,27,2,50,5387,7,96
"33616",115.5,115.5,5025,6071,15,50,36,28,2,43,5322,23,94
"33617",116.5,115.5,4895,5824,7,64,40,38,2,50,5325,21,90
"33618",117.5,115.5,4994,6111,9,74,30,26,2,35,5471,23,94
"33619",118.5,115.5,5077,6125,14,54,44,41,4,54,5329,22,95
"33620",119.5,115.5,4851,6046,12,75,38,25,6,43,5280,32,94
"33621",120.5,115.5,4950,6030,8,68,40,33,4,56,5408,21,93
"33622",121.5,115.5,5021,6015,9,69,33,21,5,46,5547,23,93
"33623",122.5,115.5,5063,5943,10,59,41,37,5,51,5356,22,92
"33624",123.5,115.5,4894,6117,5,69,40,40,4,51,5363,15,95
"33625",124.5,115.5,5004,6097,17,59,35,38,1,41,5298,12,94
"33626",125.5,115.5,5114,5970,12,70,34,30,5,51,5436,17,92
"33627",126.5,115.5,5084,6136,11,73,42,35,2,43,5275,17,95
"33628",127.5,115.5,5142,5998,15,62,40,29,7,52,5294,16,93
"33629",128.5,115.5,4892,5870,12,74,35,32,2,52,5372,19,91
"33630",129.5,115.5,4982,5790,17,61,28,37,6,72,5462,11,90
"33631",130.5,115.5,4998,5910,18,67,44,37,3,86,5643,21,92
"33632",131.5,115.5,4960,5825,12,54,30,29,2,87,5563,26,90
"33638",137.5,115.5,5014,5958,9,58,33,38,0,50,5538,16,92
"33639",138.5,115.5,5045,5845,16,61,30,32,5,68,5507,22,91
"33640",139.5,115.5,5048,5799,14,61,41,24,7,46,5415,21,90
"33641",140.5,115.5,5001,5971,7,67,33,39,3,65,5337,19,92
"33642",141.5,115.5,5124,5845,8,71,41,39,2,52,5506,14,91
"33650",149.5,115.5,4651,5420,11,79,45,25,3,125,5775,19,85
"33652",151.5,115.5,4666,5071,10,110,44,40,4,149,5903,21,80
"33689",188.5,115.5,4588,5303,15,109,33,44,2,144,5657,25,83
"33690",189.5,115.5,4747,5451,17,73,56,42,1,132,5837,14,85
"33691",190.5,115.5,4764,5258,14,71,48,42,5,138,5763,22,82
"33692",191.5,115.5,4788,5172,16,73,45,41,3,144,5805,29,81
"33693",192.5,115.5,4750,5197,9,86,44,32,2,144,5778,15,81
"33694",193.5,115.5,4822,5136,13,94,34,38,1,138,5796,18,80
"33695",194.5,115.5,4766,5132,8,83,30,44,4,170,5990,19,80
"33719",218.5,115.5,4595,5331,14,84,40,36,1,139,5842,21,83
"33720",219.5,115.5,4579,5512,8,90,52,42,3,119,5704,15,86
"33721",220.5,115.5,4791,5278,9,102,40,39,2,124,5676,19,83
"33722",221.5,115.5,4698,5339,17,83,37,40,4,125,5719,14,83
"33723",222.5,115.5,4817,5371,7,96,55,43,3,117,5739,19,84
"33724",223.5,115.5,4720,5440,16,101,45,32,3,120,5776,14,85
"33725",224.5,115.5,4779,5405,8,111,50,31,4,116,5628,15,84
"33726",225.5,115.5,4751,5488,10,93,37,34,6,112,5747,19,86
"33727",226.5,115.5,4651,5364,12,84,45,27,3,139,5756,21,84
"33730",229.5,115.5,4690,5332,11,86,43,34,3,117,5756,11,83
"33731",230.5,115.5,4773,5263,13,83,32,42,0,136,5830,19,82
"33756",5.5,114.5,4804,5499,15,125,45,59,2,105,5764,21,86
"33757",6.5,114.5,4984,5618,12,103,51,36,5,79,5769,22,87
"33758",7.5,114.5,4925,5834,15,70,43,35,5,95,5575,18,90
"33759",8.5,114.5,4987,5669,7,77,43,36,2,93,5613,19,88
"33760",9.5,114.5,4899,5732,13,74,41,36,6,91,5725,12,89
"33761",10.5,114.5,4860,5644,15,90,37,24,5,93,5738,23,88
"33764",13.5,114.5,5089,5755,11,80,40,46,3,61,5643,24,89
"33769",18.5,114.5,4994,5712,13,63,34,47,2,75,5689,22,89
"33770",19.5,114.5,4951,5570,10,77,35,32,3,100,5761,14,87
"33771",20.5,114.5,4971,5772,12,80,43,36,4,88,5680,18,90
"33772",21.5,114.5,5092,5862,15,75,39,37,2,84,5522,12,91
"33773",22.5,114.5,4745,5375,12,94,32,44,1,94,5810,13,84
"33782",31.5,114.5,4867,5515,4,74,37,27,2,108,5841,25,86
"33783",32.5,114.5,4871,5680,16,103,41,47,2,93,5545,25,88
"33784",33.5,114.5,4719,5289,13,103,43,48,2,134,5842,20,83
"33787",36.5,114.5,4910,5833,13,83,38,43,4,91,5506,16,90
"33788",37.5,114.5,4815,5576,18,64,44,47,4,85,5623,19,87
"33791",40.5,114.5,4982,5510,9,72,30,25,1,121,5724,12,86
"33792",41.5,114.5,4827,5455,10,84,38,39,5,111,5626,24,85
"33793",42.5,114.5,4706,5471,11,55,44,32,3,126,5742,21,85
"33794",43.5,114.5,4979,5336,18,88,46,16,4,127,5831,23,83
"33795",44.5,114.5,4794,5377,7,65,43,30,1,109,5762,23,84
"33796",45.5,114.5,4763,5461,13,73,57,35,3,142,5826,23,85
"33797",46.5,114.5,4658,5369,16,57,43,41,7,129,5856,20,84
"33798",47.5,114.5,4659,5119,10,72,33,29,2,162,6064,21,80
"33799",48.5,114.5,4632,5135,13,96,42,40,0,124,5759,24,80
"33800",49.5,114.5,4759,5229,10,71,39,32,3,153,5822,16,82
"33801",50.5,114.5,4955,5286,6,62,40,41,2,125,5886,19,83
"33802",51.5,114.5,4885,5513,14,61,37,26,4,116,5696,14,86
"33803",52.5,114.5,4977,5647,11,74,40,36,4,103,5622,17,88
