"","x","y","N","Al","Ca","Cr","Fe","K","Mg","Mn","Na","Si","Ti","An"
"12623",122.5,474.5,2,5371,4293,5,44,16,76,10,341,6398,47,87.5474295685094
"12624",123.5,474.5,2,5339,4336,10,46,25,40,7,291,6216,45,88.4186334002371
"12625",124.5,474.5,2,5481,4411,6,36,22,38,8,219,6129,52,89.9381749672039
"12626",125.5,474.5,2,5491,4368,3,53,21,34,8,234,6214,44,89.0669711354763
"12627",126.5,474.5,2,5408,4511,6,40,19,39,8,234,6235,37,91.9642303898263
"12628",127.5,474.5,2,5444,4498,2,49,23,43,11,266,6192,55,91.7008431848854
"12629",128.5,474.5,2,5619,4426,2,48,20,42,9,232,6175,36,90.2420832805973
"12630",129.5,474.5,2,5369,4381,4,45,13,43,4,273,6190,59,89.3303583404172
"12631",130.5,474.5,2,5365,4370,3,61,16,34,5,251,6107,43,89.1074922439287
"12632",131.5,474.5,2,5493,4458,5,39,12,39,5,208,6102,58,90.8904210158364
"12633",132.5,474.5,2,5463,4429,10,38,20,36,9,253,6269,48,90.3028649432759
"12634",133.5,474.5,2,5503,4508,5,65,17,38,6,270,6061,52,91.9034487271477
"12635",134.5,474.5,2,5583,4468,10,35,19,38,6,244,6134,53,91.0930265580987
"12636",135.5,474.5,2,5460,4411,6,43,15,41,7,265,6204,52,89.9381749672039
"12637",136.5,474.5,2,5417,4304,4,42,11,43,8,323,6299,44,87.7702956649979
"12638",137.5,474.5,2,5435,4370,1,41,15,50,7,263,6247,43,89.1074922439287
"12639",138.5,474.5,2,5530,4328,2,37,20,42,10,256,6139,50,88.2565489664273
"12640",139.5,474.5,2,5424,4420,9,48,17,49,4,264,6159,53,90.1205199552399
"12641",140.5,474.5,2,5442,4341,7,47,17,48,14,250,6010,51,88.5199361713682
"12642",141.5,474.5,2,5449,4393,0,56,12,35,9,254,6289,49,89.5734849911319
"12643",142.5,474.5,2,5407,4411,4,32,21,43,9,250,6156,55,89.9381749672039
"12644",143.5,474.5,2,5511,4443,7,34,21,41,6,274,6150,46,90.5865127024431
"12645",144.5,474.5,2,5598,4494,8,35,16,31,9,233,6148,45,91.6198009679805
"12646",145.5,474.5,2,5455,4467,2,39,24,39,6,261,6039,60,91.0727660038725
"12647",146.5,474.5,2,5361,4296,3,50,20,36,5,256,6083,46,87.6082112311881
"12648",147.5,474.5,2,5540,4474,5,43,15,36,10,257,6189,49,91.214589883456
"12649",148.5,474.5,2,5357,4389,5,42,21,35,5,248,6162,46,89.492442774227
"12650",149.5,474.5,2,5239,4114,3,36,19,47,3,249,5931,49,83.9207903620153
"12651",150.5,474.5,2,5537,4474,9,57,23,43,4,171,6066,51,91.214589883456
"12652",151.5,474.5,2,5462,4323,8,47,18,45,7,311,6324,50,88.1552461952961
"12653",152.5,474.5,2,5264,4123,3,60,21,51,5,410,6376,37,84.1031353500513
"12654",153.5,474.5,2,5322,4025,5,34,22,42,6,423,6364,54,82.1176010358813
"12655",154.5,474.5,2,5207,4027,4,37,20,45,6,504,6503,32,82.1581221443337
"12656",155.5,474.5,2,5187,4083,6,54,19,43,4,451,6399,51,83.2927131810023
"12657",156.5,474.5,2,5287,3997,3,47,17,52,14,506,6469,46,81.550305517547
"12658",157.5,474.5,2,5290,4157,1,49,21,29,4,424,6393,40,84.7919941937429
"12803",302.5,474.5,2,5151,4064,4,40,17,50,6,521,6450,44,82.907762650704
"12804",303.5,474.5,2,5121,3896,11,38,22,47,10,533,6455,48,79.5039895406983
"12805",304.5,474.5,2,5294,4102,7,36,23,39,7,431,6370,57,83.6776637113006
"12806",305.5,474.5,2,5103,3875,3,31,20,38,10,523,6442,37,79.0785179019476
"12807",306.5,474.5,2,5123,4031,2,41,20,45,7,501,6522,40,82.2391643612386
"12808",307.5,474.5,2,5268,4048,5,51,22,52,7,517,6522,37,82.5835937830844
"12809",308.5,474.5,2,5169,3992,4,28,18,45,7,511,6528,38,81.4490027464159
"12810",309.5,474.5,2,5288,3994,6,39,15,48,7,459,6437,32,81.4895238548683
"12811",310.5,474.5,2,5216,4008,6,46,24,42,4,510,6576,45,81.7731716140355
"12812",311.5,474.5,2,5325,4025,6,28,19,40,4,426,6515,51,82.1176010358813
"12813",312.5,474.5,2,5265,4021,2,42,22,36,5,486,6421,45,82.0365588189764
"12817",316.5,474.5,2,5152,3916,8,36,22,40,8,517,6408,48,79.9092006252228
"12819",318.5,474.5,2,5139,4048,2,41,22,44,6,470,6456,51,82.5835937830844
"12820",319.5,474.5,2,5330,4031,5,39,19,53,9,442,6457,33,82.2391643612386
"12821",320.5,474.5,2,5376,4084,6,31,9,40,6,446,6495,52,83.3129737352285
"12826",325.5,474.5,2,5155,3845,3,57,27,47,7,591,6484,46,78.4707012751609
"12828",327.5,474.5,2,5186,4004,5,54,14,39,8,509,6511,45,81.6921293971306
"12829",328.5,474.5,2,5165,3895,4,47,34,34,6,511,6565,48,79.4837289864721
"12830",329.5,474.5,2,5030,3528,5,64,38,42,6,719,6776,53,72.0481055854478
"12834",333.5,474.5,2,5040,3995,5,53,21,52,12,535,6532,44,81.5097844090946
"12835",334.5,474.5,2,5183,3954,5,45,22,46,4,542,6614,48,80.6791016858193
"13096",95.5,473.5,2,5274,4096,9,43,16,33,13,448,6343,53,83.5561003859432
"13097",96.5,473.5,2,5198,3984,5,44,14,44,7,426,6487,34,81.2869183126061
"13098",97.5,473.5,2,5333,4263,4,39,16,29,7,310,6282,50,86.9396129417227
"13099",98.5,473.5,2,5396,4332,7,37,25,43,5,272,6281,49,88.3375911833322
"13100",99.5,473.5,2,5426,4256,3,51,21,52,7,311,6251,50,86.7977890621391
"13101",100.5,473.5,2,5273,4265,6,38,13,40,5,282,6095,45,86.9801340501751
"13102",101.5,473.5,2,5478,4435,4,36,23,47,12,259,6142,42,90.4244282686333
"13104",103.5,473.5,2,5339,4477,2,40,23,38,9,247,6075,38,91.2753715461347
"13105",104.5,473.5,2,5375,4535,4,42,15,44,4,231,6169,57,92.4504836912557
"13106",105.5,473.5,2,5592,4430,5,39,13,40,5,290,6187,41,90.3231254975022
"13107",106.5,473.5,2,5379,4305,7,32,10,43,10,298,6177,49,87.7905562192241
"13108",107.5,473.5,2,5518,4448,5,41,20,41,5,270,6199,53,90.6878154735742
"13109",108.5,473.5,2,5233,4364,4,48,16,46,5,302,6182,56,88.9859289185713
"13110",109.5,473.5,2,5329,4302,5,79,18,100,11,272,6130,57,87.7297745565454
"13111",110.5,473.5,2,5335,4303,4,43,15,40,5,322,6151,46,87.7500351107717
"13112",111.5,473.5,2,5440,4276,5,44,18,36,6,292,6262,48,87.2030001466636
"13113",112.5,473.5,2,5452,4291,5,50,17,39,8,324,6230,50,87.506908460057
"13114",113.5,473.5,2,5423,4187,4,63,28,79,8,333,6455,56,85.3998108205296
"13115",114.5,473.5,2,5289,4021,9,77,28,91,8,365,6426,50,82.0365588189764
"13116",115.5,473.5,2,5447,4170,6,54,17,40,9,325,6314,59,85.0553813986838
"13117",116.5,473.5,2,5303,4272,7,52,33,44,8,349,6425,52,87.1219579297587
"13118",117.5,473.5,2,5461,4270,7,44,17,50,9,333,6237,36,87.0814368213063
"13119",118.5,473.5,2,5379,4215,5,39,21,37,5,343,6411,40,85.9671063388639
"13120",119.5,473.5,2,5502,4337,5,47,15,44,11,250,6247,47,88.4388939544633
"13121",120.5,473.5,2,5402,4189,5,51,20,61,5,322,6130,45,85.4403319289821
"13122",121.5,473.5,2,5367,4222,6,46,25,48,5,367,6393,52,86.1089302184475
"13123",122.5,473.5,2,5290,4230,3,36,17,36,10,346,6319,45,86.2710146522573
"13124",123.5,473.5,2,5539,4366,3,54,20,37,5,250,6108,46,89.0264500270238
"13125",124.5,473.5,2,5396,4312,5,36,23,50,6,260,5998,50,87.9323800988077
"13126",125.5,473.5,2,5425,4482,1,54,21,40,9,226,6135,47,91.3766743172658
"13127",126.5,473.5,2,5445,4543,3,49,16,35,7,255,6179,51,92.6125681250655
"13128",127.5,473.5,2,5571,4375,6,38,16,32,6,249,6174,55,89.2087950150598
"13129",128.5,473.5,2,5354,4374,9,41,20,36,8,239,6137,48,89.1885344608336
"13130",129.5,473.5,2,5482,4449,6,48,16,44,8,281,6141,54,90.7080760278004
"13131",130.5,473.5,2,5538,4477,7,39,17,47,10,246,6144,57,91.2753715461347
"13132",131.5,473.5,2,5445,4384,6,40,16,39,1,219,6027,55,89.3911400030958
"13133",132.5,473.5,2,5530,4336,7,40,18,44,4,265,6152,41,88.4186334002371
"13134",133.5,473.5,2,5429,4469,8,36,20,37,9,262,6130,43,91.1132871123249
"13135",134.5,473.5,2,5522,4430,9,37,21,41,6,218,6166,40,90.3231254975022
"13136",135.5,473.5,2,5364,4363,7,42,17,47,6,222,6218,40,88.9656683643451
"13137",136.5,473.5,2,5493,4258,6,36,21,39,14,282,6181,43,86.8383101705916
"13138",137.5,473.5,2,5388,4451,4,44,10,37,8,262,6109,58,90.7485971362529
"13139",138.5,473.5,2,5309,4448,7,34,16,33,10,249,6063,49,90.6878154735742
"13140",139.5,473.5,2,5731,4360,4,46,19,40,7,264,6159,41,88.9048867016665
"13142",141.5,473.5,2,5408,4465,9,40,17,39,5,273,6176,37,91.03224489542
"13143",142.5,473.5,2,5456,4459,8,43,18,44,7,262,6232,46,90.9106815700627
"13144",143.5,473.5,2,5458,4402,9,43,25,37,5,244,6060,47,89.7558299791679
"13145",144.5,473.5,2,5392,4510,3,39,14,55,7,235,6082,49,91.9439698356001
"13146",145.5,473.5,2,5460,4394,6,43,20,39,3,236,6097,48,89.5937455453581
"13147",146.5,473.5,2,5336,4278,3,43,25,48,8,295,5970,57,87.243521255116
"13148",147.5,473.5,2,5351,4398,3,49,16,31,9,239,6189,51,89.674787762263
"13149",148.5,473.5,2,5395,4157,6,45,22,49,4,246,6041,49,84.7919941937429
"13151",150.5,473.5,2,5499,4484,5,45,17,41,7,228,6251,50,91.4171954257183
"13152",151.5,473.5,2,5372,4305,7,39,13,51,10,305,6150,47,87.7905562192241
"13153",152.5,473.5,2,5237,3992,6,43,27,44,5,487,6460,41,81.4490027464159
"13154",153.5,473.5,2,5244,4035,9,42,22,59,9,436,6487,58,82.3202065781435
"13155",154.5,473.5,2,5284,4140,7,45,25,48,7,468,6552,45,84.4475647718971
"13156",155.5,473.5,2,5285,4009,5,32,22,46,8,501,6299,49,81.7934321682617
"13157",156.5,473.5,2,5151,3956,5,36,15,49,9,491,6453,45,80.7196227942718
"13158",157.5,473.5,2,5334,3964,9,50,21,44,6,471,6348,37,80.8817072280816
"13303",302.5,473.5,2,5264,4116,4,41,20,38,6,460,6319,47,83.9613114704677
"13304",303.5,473.5,2,5355,4019,1,54,15,40,12,479,6344,55,81.9960377105239
"13305",304.5,473.5,2,5194,4080,8,39,13,40,4,407,6210,46,83.2319315183236
"13306",305.5,473.5,2,5218,4041,3,30,23,47,7,482,6386,39,82.4417699035009
"13307",306.5,473.5,2,5203,4067,7,51,22,47,10,511,6509,45,82.9685443133827
"13309",308.5,473.5,2,5172,4019,2,30,21,26,8,503,6456,38,81.9960377105239
"13310",309.5,473.5,2,5047,3880,3,46,22,49,8,544,6704,54,79.1798206730787
"13311",310.5,473.5,2,5175,3913,7,51,28,39,8,501,6463,55,79.8484189625441
"13312",311.5,473.5,2,5326,4109,5,45,20,42,8,425,6331,47,83.8194875908841
"13313",312.5,473.5,2,5079,4052,2,41,16,51,13,427,6211,47,82.6646359999893
"13314",313.5,473.5,2,5272,3864,6,33,25,43,7,518,6562,46,78.8556518054591
"13315",314.5,473.5,2,5177,4016,9,38,20,42,5,528,6573,53,81.9352560478453
"13316",315.5,473.5,2,5187,3992,6,51,18,46,5,484,6461,62,81.4490027464159
"13317",316.5,473.5,2,5280,4066,3,38,13,34,8,413,6472,40,82.9482837591565
"13319",318.5,473.5,2,5258,4178,5,44,17,44,5,415,6365,51,85.2174658324936
"13320",319.5,473.5,2,5151,4141,6,44,12,42,9,443,6561,52,84.4678253261233
"13321",320.5,473.5,2,5258,4125,5,42,15,47,8,427,6388,52,84.1436564585037
"13325",324.5,473.5,2,4918,3922,8,62,24,60,9,471,6204,45,80.0307639505802
"13326",325.5,473.5,2,5219,3813,9,55,19,45,6,502,6391,37,77.8223635399217
"13328",327.5,473.5,2,5240,3942,4,68,21,47,9,531,6455,33,80.4359750351046
"13330",329.5,473.5,2,5091,3914,2,41,25,64,7,474,6273,41,79.8686795167704
"13334",333.5,473.5,2,5292,3928,7,46,21,41,3,471,6449,49,80.1523272759375
"13335",334.5,473.5,2,5260,3987,3,49,24,50,7,518,6640,40,81.3476999752848
"13336",335.5,473.5,2,5140,3794,3,58,22,67,9,485,6704,52,77.4374130096234
"13449",448.5,473.5,2,5292,4026,5,41,21,52,6,494,6518,45,82.1378615901075
"13450",449.5,473.5,2,5117,4118,9,58,31,44,12,462,6273,61,84.0018325789201
"13451",450.5,473.5,2,5169,3939,2,54,28,59,4,469,6416,58,80.375193372426
"13506",5.5,472.5,2,5265,4075,5,38,28,44,9,448,6459,43,83.1306287471925
"13507",6.5,472.5,2,5160,3975,7,47,18,38,9,469,6476,53,81.10457332457
"13508",7.5,472.5,2,5239,3975,10,45,25,36,9,426,6497,41,81.10457332457
"13509",8.5,472.5,2,5093,4080,3,44,15,49,9,475,6452,49,83.2319315183236
"13595",94.5,472.5,2,5272,3922,8,47,25,36,5,521,6449,60,80.0307639505802
"13596",95.5,472.5,2,5185,4045,5,43,14,40,6,507,6464,52,82.5228121204058
"13597",96.5,472.5,2,5296,4180,4,53,28,44,8,391,6329,63,85.257986940946
"13598",97.5,472.5,2,5324,4296,5,49,24,35,9,281,6286,47,87.6082112311881
"13599",98.5,472.5,2,5369,4258,6,45,22,44,8,303,6149,57,86.8383101705916
"13600",99.5,472.5,2,5358,4306,5,56,18,43,7,290,6022,46,87.8108167734503
"13601",100.5,472.5,2,5553,4317,7,43,15,35,8,306,6043,48,88.0336828699388
"13603",102.5,472.5,2,5245,4211,3,39,21,52,8,216,5744,42,85.886064121959
"13604",103.5,472.5,2,5580,4314,3,34,25,39,5,244,6168,55,87.9729012072601
"13605",104.5,472.5,2,5456,4282,5,43,23,51,5,274,6152,57,87.324563472021
"13606",105.5,472.5,2,5542,4330,8,49,16,38,9,274,6130,52,88.2970700748797
"13607",106.5,472.5,2,5385,4246,3,46,14,37,5,313,6324,37,86.5951835198769
"13608",107.5,472.5,2,5380,4269,2,36,23,41,9,316,6317,49,87.06117626708
"13609",108.5,472.5,2,5510,4252,4,46,17,40,5,331,6459,57,86.7167468452342
"13610",109.5,472.5,2,5355,4186,7,68,16,84,6,319,6312,44,85.3795502663034
"13611",110.5,472.5,2,5355,4181,8,36,17,41,7,316,6320,54,85.2782474951723
"13612",111.5,472.5,2,5580,4229,2,49,14,55,3,346,6376,44,86.250754098031
"13613",112.5,472.5,2,5429,4146,6,47,11,49,3,347,6365,46,84.5691280972544
"13614",113.5,472.5,2,5433,4284,6,57,22,37,7,330,6129,40,87.3650845804734
"13615",114.5,472.5,2,5271,4094,6,55,16,66,6,389,6317,51,83.5155792774908
"13616",115.5,472.5,2,5362,4183,7,48,16,54,10,381,6323,53,85.3187686036247
"13617",116.5,472.5,2,5272,4307,5,48,18,71,5,382,6232,51,87.8310773276766
"13618",117.5,472.5,2,5300,4215,5,37,15,53,5,369,6311,38,85.9671063388639
"13619",118.5,472.5,2,5368,4386,4,38,18,40,8,274,6316,38,89.4316611115483
"13620",119.5,472.5,2,5502,4400,4,49,23,48,4,253,6283,46,89.7153088707154
"13621",120.5,472.5,2,5284,4299,4,48,11,51,9,252,6222,47,87.6689928938668
"13622",121.5,472.5,2,5459,4483,8,35,24,43,7,262,6169,42,91.396934871492
"13623",122.5,472.5,2,5434,4269,2,32,15,44,9,316,6175,54,87.06117626708
"13624",123.5,472.5,2,5473,4460,3,37,22,40,13,246,6211,57,90.9309421242889
"13625",124.5,472.5,2,5525,4468,6,43,20,44,8,263,6152,54,91.0930265580987
"13626",125.5,472.5,2,5396,4329,7,46,17,43,5,252,6192,44,88.2768095206535
"13627",126.5,472.5,2,5330,4328,7,44,15,50,6,223,6085,46,88.2565489664273
"13628",127.5,472.5,2,5355,4283,6,44,15,41,10,220,6005,65,87.3448240262472
"13629",128.5,472.5,2,5347,4370,1,54,22,44,5,234,6065,50,89.1074922439287
"13630",129.5,472.5,2,5635,4545,6,40,12,36,7,253,6089,48,92.653089233518
"13631",130.5,472.5,2,5493,4274,4,48,14,43,8,279,6009,55,87.1624790382112
"13632",131.5,472.5,2,5513,4463,6,41,15,38,9,236,6247,52,90.9917237869676
"13633",132.5,472.5,2,5416,4419,3,49,12,46,5,233,6040,47,90.1002594010137
"13634",133.5,472.5,2,5485,4516,7,44,22,50,10,243,6117,48,92.0655331609575
"13635",134.5,472.5,2,5372,4429,9,43,15,47,5,250,6109,30,90.3028649432759
"13636",135.5,472.5,2,5479,4421,8,44,15,49,10,222,6074,60,90.1407805094661
"13637",136.5,472.5,2,5419,4274,6,47,20,52,9,256,6113,39,87.1624790382112
"13638",137.5,472.5,2,5477,4399,8,34,17,49,7,251,6175,40,89.6950483164892
"13639",138.5,472.5,2,5532,4483,6,44,15,51,7,233,6203,54,91.396934871492
"13640",139.5,472.5,2,5400,4319,5,35,15,35,9,254,6096,43,88.0742039783913
"13641",140.5,472.5,2,5464,4404,4,52,16,38,7,253,6122,50,89.7963510876203
"13643",142.5,472.5,2,5459,4473,3,38,12,45,6,226,6327,54,91.1943293292298
"13644",143.5,472.5,2,5477,4411,2,49,17,39,6,249,6131,40,89.9381749672039
"13645",144.5,472.5,2,5565,4311,6,44,16,36,6,236,6127,62,87.9121195445815
"13646",145.5,472.5,2,5457,4493,6,43,18,37,3,251,5973,39,91.5995404137543
"13647",146.5,472.5,2,5614,4286,5,39,16,33,11,262,5983,46,87.4056056889258
"13648",147.5,472.5,2,5307,4401,6,35,14,48,5,241,6179,57,89.7355694249417
"13651",150.5,472.5,2,5400,4460,5,46,18,43,8,274,6236,45,90.9309421242889
"13652",151.5,472.5,2,5491,4389,2,46,15,33,11,282,6152,42,89.492442774227
"13653",152.5,472.5,2,5274,4078,6,43,17,44,7,449,6389,51,83.1914104098712
"13654",153.5,472.5,2,5194,3955,5,33,17,33,7,502,6402,42,80.6993622400456
"13655",154.5,472.5,2,5279,4010,4,40,18,45,7,483,6384,39,81.8136927224879
"13656",155.5,472.5,2,5359,3945,6,45,17,39,9,444,6367,63,80.4967566977833
"13657",156.5,472.5,2,5197,4051,2,35,21,49,12,481,6497,54,82.6443754457631
"13658",157.5,472.5,2,5270,4123,2,40,15,46,6,464,6358,42,84.1031353500513
"13803",302.5,472.5,2,5338,4137,7,46,18,37,5,474,6483,52,84.3867831092184
"13804",303.5,472.5,2,5096,3969,7,39,24,50,7,482,6265,43,80.9830099992127
"13805",304.5,472.5,2,5087,4087,2,40,24,47,7,436,6401,47,83.3737553979072
"13806",305.5,472.5,2,5019,3881,4,56,26,49,5,562,6553,53,79.200081227305
"13807",306.5,472.5,2,5204,3889,4,38,18,54,11,515,6615,53,79.3621656611148
"13808",307.5,472.5,2,5157,3926,11,32,29,46,6,479,6522,48,80.1118061674851
"13809",308.5,472.5,2,5197,4046,8,34,28,42,7,502,6363,50,82.543072674632
"13810",309.5,472.5,2,5175,3924,6,44,24,31,6,496,6510,51,80.0712850590326
"13811",310.5,472.5,2,5196,3900,5,35,26,52,8,490,6335,41,79.5850317576032
"13812",311.5,472.5,2,5243,3963,7,37,17,44,8,450,6266,47,80.8614466738554
"13813",312.5,472.5,2,5175,3834,3,42,18,50,6,533,6702,50,78.2478351786724
"13814",313.5,472.5,2,5165,3836,9,50,23,51,2,589,6611,39,78.2883562871249
"13815",314.5,472.5,2,5126,3973,9,55,21,65,6,464,6139,55,81.0640522161176
"13816",315.5,472.5,2,5370,4009,6,44,26,46,9,487,6413,40,81.7934321682617
"13817",316.5,472.5,2,5217,4112,9,32,13,54,3,433,6472,42,83.8802692535628
"13818",317.5,472.5,2,5116,4012,8,55,22,51,7,418,6261,42,81.8542138309404
"13819",318.5,472.5,2,5218,4035,6,37,22,34,8,425,6341,34,82.3202065781435
"13820",319.5,472.5,2,5194,4093,8,49,20,33,15,410,6396,53,83.4953187232645
"13824",323.5,472.5,2,5366,4033,2,42,18,40,3,435,6385,50,82.2796854696911
"13825",324.5,472.5,2,5118,3999,5,43,29,42,10,443,6267,43,81.5908266259994
"13827",326.5,472.5,2,5214,3990,4,41,17,33,5,492,6498,64,81.4084816379634
"13828",327.5,472.5,2,5375,3953,7,42,28,36,10,511,6398,52,80.6588411315931
"13829",328.5,472.5,2,5273,3914,5,42,17,46,9,449,6380,53,79.8686795167704
"13830",329.5,472.5,2,5103,4000,1,34,15,41,4,467,6626,45,81.6110871802257
"13831",330.5,472.5,2,5173,3945,4,59,23,36,8,535,6419,42,80.4967566977833
"13832",331.5,472.5,2,5057,3962,3,49,15,46,6,438,6386,39,80.8411861196291
"13833",332.5,472.5,2,5196,3874,4,41,26,45,5,510,6656,51,79.0582573477214
"13834",333.5,472.5,2,5086,3854,6,57,27,50,9,494,6555,50,78.6530462631969
"13835",334.5,472.5,2,5027,3768,9,84,35,74,10,537,6802,51,76.9106385997416
"13949",448.5,472.5,2,4831,3575,6,52,30,52,6,684,6936,39,73.0003516340803
"13950",449.5,472.5,2,5330,4019,10,46,21,45,5,459,6439,41,81.9960377105239
"13951",450.5,472.5,2,5216,4102,4,34,23,40,7,453,6553,53,83.6776637113006
"13952",451.5,472.5,2,4938,3656,4,73,32,67,6,534,6781,55,74.6414565264045
"13953",452.5,472.5,2,5034,3737,5,51,20,53,10,563,6746,50,76.2825614187286
"14005",4.5,471.5,2,4917,3621,6,55,21,41,10,769,6928,49,73.9323371284866
"14006",5.5,471.5,2,5174,3992,7,45,27,44,6,506,6389,46,81.4490027464159
"14007",6.5,471.5,2,5121,3999,6,54,18,42,5,525,6674,38,81.5908266259994
"14008",7.5,471.5,2,5199,3988,5,55,17,46,4,501,6510,63,81.367960529511
"14009",8.5,471.5,2,5341,4027,7,46,18,44,4,441,6385,43,82.1581221443337
"14010",9.5,471.5,2,5319,4029,3,57,22,60,7,442,6370,44,82.1986432527862
"14095",94.5,471.5,2,5173,4103,2,33,17,46,2,441,6321,59,83.6979242655268
"14096",95.5,471.5,2,5176,4051,6,47,36,43,5,482,6413,43,82.6443754457631
"14097",96.5,471.5,2,5438,4560,4,54,14,46,5,265,6243,40,92.9569975469113
"14098",97.5,471.5,2,5327,4327,5,46,19,35,6,223,6234,40,88.236288412201
"14099",98.5,471.5,2,5260,4258,4,49,14,47,5,237,6054,52,86.8383101705916
"14100",99.5,471.5,2,5499,4406,6,52,17,35,7,211,6193,56,89.8368721960728
"14101",100.5,471.5,2,5479,4407,5,43,28,45,6,202,5956,41,89.857132750299
"14102",101.5,471.5,2,5544,4417,1,44,13,35,5,233,6024,49,90.0597382925612
"14105",104.5,471.5,2,5406,4391,2,41,16,35,5,277,6322,58,89.5329638826794
"14106",105.5,471.5,2,5504,4437,10,48,18,47,12,262,6085,48,90.4649493770857
"14107",106.5,471.5,2,5541,4474,7,48,19,39,7,244,6165,47,91.214589883456
"14108",107.5,471.5,2,5381,4160,12,56,24,50,7,392,6328,57,84.8527758564216
"14109",108.5,471.5,2,5135,4037,10,83,37,108,7,370,6321,68,82.360727686596
"14110",109.5,471.5,2,5471,4217,9,38,31,49,7,376,6327,52,86.0076274473164
"14111",110.5,471.5,2,5295,4308,8,55,17,48,5,364,6271,44,87.8513378819028
"14112",111.5,471.5,2,5244,4143,4,51,20,48,8,324,6294,45,84.5083464345758
"14113",112.5,471.5,2,5400,4194,9,36,18,44,7,345,6420,45,85.5416347001132
"14114",113.5,471.5,2,5568,4107,7,29,15,46,6,336,6296,52,83.7789664824317
"14115",114.5,471.5,2,5475,4223,5,41,16,44,5,319,6245,31,86.1291907726737
"14116",115.5,471.5,2,4987,3951,10,67,24,62,9,384,6071,45,80.6183200231407
"14117",116.5,471.5,2,5290,4332,5,33,16,50,7,364,6254,57,88.3375911833322
"14118",117.5,471.5,2,5361,4235,6,51,14,46,6,370,6243,49,86.3723174233884
"14119",118.5,471.5,2,5551,4463,3,31,12,39,5,216,6168,48,90.9917237869676
"14120",119.5,471.5,2,5384,4331,4,42,12,47,2,248,6149,56,88.3173306291059
"14121",120.5,471.5,2,5475,4438,4,43,10,42,7,214,6301,45,90.485209931312
"14122",121.5,471.5,2,5454,4372,4,42,24,55,7,260,6129,50,89.1480133523811
"14123",122.5,471.5,2,5462,4385,7,52,18,42,8,300,6191,55,89.4114005573221
"14124",123.5,471.5,2,5289,4295,10,42,17,36,8,227,6279,51,87.5879506769619
"14125",124.5,471.5,2,5343,4407,6,31,14,40,4,238,5993,34,89.857132750299
"14126",125.5,471.5,2,5312,4397,7,37,19,38,10,248,6094,49,89.6545272080368
"14127",126.5,471.5,2,5479,4357,6,49,20,45,12,224,5981,36,88.8441050389878
"14128",127.5,471.5,2,5508,4425,6,33,10,53,5,232,6252,51,90.221822726371
"14129",128.5,471.5,2,5419,4394,5,42,13,40,6,233,6161,49,89.5937455453581
"14130",129.5,471.5,2,5361,4357,4,44,16,49,7,232,6193,58,88.8441050389878
"14131",130.5,471.5,2,5376,4356,0,42,13,35,5,249,6050,45,88.8238444847616
"14132",131.5,471.5,2,5387,4243,6,43,20,54,6,237,5958,41,86.5344018571982
"14133",132.5,471.5,2,5264,4393,7,41,27,54,13,250,5955,50,89.5734849911319
"14134",133.5,471.5,2,5331,4420,4,36,19,50,7,266,6082,38,90.1205199552399
"14135",134.5,471.5,2,5385,4388,3,34,10,27,5,262,6162,45,89.4721822200007
"14136",135.5,471.5,2,5351,4333,5,41,18,40,13,238,6124,46,88.3578517375584
"14137",136.5,471.5,2,5341,4376,7,32,24,41,8,255,6268,42,89.229055569286
"14138",137.5,471.5,2,5420,4352,6,46,20,37,10,271,6168,36,88.7428022678567
"14139",138.5,471.5,2,5474,4395,8,45,27,45,7,284,6215,63,89.6140060995843
"14140",139.5,471.5,2,5446,4528,3,39,18,50,12,238,6181,42,92.3086598116722
"14141",140.5,471.5,2,5353,4288,6,46,11,41,5,312,6232,51,87.4461267973783
"14142",141.5,471.5,2,5420,4538,5,45,19,37,9,244,6041,46,92.5112653539344
"14144",143.5,471.5,2,5454,4334,5,47,16,48,10,241,6225,48,88.3781122917846
"14145",144.5,471.5,2,5472,4402,3,52,20,36,7,239,6158,46,89.7558299791679
"14146",145.5,471.5,2,5347,4408,3,49,16,41,6,239,5959,40,89.8773933045252
"14147",146.5,471.5,2,5668,4320,5,44,22,33,6,255,6218,52,88.0944645326175
"14148",147.5,471.5,2,5431,4440,6,44,16,42,8,205,6176,49,90.5257310397644
"14151",150.5,471.5,2,5407,4438,9,43,16,53,4,286,6027,43,90.485209931312
"14152",151.5,471.5,2,5406,4334,5,69,10,45,11,280,6161,54,88.3781122917846
"14153",152.5,471.5,2,5454,4287,7,37,16,42,12,358,6191,63,87.4258662431521
"14154",153.5,471.5,2,5152,3979,3,36,25,47,6,479,6378,58,81.185615541475
"14155",154.5,471.5,2,5277,4050,3,37,16,30,7,433,6510,41,82.6241148915369
"14156",155.5,471.5,2,5324,4042,5,53,20,36,5,516,6545,46,82.4620304577271
"14157",156.5,471.5,2,5213,3939,6,46,18,36,6,464,6409,44,80.375193372426
"14158",157.5,471.5,2,5251,4129,5,46,23,42,8,481,6440,50,84.2246986754086
"14303",302.5,471.5,2,5291,4029,2,49,27,50,7,394,6290,42,82.1986432527862
"14304",303.5,471.5,2,5123,4051,5,37,31,39,8,456,6239,43,82.6443754457631
"14305",304.5,471.5,2,5206,3897,9,40,21,42,7,547,6310,52,79.5242500949246
