"","x","y","N","Al","Ca","Cr","Fe","K","Mg","Mn","Na","Si","Ti","An"
"6105",104.5,487.5,2,5429,4050,6,44,19,36,13,454,6495,59,82.6241148915369
"6106",105.5,487.5,2,5199,4064,5,44,21,48,9,491,6348,53,82.907762650704
"6109",108.5,487.5,2,5191,4034,5,34,20,49,8,468,6573,52,82.2999460239173
"6110",109.5,487.5,2,5289,4078,6,44,18,45,7,461,6405,60,83.1914104098712
"6111",110.5,487.5,2,5182,4130,5,36,21,41,9,430,6332,49,84.2449592296348
"6112",111.5,487.5,2,5271,4167,10,35,25,41,9,412,6481,39,84.9945997360051
"6113",112.5,487.5,2,5051,4078,3,35,19,37,4,457,6550,45,83.1914104098712
"6114",113.5,487.5,2,5375,4041,6,47,21,37,5,419,6496,45,82.4417699035009
"6115",114.5,487.5,2,5284,4046,5,36,16,40,11,455,6336,35,82.543072674632
"6116",115.5,487.5,2,5219,4015,5,47,14,26,2,428,6366,40,81.914995493619
"6117",116.5,487.5,2,5325,4066,6,41,21,41,13,458,6482,52,82.9482837591565
"6118",117.5,487.5,2,5299,3976,9,48,18,47,6,482,6540,50,81.1248338787963
"6119",118.5,487.5,2,5208,4058,6,51,28,47,4,468,6519,43,82.7861993253467
"6120",119.5,487.5,2,5331,3980,9,46,29,57,5,471,6458,48,81.2058760957012
"6121",120.5,487.5,2,5183,4023,4,34,24,31,7,492,6518,36,82.0770799274288
"6122",121.5,487.5,2,5233,4004,6,37,23,43,2,472,6376,46,81.6921293971306
"6125",124.5,487.5,2,5313,3923,4,40,21,49,6,443,6490,55,80.0510245048064
"6126",125.5,487.5,2,5283,4117,8,41,11,37,5,442,6398,46,83.9815720246939
"6127",126.5,487.5,2,5209,4070,7,39,23,36,7,464,6409,54,83.0293259760614
"6128",127.5,487.5,2,5300,4104,5,42,18,40,4,460,6493,44,83.718184819753
"6129",128.5,487.5,2,5278,4173,6,39,22,35,9,425,6511,41,85.1161630613625
"6130",129.5,487.5,2,5316,3902,4,40,14,37,6,437,6403,39,79.6255528660557
"6131",130.5,487.5,2,5182,4050,4,41,22,36,4,468,6358,44,82.6241148915369
"6132",131.5,487.5,2,5352,3990,6,38,14,33,6,458,6423,53,81.4084816379634
"6133",132.5,487.5,2,5262,3973,8,51,19,46,4,479,6560,54,81.0640522161176
"6134",133.5,487.5,2,5142,4042,7,47,32,42,4,501,6517,53,82.4620304577271
"6135",134.5,487.5,2,5213,3819,3,56,24,35,6,492,6540,45,77.943926865279
"6136",135.5,487.5,2,5099,3939,6,41,25,45,9,490,6431,63,80.375193372426
"6139",138.5,487.5,2,5082,3969,8,54,8,51,13,499,6355,56,80.9830099992127
"6140",139.5,487.5,2,5136,3963,5,48,12,32,3,422,6450,67,80.8614466738554
"6141",140.5,487.5,2,5197,4056,6,47,25,54,9,483,6402,42,82.7456782168942
"6142",141.5,487.5,2,5117,4130,5,46,17,41,7,500,6477,35,84.2449592296348
"6143",142.5,487.5,2,5191,4095,4,41,23,47,9,475,6451,51,83.535839831717
"6144",143.5,487.5,2,5132,3894,5,34,24,45,8,587,6629,47,79.4634684322459
"6145",144.5,487.5,2,5039,3789,4,46,33,60,7,529,6502,56,77.3361102384923
"6146",145.5,487.5,2,5213,4194,8,30,20,37,6,421,6355,42,85.5416347001132
"6147",146.5,487.5,2,5271,4106,4,34,17,43,8,480,6472,43,83.7587059282055
"6148",147.5,487.5,2,5273,4065,4,38,34,45,5,429,6345,54,82.9280232049303
"6169",168.5,487.5,2,5201,3984,4,41,16,39,6,476,6466,47,81.2869183126061
"6170",169.5,487.5,2,5205,4053,2,36,16,36,4,427,6573,32,82.6848965542156
"6171",170.5,487.5,2,5136,4110,3,47,20,38,5,406,6214,51,83.8397481451103
"6172",171.5,487.5,2,5238,4046,2,45,15,49,7,398,6354,41,82.543072674632
"6173",172.5,487.5,2,5315,4151,5,40,16,47,10,458,6370,56,84.6704308683856
"6187",186.5,487.5,2,5253,3959,7,48,33,33,5,482,6592,52,80.7804044569505
"6188",187.5,487.5,2,5296,4118,4,52,16,37,7,480,6481,36,84.0018325789201
"6189",188.5,487.5,2,5150,4003,3,36,13,31,6,491,6454,51,81.6718688429043
"6190",189.5,487.5,2,5036,4040,3,40,26,61,6,441,6371,43,82.4215093492746
"6191",190.5,487.5,2,5229,3858,4,64,36,60,5,534,6659,47,78.7340884801018
"6192",191.5,487.5,2,5217,4021,5,39,21,47,5,480,6297,47,82.0365588189764
"6391",390.5,487.5,2,5135,3964,1,53,30,47,8,610,6540,54,80.8817072280816
"6392",391.5,487.5,2,5096,4063,3,55,21,42,9,459,6467,61,82.8875020964778
"6393",392.5,487.5,2,5156,4060,8,43,17,28,10,389,6396,34,82.8267204337991
"6394",393.5,487.5,2,5343,4167,4,45,14,41,6,411,6511,37,84.9945997360051
"6395",394.5,487.5,2,5211,4094,6,55,10,49,7,462,6403,48,83.5155792774908
"6396",395.5,487.5,2,5257,4006,8,53,18,39,7,463,6533,31,81.732650505583
"6397",396.5,487.5,2,5314,4064,4,52,21,45,6,436,6327,56,82.907762650704
"6398",397.5,487.5,2,5239,4018,4,50,23,38,9,435,6512,46,81.9757771562977
"6455",454.5,487.5,2,5196,3919,9,50,17,42,7,517,6527,48,79.9699822879015
"6456",455.5,487.5,2,5200,3993,3,40,17,46,8,522,6521,40,81.4692633006421
"6457",456.5,487.5,2,5304,3992,6,48,7,37,6,427,6371,43,81.4490027464159
"6458",457.5,487.5,2,5232,3952,5,42,14,45,7,481,6573,65,80.6385805773669
"6459",458.5,487.5,2,5275,4100,3,56,22,47,9,454,6480,42,83.6371426028481
"6460",459.5,487.5,2,5224,4016,4,37,20,48,5,474,6284,39,81.9352560478453
"6461",460.5,487.5,2,5202,4043,3,46,25,58,14,411,6623,51,82.4822910119533
"6603",102.5,486.5,2,5146,3964,4,42,29,38,11,448,6274,42,80.8817072280816
"6604",103.5,486.5,2,5079,4177,3,46,17,26,8,436,6441,50,85.1972052782674
"6605",104.5,486.5,2,5218,4101,7,53,25,40,7,502,6497,59,83.6574031570743
"6607",106.5,486.5,2,5091,3799,4,49,21,38,10,463,6097,52,77.5387157807546
"6608",107.5,486.5,2,5351,3982,3,42,24,37,5,444,6416,39,81.2463972041536
"6609",108.5,486.5,2,5124,4001,4,44,20,47,6,407,6432,54,81.6313477344519
"6610",109.5,486.5,2,5140,4123,4,44,24,44,8,469,6494,45,84.1031353500513
"6611",110.5,486.5,2,5208,3993,8,33,23,31,15,457,6493,54,81.4692633006421
"6612",111.5,486.5,2,5244,3980,2,49,20,39,4,479,6347,55,81.2058760957012
"6613",112.5,486.5,2,5228,4010,3,38,22,46,8,442,6453,46,81.8136927224879
"6614",113.5,486.5,2,5368,4130,3,43,33,45,8,458,6362,52,84.2449592296348
"6615",114.5,486.5,2,5163,4150,2,57,27,42,6,473,6234,53,84.6501703141593
"6616",115.5,486.5,2,5269,4100,4,57,15,51,6,453,6410,42,83.6371426028481
"6617",116.5,486.5,2,5309,3921,5,38,26,45,6,464,6485,41,80.0105033963539
"6618",117.5,486.5,2,5346,3840,3,41,16,30,7,483,6447,40,78.3693985040298
"6619",118.5,486.5,2,5202,4093,4,40,24,51,7,474,6441,47,83.4953187232645
"6620",119.5,486.5,2,5288,4028,7,48,19,36,5,454,6206,55,82.17838269856
"6621",120.5,486.5,2,5390,4059,6,33,21,49,8,454,6409,49,82.8064598795729
"6622",121.5,486.5,2,5245,4002,2,43,15,48,8,459,6351,61,81.6516082886781
"6623",122.5,486.5,2,5331,4112,4,38,13,41,4,472,6509,44,83.8802692535628
"6624",123.5,486.5,2,5292,4088,6,43,22,35,7,448,6456,50,83.3940159521334
"6625",124.5,486.5,2,5124,3912,10,40,21,49,9,451,6312,45,79.8281584083179
"6626",125.5,486.5,2,5227,4018,5,52,14,38,5,403,6277,54,81.9757771562977
"6627",126.5,486.5,2,5249,4082,2,52,22,34,3,437,6458,59,83.2724526267761
"6628",127.5,486.5,2,5239,3993,8,43,21,42,3,494,6350,48,81.4692633006421
"6629",128.5,486.5,2,5355,4116,4,36,27,50,5,457,6324,50,83.9613114704677
"6630",129.5,486.5,2,5335,4068,4,39,15,36,5,454,6449,49,82.9888048676089
"6631",130.5,486.5,2,5172,4012,5,42,18,44,9,409,6164,49,81.8542138309404
"6632",131.5,486.5,2,5137,3873,9,35,25,46,5,412,6276,42,79.0379967934952
"6638",137.5,486.5,2,5233,3933,5,45,23,49,15,505,6587,48,80.2536300470686
"6639",138.5,486.5,2,5085,3843,7,48,28,50,9,509,6331,56,78.4301801667084
"6640",139.5,486.5,2,5255,4043,2,52,28,40,6,443,6450,52,82.4822910119533
"6641",140.5,486.5,2,5363,3999,5,42,23,54,11,483,6408,51,81.5908266259994
"6642",141.5,486.5,2,5361,4165,7,39,14,47,8,473,6459,42,84.9540786275527
"6643",142.5,486.5,2,5198,3849,4,42,27,41,8,534,6584,54,78.5517434920658
"6644",143.5,486.5,2,5058,3929,1,52,33,51,4,548,6362,53,80.1725878301637
"6645",144.5,486.5,2,5037,3894,5,41,38,61,9,473,6546,50,79.4634684322459
"6646",145.5,486.5,2,5289,4019,5,37,31,37,9,444,6383,51,81.9960377105239
"6647",146.5,486.5,2,5341,4007,11,43,26,32,8,543,6463,43,81.7529110598092
"6648",147.5,486.5,2,5218,4033,8,41,30,49,3,441,6378,46,82.2796854696911
"6649",148.5,486.5,2,5166,3942,7,36,26,49,5,429,6392,61,80.4359750351046
"6653",152.5,486.5,2,4984,3903,7,62,22,52,8,469,6331,50,79.6458134202819
"6654",153.5,486.5,2,4871,3637,8,42,26,58,8,597,6456,46,74.2565059961062
"6655",154.5,486.5,2,5110,3934,6,43,28,40,6,473,6267,47,80.2738906012949
"6671",170.5,486.5,2,5025,3581,8,39,29,60,9,584,6773,43,73.1219149594376
"6672",171.5,486.5,2,5319,4021,7,43,20,39,7,441,6435,38,82.0365588189764
"6673",172.5,486.5,2,5381,4054,3,44,17,41,3,425,6302,44,82.7051571084418
"6689",188.5,486.5,2,5267,4123,3,50,23,40,10,431,6370,43,84.1031353500513
"6690",189.5,486.5,2,5247,3965,5,37,20,42,7,481,6349,38,80.9019677823078
"6692",191.5,486.5,2,5106,3845,6,60,20,47,8,529,6460,41,78.4707012751609
"6693",192.5,486.5,2,5249,3992,2,37,15,35,8,446,6269,44,81.4490027464159
"6787",286.5,486.5,2,5174,3704,4,57,26,68,8,526,6766,51,75.6139631292632
"6788",287.5,486.5,2,5377,3916,5,45,22,42,8,508,6653,36,79.9092006252228
"6789",288.5,486.5,2,5046,3620,5,40,23,55,8,680,6624,52,73.9120765742604
"6790",289.5,486.5,2,4871,3863,8,40,25,48,11,506,6138,52,78.8353912512329
"6892",391.5,486.5,2,5179,3929,8,52,23,47,8,525,6403,48,80.1725878301637
"6893",392.5,486.5,2,5236,4009,3,41,25,33,7,403,6438,43,81.7934321682617
"6894",393.5,486.5,2,5335,4170,6,36,22,40,6,355,6384,64,85.0553813986838
"6895",394.5,486.5,2,5388,4104,8,51,20,57,4,403,6435,41,83.718184819753
"6896",395.5,486.5,2,5348,3983,5,42,11,44,4,443,6416,50,81.2666577583798
"6897",396.5,486.5,2,5249,4102,7,45,21,38,7,499,6447,42,83.6776637113006
"6898",397.5,486.5,2,5169,3994,3,48,22,50,15,450,6435,41,81.4895238548683
"6949",448.5,486.5,2,4943,3639,6,76,28,79,9,576,6882,39,74.2970271045587
"6950",449.5,486.5,2,5189,3961,7,45,16,47,8,508,6542,53,80.8209255654029
"6951",450.5,486.5,2,5254,3990,6,45,21,37,4,430,6461,48,81.4084816379634
"6952",451.5,486.5,2,5188,3900,4,52,20,41,6,459,6374,53,79.5850317576032
"6954",453.5,486.5,2,5053,3912,4,48,17,51,6,481,6509,49,79.8281584083179
"6955",454.5,486.5,2,5303,3949,4,41,20,52,9,516,6550,54,80.5777989146882
"6956",455.5,486.5,2,5323,4017,3,35,19,41,8,452,6424,53,81.9555166020715
"6957",456.5,486.5,2,5308,3971,2,36,19,57,7,430,6403,44,81.0235311076652
"6958",457.5,486.5,2,5148,4132,3,46,23,41,7,438,6304,48,84.2854803380873
"6959",458.5,486.5,2,5234,4111,7,34,22,50,8,448,6360,50,83.8600086993366
"6960",459.5,486.5,2,5173,4127,6,36,17,46,10,444,6410,48,84.1841775669562
"6961",460.5,486.5,2,5272,3997,4,53,17,30,6,484,6361,45,81.550305517547
"6962",461.5,486.5,2,5297,4118,3,42,16,44,12,471,6619,47,84.0018325789201
"6990",489.5,486.5,2,5195,3733,3,46,29,45,9,631,6617,45,76.2015192018238
"6992",491.5,486.5,2,5295,3997,10,41,16,45,10,523,6504,43,81.550305517547
"6993",492.5,486.5,2,5254,4025,7,42,19,37,2,498,6585,51,82.1176010358813
"7103",102.5,485.5,2,5138,4066,4,39,16,39,8,481,6474,46,82.9482837591565
"7106",105.5,485.5,2,5134,4074,5,46,22,44,5,478,6499,40,83.1103681929663
"7107",106.5,485.5,2,5217,4012,4,36,22,46,5,445,6500,37,81.8542138309404
"7108",107.5,485.5,2,5258,4066,10,39,18,31,9,535,6375,37,82.9482837591565
"7109",108.5,485.5,2,5249,3993,5,34,15,38,7,419,6462,50,81.4692633006421
"7110",109.5,485.5,2,5354,3982,6,44,16,40,11,456,6505,52,81.2463972041536
"7111",110.5,485.5,2,5320,4052,3,42,21,39,9,472,6499,54,82.6646359999893
"7112",111.5,485.5,2,5192,4025,4,42,15,33,6,432,6444,50,82.1176010358813
"7113",112.5,485.5,2,5161,3868,4,45,29,42,4,476,6379,57,78.936694022364
"7114",113.5,485.5,2,5083,3761,6,28,24,50,8,442,6319,50,76.768814720158
"7115",114.5,485.5,2,5288,4119,2,34,22,30,6,415,6246,54,84.0220931331464
"7116",115.5,485.5,2,5179,4019,5,39,12,51,4,484,6466,46,81.9960377105239
"7117",116.5,485.5,2,5150,4048,3,41,25,44,3,483,6242,50,82.5835937830844
"7118",117.5,485.5,2,5180,4057,4,39,20,57,10,411,6485,59,82.7659387711205
"7119",118.5,485.5,2,5288,4085,3,43,23,51,4,404,6331,49,83.3332342894547
"7120",119.5,485.5,2,5303,4105,4,32,21,47,8,497,6354,51,83.7384453739792
"7121",120.5,485.5,2,5306,3984,7,35,26,46,7,460,6419,45,81.2869183126061
"7123",122.5,485.5,2,5276,3998,5,43,12,50,4,469,6358,49,81.5705660717732
"7124",123.5,485.5,2,5226,4043,5,55,26,43,7,452,6329,52,82.4822910119533
"7125",124.5,485.5,2,5275,4059,8,35,26,59,8,436,6410,57,82.8064598795729
"7126",125.5,485.5,2,5082,4111,7,36,14,51,5,470,6402,42,83.8600086993366
"7127",126.5,485.5,2,5144,3912,5,44,16,42,6,480,6171,42,79.8281584083179
"7128",127.5,485.5,2,5320,4032,5,49,20,45,13,483,6424,57,82.2594249154648
"7129",128.5,485.5,2,5282,4013,3,38,15,40,13,472,6370,41,81.8744743851666
"7130",129.5,485.5,2,5036,3860,0,41,25,45,8,517,6215,61,78.7746095885543
"7132",131.5,485.5,2,5088,3837,4,40,23,32,13,448,6125,32,78.3086168413511
"7133",132.5,485.5,2,5335,4016,6,41,24,60,4,489,6406,50,81.9352560478453
"7134",133.5,485.5,2,5174,4025,5,43,25,35,7,495,6364,55,82.1176010358813
"7135",134.5,485.5,2,5242,4095,5,41,24,43,10,484,6415,35,83.535839831717
"7136",135.5,485.5,2,5122,3969,5,38,18,38,7,500,6549,46,80.9830099992127
"7138",137.5,485.5,2,5395,3999,6,46,20,43,7,518,6257,41,81.5908266259994
"7139",138.5,485.5,2,5210,3918,5,41,19,42,11,501,6371,43,79.9497217336753
"7140",139.5,485.5,2,5073,3768,10,44,18,53,11,506,6352,62,76.9106385997416
"7141",140.5,485.5,2,5260,4048,2,55,21,48,7,462,6378,46,82.5835937830844
"7142",141.5,485.5,2,5291,3999,5,41,23,35,6,441,6356,41,81.5908266259994
"7143",142.5,485.5,2,5131,3819,5,33,23,32,10,509,6497,46,77.943926865279
"7144",143.5,485.5,2,5228,3987,7,43,26,61,6,446,6404,38,81.3476999752848
"7145",144.5,485.5,2,5359,4053,8,47,29,40,1,481,6460,52,82.6848965542156
"7146",145.5,485.5,2,5281,4026,5,28,20,47,4,447,6296,40,82.1378615901075
"7147",146.5,485.5,2,5126,3990,3,35,23,53,9,466,6387,52,81.4084816379634
"7148",147.5,485.5,2,5163,3946,2,34,17,55,9,478,6490,50,80.5170172520096
"7149",148.5,485.5,2,5221,3873,7,36,14,47,9,498,6452,53,79.0379967934952
"7150",149.5,485.5,2,5284,3931,4,48,28,46,10,454,6273,42,80.2131089386162
"7151",150.5,485.5,2,5274,3967,9,46,19,42,13,424,6347,51,80.9424888907603
"7153",152.5,485.5,2,5309,3979,7,42,19,54,9,482,6395,53,81.185615541475
"7155",154.5,485.5,2,5051,4110,6,32,33,35,5,445,6173,44,83.8397481451103
"7173",172.5,485.5,2,5071,3718,2,62,19,47,2,624,6625,37,75.8976108884304
"7190",189.5,485.5,2,5174,4192,6,48,22,51,10,460,6258,35,85.5011135916608
"7191",190.5,485.5,2,5143,3976,3,43,19,39,10,471,6341,50,81.1248338787963
"7193",192.5,485.5,2,5298,3833,4,41,21,35,8,526,6559,45,78.2275746244462
"7194",193.5,485.5,2,5261,4115,3,51,26,50,4,486,6306,41,83.9410509162415
"7195",194.5,485.5,2,5349,3986,5,64,29,72,10,471,6501,48,81.3274394210585
"7287",286.5,485.5,2,5347,4002,4,48,17,33,7,481,6374,48,81.6516082886781
"7288",287.5,485.5,2,5273,4011,6,45,17,38,4,497,6404,45,81.8339532767141
"7289",288.5,485.5,2,5062,3811,3,39,23,33,8,519,6447,55,77.7818424314693
"7290",289.5,485.5,2,5139,4026,6,47,16,46,4,452,6361,35,82.1378615901075
"7449",448.5,485.5,2,5122,3782,5,66,28,45,5,614,6811,54,77.1942863589088
"7450",449.5,485.5,2,5317,4021,3,50,28,56,6,421,6345,44,82.0365588189764
"7451",450.5,485.5,2,5188,4005,4,50,28,48,2,409,6384,43,81.7123899513568
"7454",453.5,485.5,2,5305,4067,7,48,23,41,5,472,6413,62,82.9685443133827
"7455",454.5,485.5,2,5378,4115,6,41,23,44,10,420,6440,48,83.9410509162415
"7456",455.5,485.5,2,5262,4070,3,45,22,44,9,422,6402,48,83.0293259760614
"7457",456.5,485.5,2,5285,4048,5,35,24,44,12,421,6471,39,82.5835937830844
"7458",457.5,485.5,2,5216,4113,2,37,23,28,10,435,6493,43,83.900529807789
"7459",458.5,485.5,2,5180,3928,3,41,16,49,9,510,6394,40,80.1523272759375
"7460",459.5,485.5,2,5135,4120,4,47,26,48,8,495,6642,37,84.0423536873726
"7461",460.5,485.5,2,5298,3977,2,50,27,53,10,482,6618,57,81.1450944330225
"7490",489.5,485.5,2,5313,3962,5,33,23,44,5,475,6496,47,80.8411861196291
"7491",490.5,485.5,2,5189,4023,8,40,23,47,9,455,6466,38,82.0770799274288
"7492",491.5,485.5,2,5281,4073,10,47,19,43,7,496,6476,34,83.09010763874
"7493",492.5,485.5,2,5146,4006,5,50,18,49,7,448,6296,52,81.732650505583
"7494",493.5,485.5,2,5326,3919,4,39,15,49,7,410,6397,45,79.9699822879015
"7495",494.5,485.5,2,5126,4061,2,40,17,44,11,454,6346,36,82.8469809880254
"7496",495.5,485.5,2,5189,3804,6,49,26,43,3,588,6665,54,77.6400185518857
"7604",103.5,484.5,2,4931,3898,1,41,21,42,9,444,6132,40,79.5445106491508
"7605",104.5,484.5,2,5149,4060,3,40,25,50,6,454,6298,48,82.8267204337991
"7606",105.5,484.5,2,5357,4059,2,41,15,48,5,474,6377,37,82.8064598795729
"7607",106.5,484.5,2,5217,4060,4,38,18,43,7,475,6456,47,82.8267204337991
"7608",107.5,484.5,2,5382,3974,3,38,14,50,5,469,6504,55,81.0843127703438
"7609",108.5,484.5,2,5265,4049,6,35,24,36,12,468,6413,52,82.6038543373107
"7610",109.5,484.5,2,5298,4033,6,41,14,40,7,464,6528,55,82.2796854696911
"7611",110.5,484.5,2,5119,4044,6,30,16,43,7,457,6395,42,82.5025515661795
"7612",111.5,484.5,2,5268,4106,1,39,21,44,8,444,6395,51,83.7587059282055
"7613",112.5,484.5,2,5349,4079,7,53,20,53,4,428,6409,51,83.2116709640974
"7615",114.5,484.5,2,5235,4065,7,47,14,40,6,401,6560,47,82.9280232049303
"7616",115.5,484.5,2,5307,4003,6,42,11,45,6,405,6359,36,81.6718688429043
"7617",116.5,484.5,2,5246,4033,6,46,20,37,11,493,6486,41,82.2796854696911
"7618",117.5,484.5,2,5259,4023,10,36,20,40,1,479,6390,43,82.0770799274288
"7619",118.5,484.5,2,5245,4025,5,42,27,49,3,443,6528,47,82.1176010358813
"7620",119.5,484.5,2,5281,4030,3,45,24,34,11,484,6397,40,82.2189038070124
"7621",120.5,484.5,2,5096,3822,6,44,19,60,6,452,6152,36,78.0047085279577
"7622",121.5,484.5,2,5141,3995,4,32,20,43,8,440,6451,62,81.5097844090946
"7623",122.5,484.5,2,5258,4111,2,44,16,53,6,466,6491,40,83.8600086993366
"7624",123.5,484.5,2,5330,4047,5,36,15,50,7,437,6335,48,82.5633332288582
"7625",124.5,484.5,2,5243,3969,7,41,26,42,9,455,6356,38,80.9830099992127
"7626",125.5,484.5,2,5184,4040,8,43,20,56,7,464,6449,46,82.4215093492746
"7627",126.5,484.5,2,5209,4071,6,31,17,39,9,455,6452,48,83.0495865302876
"7628",127.5,484.5,2,4922,3905,5,39,16,50,5,443,6105,47,79.6863345287343
"7629",128.5,484.5,2,5222,3996,9,53,15,41,8,463,6441,44,81.5300449633208
"7630",129.5,484.5,2,5291,4063,5,43,11,46,8,436,6511,48,82.8875020964778
"7631",130.5,484.5,2,5239,4075,7,49,20,57,9,447,6387,60,83.1306287471925
"7632",131.5,484.5,2,5324,4081,5,40,18,49,10,439,6305,33,83.2521920725498
"7633",132.5,484.5,2,5295,4066,3,36,23,49,8,448,6326,42,82.9482837591565
"7634",133.5,484.5,2,5288,4069,4,45,20,45,8,435,6257,36,83.0090654218351
"7635",134.5,484.5,2,5432,4046,7,40,24,42,7,483,6491,59,82.543072674632
"7636",135.5,484.5,2,5175,4021,4,38,9,43,7,505,6451,44,82.0365588189764
"7637",136.5,484.5,2,5142,3986,3,50,19,53,6,458,6479,48,81.3274394210585
"7638",137.5,484.5,2,5194,4063,4,43,19,42,8,496,6488,54,82.8875020964778
"7639",138.5,484.5,2,5146,4030,6,26,19,36,7,489,6577,45,82.2189038070124
"7640",139.5,484.5,2,5122,3938,5,35,21,41,8,462,6456,37,80.3549328181998
"7641",140.5,484.5,2,4991,3903,5,40,20,48,7,398,6175,51,79.6458134202819
"7642",141.5,484.5,2,5307,3716,5,34,18,35,10,594,6597,46,75.8570897799779
"7643",142.5,484.5,2,5251,3920,7,39,31,62,9,477,6662,47,79.9902428421277
"7645",144.5,484.5,2,5234,3891,8,33,28,43,10,475,6477,46,79.4026867695672
"7646",145.5,484.5,2,5120,4007,4,43,21,45,4,474,6383,39,81.7529110598092
"7647",146.5,484.5,2,5182,3952,7,37,20,51,7,488,6326,47,80.6385805773669
"7648",147.5,484.5,2,5321,4011,2,35,24,48,7,510,6373,42,81.8339532767141
"7649",148.5,484.5,2,5265,4040,9,36,16,55,10,485,6384,57,82.4215093492746
"7650",149.5,484.5,2,5216,3867,6,45,15,42,6,502,6455,49,78.9164334681378
"7651",150.5,484.5,2,5045,4070,9,29,25,34,10,463,6588,42,83.0293259760614
"7652",151.5,484.5,2,5244,4146,14,41,19,47,6,418,6264,53,84.5691280972544
"7653",152.5,484.5,2,5296,3861,1,38,24,54,12,510,6509,53,78.7948701427805
"7654",153.5,484.5,2,5141,3974,3,51,23,48,9,473,6665,44,81.0843127703438
"7691",190.5,484.5,2,5243,3952,5,61,19,43,8,431,6317,60,80.6385805773669
"7692",191.5,484.5,2,5244,4029,3,51,30,46,7,475,6397,44,82.1986432527862
"7694",193.5,484.5,2,5264,4048,4,51,16,43,18,480,6404,54,82.5835937830844
"7695",194.5,484.5,2,5250,4038,7,47,21,42,8,454,6210,48,82.3809882408222
"7787",286.5,484.5,2,4866,3860,6,68,30,63,8,595,6776,56,78.7746095885543
"7788",287.5,484.5,2,5213,4125,4,49,8,41,12,448,6477,35,84.1436564585037
"7789",288.5,484.5,2,5237,3872,4,27,29,32,6,500,6317,51,79.0177362392689
"7955",454.5,484.5,2,5228,3977,7,34,16,49,5,480,6428,59,81.1450944330225
"7956",455.5,484.5,2,5099,4056,10,51,15,37,6,423,6498,42,82.7456782168942
"7957",456.5,484.5,2,5250,4183,8,31,22,49,10,429,6473,41,85.3187686036247
"7958",457.5,484.5,2,5255,4126,5,43,15,30,9,423,6453,50,84.1639170127299
"7959",458.5,484.5,2,5308,3972,4,48,16,41,6,474,6591,39,81.0437916618914
"7960",459.5,484.5,2,5203,3957,4,45,29,43,6,551,6641,51,80.739883348498
"7961",460.5,484.5,2,5248,3767,5,46,19,60,6,546,6717,51,76.8903780455154
"7991",490.5,484.5,2,5157,3993,9,38,20,52,10,538,6454,60,81.4692633006421
"7992",491.5,484.5,2,5374,3964,2,42,15,46,12,497,6517,47,80.8817072280816
"7993",492.5,484.5,2,5228,3804,4,56,26,70,5,548,6641,40,77.6400185518857
"7994",493.5,484.5,2,5120,3889,5,33,17,44,10,582,6546,45,79.3621656611148
"7995",494.5,484.5,2,5034,3903,5,31,12,45,4,537,6594,51,79.6458134202819
"7996",495.5,484.5,2,5173,3677,0,47,25,49,9,583,6630,42,75.0669281651552
"7997",496.5,484.5,2,5219,3992,2,36,21,38,4,487,6553,47,81.4490027464159
"8103",102.5,483.5,2,5204,4022,5,45,17,42,9,436,6315,56,82.0568193732026
"8104",103.5,483.5,2,5471,4076,7,33,28,42,8,408,6449,39,83.1508893014187
"8105",104.5,483.5,2,5285,4046,3,41,18,47,12,443,6344,56,82.543072674632
"8106",105.5,483.5,2,5375,4034,7,48,13,33,2,465,6390,48,82.2999460239173
"8107",106.5,483.5,2,5238,3960,8,37,19,36,8,448,6306,46,80.8006650111767
"8108",107.5,483.5,2,5066,4170,7,33,28,42,5,421,6409,58,85.0553813986838
"8109",108.5,483.5,2,5275,3865,5,45,25,48,3,452,6394,50,78.8759123596854
"8110",109.5,483.5,2,5153,4088,7,37,14,48,10,436,6535,39,83.3940159521334
"8111",110.5,483.5,2,5120,3991,2,41,26,43,7,436,6445,40,81.4287421921896
"8112",111.5,483.5,2,5242,4037,4,50,20,38,5,439,6492,43,82.360727686596
"8113",112.5,483.5,2,5226,3925,8,42,28,48,11,407,6477,40,80.0915456132588
"8114",113.5,483.5,2,5275,4073,4,37,20,50,8,453,6435,53,83.09010763874
"8115",114.5,483.5,2,5331,3966,6,39,21,50,12,499,6536,48,80.922228336534
"8116",115.5,483.5,2,5177,3888,4,46,23,41,5,480,6300,45,79.3419051068885
"8117",116.5,483.5,2,5308,3976,10,43,16,35,6,476,6477,57,81.1248338787963
"8118",117.5,483.5,2,5291,3978,3,48,17,32,4,438,6448,44,81.1653549872487
"8119",118.5,483.5,2,5228,3974,3,55,28,49,8,472,6454,39,81.0843127703438
"8120",119.5,483.5,2,5263,3961,9,32,17,42,8,478,6432,42,80.8209255654029
"8121",120.5,483.5,2,5220,4069,6,41,20,39,3,476,6531,41,83.0090654218351
"8122",121.5,483.5,2,5399,4187,4,33,22,57,11,436,6552,50,85.3998108205296
"8123",122.5,483.5,2,5176,4048,9,45,19,46,6,451,6469,40,82.5835937830844
"8124",123.5,483.5,2,5232,3942,2,33,11,50,8,436,6416,52,80.4359750351046
"8125",124.5,483.5,2,5282,4034,5,51,16,56,5,423,6346,50,82.2999460239173
"8126",125.5,483.5,2,5307,4168,5,46,21,44,8,426,6458,42,85.0148602902314
